pid,trial,physicalSize,visualSize,congruent
13,0,0.0,2.0,0
13,1,0.5,2.0,1
13,2,0.0,1.0,1
13,3,0.0,2.5,0
13,4,1.5,2.0,1
13,5,2.0,0.5,0
13,6,2.0,2.0,1
13,7,1.0,-0.5,0
13,8,0.5,0.0,0
13,9,2.0,1.5,1
13,10,0.5,0.5,1
13,11,1.0,1.5,1
13,12,1.5,2.5,1
13,13,2.0,0.5,0
13,14,2.0,0.0,0
13,15,0.5,1.5,1
13,16,0.0,0.0,1
13,17,1.0,0.5,0
13,18,2.0,2.0,1
13,19,1.5,0.0,0
13,20,0.0,0.5,1
13,21,0.0,0.5,1
13,22,0.5,0.5,0
13,23,2.0,1.5,0
13,24,2.0,2.5,1
13,25,1.0,0.0,0
13,26,0.5,1.5,1
13,27,1.0,1.0,1
13,28,2.0,1.0,0
13,29,0.5,2.5,1
13,30,0.5,-0.5,0
13,31,0.0,0.0,0
13,32,1.5,1.5,1
13,33,2.0,-0.5,0
13,34,0.0,2.0,1
13,35,0.0,2.0,1
13,36,1.0,2.0,1
13,37,1.0,1.5,1
13,38,0.5,2.5,1
13,39,1.0,1.0,1
13,40,1.0,0.5,1
13,41,2.0,1.5,1
13,42,1.5,2.0,1
13,43,1.5,1.0,0
13,44,2.0,1.0,0
13,45,2.0,2.5,1
13,46,2.0,2.0,1
13,47,2.0,0.0,0
13,48,0.5,1.0,1
13,49,0.5,1.0,1
13,50,0.0,2.5,1
13,51,1.5,1.5,0
13,52,2.0,1.0,0
13,53,1.5,-0.5,0
13,54,0.0,1.0,1
13,55,0.5,-0.5,0
13,56,0.5,2.0,1
13,57,0.5,2.5,1
13,58,1.0,1.0,1
13,59,0.5,0.0,0
13,60,0.0,1.0,1
13,61,0.5,0.5,0
13,62,0.0,-0.5,1
13,63,1.5,1.5,0
13,64,0.0,1.5,1
13,65,0.5,2.0,1
13,66,1.5,0.0,0
13,67,1.0,2.0,1
13,68,1.5,0.5,0
13,69,1.5,2.5,1
13,70,1.0,2.0,1
13,71,1.5,1.0,0
13,72,1.0,2.5,1
13,73,1.5,0.5,0
13,74,0.0,-0.5,0
13,75,1.0,0.0,0
13,76,1.5,1.0,0
13,77,1.0,-0.5,0
13,78,1.5,2.0,1
13,79,1.0,0.5,0
13,80,0.0,1.5,1
13,81,0.5,1.5,1
13,82,0.5,0.0,1
13,83,2.0,-0.5,0
13,84,1.5,0.5,0
13,85,1.0,2.5,1
13,86,1.5,-0.5,0
13,87,1.5,-0.5,0
13,88,0.5,1.0,1
13,89,1.5,2.5,1
13,90,1.0,1.5,1
13,91,1.5,0.0,0
13,92,0.0,0.0,1
13,93,1.0,-0.5,0
13,94,2.0,0.0,0
13,95,0.5,-0.5,0
13,96,2.0,-0.5,0
13,97,0.0,0.5,1
13,98,2.0,2.5,1
13,99,2.0,0.5,0
13,100,0.0,1.5,1
13,101,1.0,0.0,0
13,102,0.0,2.5,0
13,103,1.0,2.5,1
13,104,0.0,-0.5,1
