pid,trial,physical_speed,visual_end_size,scenario,congruency
1,0,20,160,two-hand,
1,1,0,100,two-hand,
1,2,0,180,two-hand,
1,3,10,160,two-hand,
1,4,40,160,two-hand,
1,5,20,140,two-hand,
1,6,10,180,two-hand,
1,7,10,80,two-hand,
1,8,10,140,two-hand,
1,9,10,120,two-hand,
1,10,20,120,two-hand,
1,11,40,120,two-hand,
1,12,40,140,two-hand,
1,13,10,140,two-hand,
1,14,40,120,two-hand,
1,15,20,160,two-hand,
1,16,20,80,two-hand,
1,17,10,80,two-hand,
1,18,40,160,two-hand,
1,19,40,160,two-hand,
1,20,40,80,two-hand,
1,21,40,160,two-hand,
1,22,40,100,two-hand,
1,23,20,100,two-hand,
1,24,10,80,two-hand,
1,25,40,100,two-hand,
1,26,20,80,two-hand,
1,27,10,140,two-hand,
1,28,40,140,two-hand,
1,29,0,180,two-hand,
1,30,0,80,two-hand,
1,31,0,160,two-hand,
1,32,20,120,two-hand,
1,33,10,120,two-hand,
1,34,40,80,two-hand,
1,35,40,180,two-hand,
1,36,40,120,two-hand,
1,37,0,160,two-hand,
1,38,0,120,two-hand,
1,39,0,180,two-hand,
1,40,0,140,two-hand,
1,41,0,80,two-hand,
1,42,20,160,two-hand,
1,43,20,120,two-hand,
1,44,10,100,two-hand,
1,45,0,80,two-hand,
1,46,10,160,two-hand,
1,47,0,120,two-hand,
1,48,0,120,two-hand,
1,49,20,180,two-hand,
1,50,0,140,two-hand,
1,51,20,160,two-hand,
1,52,10,120,two-hand,
1,53,10,180,two-hand,
1,54,20,100,two-hand,
1,55,10,180,two-hand,
1,56,40,80,two-hand,
1,57,10,80,two-hand,
1,58,20,180,two-hand,
1,59,10,180,two-hand,
1,60,40,180,two-hand,
1,61,10,160,two-hand,
1,62,10,100,two-hand,
1,63,20,180,two-hand,
1,64,40,100,two-hand,
1,65,20,140,two-hand,
1,66,0,100,two-hand,
1,67,40,140,two-hand,
1,68,20,80,two-hand,
1,69,0,120,two-hand,
1,70,10,100,two-hand,
1,71,20,120,two-hand,
1,72,40,180,two-hand,
1,73,0,140,two-hand,
1,74,20,140,two-hand,
1,75,20,140,two-hand,
1,76,0,80,two-hand,
1,77,20,80,two-hand,
1,78,40,140,two-hand,
1,79,40,80,two-hand,
1,80,10,160,two-hand,
1,81,40,120,two-hand,
1,82,0,160,two-hand,
1,83,10,140,two-hand,
1,84,40,180,two-hand,
1,85,40,100,two-hand,
1,86,20,100,two-hand,
1,87,0,100,two-hand,
1,88,10,100,two-hand,
1,89,0,160,two-hand,
1,90,20,180,two-hand,
1,91,0,140,two-hand,
1,92,10,120,two-hand,
1,93,0,180,two-hand,
1,94,20,100,two-hand,
1,95,0,100,two-hand,
1,96,10,180,one-hand,
1,97,0,120,one-hand,
1,98,40,80,one-hand,
1,99,10,160,one-hand,
1,100,0,100,one-hand,
1,101,20,120,one-hand,
1,102,20,80,one-hand,
1,103,0,180,one-hand,
1,104,20,120,one-hand,
1,105,40,160,one-hand,
1,106,10,120,one-hand,
1,107,20,100,one-hand,
1,108,0,80,one-hand,
1,109,10,180,one-hand,
1,110,40,140,one-hand,
1,111,0,160,one-hand,
1,112,10,100,one-hand,
1,113,20,160,one-hand,
1,114,20,120,one-hand,
1,115,10,140,one-hand,
1,116,10,120,one-hand,
1,117,40,160,one-hand,
1,118,20,160,one-hand,
1,119,40,180,one-hand,
1,120,0,140,one-hand,
1,121,10,180,one-hand,
1,122,40,80,one-hand,
1,123,20,140,one-hand,
1,124,0,140,one-hand,
1,125,40,120,one-hand,
1,126,20,180,one-hand,
1,127,0,140,one-hand,
1,128,0,80,one-hand,
1,129,0,80,one-hand,
1,130,10,80,one-hand,
1,131,0,120,one-hand,
1,132,10,140,one-hand,
1,133,40,160,one-hand,
1,134,20,180,one-hand,
1,135,20,140,one-hand,
1,136,40,100,one-hand,
1,137,10,100,one-hand,
1,138,0,100,one-hand,
1,139,10,120,one-hand,
1,140,20,100,one-hand,
1,141,40,100,one-hand,
1,142,20,160,one-hand,
1,143,0,160,one-hand,
1,144,10,80,one-hand,
1,145,20,140,one-hand,
1,146,40,120,one-hand,
1,147,40,160,one-hand,
1,148,10,100,one-hand,
1,149,0,120,one-hand,
1,150,20,140,one-hand,
1,151,20,180,one-hand,
1,152,10,140,one-hand,
1,153,40,180,one-hand,
1,154,10,160,one-hand,
1,155,40,120,one-hand,
1,156,40,80,one-hand,
1,157,40,140,one-hand,
1,158,0,100,one-hand,
1,159,10,120,one-hand,
1,160,40,140,one-hand,
1,161,20,100,one-hand,
1,162,20,180,one-hand,
1,163,10,100,one-hand,
1,164,10,80,one-hand,
1,165,20,160,one-hand,
1,166,40,100,one-hand,
1,167,40,180,one-hand,
1,168,40,140,one-hand,
1,169,0,80,one-hand,
1,170,20,100,one-hand,
1,171,20,120,one-hand,
1,172,40,180,one-hand,
1,173,0,160,one-hand,
1,174,40,120,one-hand,
1,175,20,80,one-hand,
1,176,0,120,one-hand,
1,177,0,180,one-hand,
1,178,10,160,one-hand,
1,179,0,140,one-hand,
1,180,0,100,one-hand,
1,181,20,80,one-hand,
1,182,10,180,one-hand,
1,183,0,180,one-hand,
1,184,10,140,one-hand,
1,185,0,180,one-hand,
1,186,20,80,one-hand,
1,187,10,160,one-hand,
1,188,40,80,one-hand,
1,189,40,100,one-hand,
1,190,10,80,one-hand,
1,191,0,160,one-hand,
