pid,trial,physical_speed,visual_end_size,scenario,congruency
4,0,-10,50,one-hand,
4,1,-10,45,one-hand,
4,2,-20,45,one-hand,
4,3,-10,35,one-hand,
4,4,0,50,one-hand,
4,5,0,55,one-hand,
4,6,-40,55,one-hand,
4,7,-40,55,one-hand,
4,8,-40,35,one-hand,
4,9,-10,55,one-hand,
4,10,-10,55,one-hand,
4,11,-20,45,one-hand,
4,12,0,35,one-hand,
4,13,-20,50,one-hand,
4,14,0,40,one-hand,
4,15,-20,55,one-hand,
4,16,-20,60,one-hand,
4,17,-40,40,one-hand,
4,18,-10,50,one-hand,
4,19,-40,45,one-hand,
4,20,-20,40,one-hand,
4,21,-10,45,one-hand,
4,22,0,50,one-hand,
4,23,-40,55,one-hand,
4,24,-10,60,one-hand,
4,25,-20,55,one-hand,
4,26,0,35,one-hand,
4,27,-10,40,one-hand,
4,28,-20,50,one-hand,
4,29,-40,35,one-hand,
4,30,-10,60,one-hand,
4,31,-40,35,one-hand,
4,32,-20,60,one-hand,
4,33,-40,50,one-hand,
4,34,0,45,one-hand,
4,35,-20,50,one-hand,
4,36,-20,35,one-hand,
4,37,0,60,one-hand,
4,38,0,55,one-hand,
4,39,0,35,one-hand,
4,40,-40,55,one-hand,
4,41,-10,40,one-hand,
4,42,-10,50,one-hand,
4,43,-20,60,one-hand,
4,44,-40,50,one-hand,
4,45,-40,60,one-hand,
4,46,-10,40,one-hand,
4,47,0,45,one-hand,
4,48,-20,45,one-hand,
4,49,-40,50,one-hand,
4,50,0,40,one-hand,
4,51,-40,60,one-hand,
4,52,-40,60,one-hand,
4,53,-10,50,one-hand,
4,54,0,35,one-hand,
4,55,0,50,one-hand,
4,56,0,60,one-hand,
4,57,0,40,one-hand,
4,58,-20,40,one-hand,
4,59,-10,45,one-hand,
4,60,-10,55,one-hand,
4,61,-20,50,one-hand,
4,62,0,50,one-hand,
4,63,-10,60,one-hand,
4,64,-20,40,one-hand,
4,65,-20,60,one-hand,
4,66,-40,35,one-hand,
4,67,-40,40,one-hand,
4,68,0,40,one-hand,
4,69,-40,60,one-hand,
4,70,-20,55,one-hand,
4,71,-40,50,one-hand,
4,72,0,60,one-hand,
4,73,-20,45,one-hand,
4,74,-10,45,one-hand,
4,75,0,60,one-hand,
4,76,-20,35,one-hand,
4,77,-40,45,one-hand,
4,78,0,55,one-hand,
4,79,-20,55,one-hand,
4,80,-10,35,one-hand,
4,81,-10,60,one-hand,
4,82,-40,40,one-hand,
4,83,0,45,one-hand,
4,84,-40,45,one-hand,
4,85,-20,35,one-hand,
4,86,0,55,one-hand,
4,87,0,45,one-hand,
4,88,-10,55,one-hand,
4,89,-10,35,one-hand,
4,90,-40,40,one-hand,
4,91,-40,45,one-hand,
4,92,-10,40,one-hand,
4,93,-20,35,one-hand,
4,94,-10,35,one-hand,
4,95,-20,40,one-hand,
4,96,-10,60,two-hand,
4,97,-20,40,two-hand,
4,98,-40,40,two-hand,
4,99,-20,35,two-hand,
4,100,-40,55,two-hand,
4,101,-20,60,two-hand,
4,102,0,55,two-hand,
4,103,-40,60,two-hand,
4,104,0,50,two-hand,
4,105,-20,50,two-hand,
4,106,-40,45,two-hand,
4,107,0,45,two-hand,
4,108,-20,50,two-hand,
4,109,-10,50,two-hand,
4,110,-10,35,two-hand,
4,111,-10,55,two-hand,
4,112,0,40,two-hand,
4,113,-40,50,two-hand,
4,114,-10,45,two-hand,
4,115,-40,35,two-hand,
4,116,0,45,two-hand,
4,117,-10,40,two-hand,
4,118,-40,40,two-hand,
4,119,0,50,two-hand,
4,120,-20,60,two-hand,
4,121,-10,40,two-hand,
4,122,-40,55,two-hand,
4,123,0,40,two-hand,
4,124,-40,45,two-hand,
4,125,-40,60,two-hand,
4,126,0,50,two-hand,
4,127,-10,35,two-hand,
4,128,-10,50,two-hand,
4,129,-20,35,two-hand,
4,130,-10,50,two-hand,
4,131,-20,50,two-hand,
4,132,-20,40,two-hand,
4,133,-10,40,two-hand,
4,134,-40,45,two-hand,
4,135,-40,50,two-hand,
4,136,-10,45,two-hand,
4,137,0,60,two-hand,
4,138,0,35,two-hand,
4,139,-10,60,two-hand,
4,140,-20,50,two-hand,
4,141,-40,35,two-hand,
4,142,-20,40,two-hand,
4,143,-20,45,two-hand,
4,144,-10,35,two-hand,
4,145,0,35,two-hand,
4,146,-20,55,two-hand,
4,147,-10,60,two-hand,
4,148,0,60,two-hand,
4,149,0,55,two-hand,
4,150,-40,40,two-hand,
4,151,0,40,two-hand,
4,152,-40,45,two-hand,
4,153,-10,40,two-hand,
4,154,-10,55,two-hand,
4,155,-20,35,two-hand,
4,156,-20,45,two-hand,
4,157,-40,35,two-hand,
4,158,-10,55,two-hand,
4,159,-40,35,two-hand,
4,160,-20,60,two-hand,
4,161,0,45,two-hand,
4,162,-20,45,two-hand,
4,163,-10,60,two-hand,
4,164,-20,55,two-hand,
4,165,-20,55,two-hand,
4,166,0,55,two-hand,
4,167,0,60,two-hand,
4,168,0,35,two-hand,
4,169,-40,55,two-hand,
4,170,-10,50,two-hand,
4,171,-40,60,two-hand,
4,172,-40,60,two-hand,
4,173,-10,45,two-hand,
4,174,-10,35,two-hand,
4,175,-40,50,two-hand,
4,176,-10,45,two-hand,
4,177,0,50,two-hand,
4,178,0,35,two-hand,
4,179,0,55,two-hand,
4,180,0,40,two-hand,
4,181,0,60,two-hand,
4,182,0,45,two-hand,
4,183,-10,55,two-hand,
4,184,-20,55,two-hand,
4,185,-40,55,two-hand,
4,186,-40,50,two-hand,
4,187,-20,45,two-hand,
4,188,-40,40,two-hand,
4,189,-20,40,two-hand,
4,190,-20,60,two-hand,
4,191,-20,35,two-hand,
