pid,trial,visualSize,scenario,direction,congruency,time,distance
1,0,56,one-hand,shrink,0,6.393468
1,1,48,one-hand,shrink,0,2.711207
1,2,50,one-hand,shrink,0,4.793864
1,3,44,one-hand,shrink,0,3.502536
1,4,46,one-hand,shrink,0,6.498651
1,5,44,one-hand,shrink,0,4.599823
1,6,44,one-hand,shrink,0,10.09965
1,7,46,one-hand,shrink,0,2.934021
1,8,44,one-hand,shrink,0,2.544011
1,9,50,one-hand,shrink,1,3.779824
1,10,58,one-hand,shrink,1,2.030624
1,11,52,one-hand,shrink,1,2.835378
1,12,40,one-hand,shrink,0,1.23895
1,13,56,one-hand,shrink,1,1.349987
1,14,40,one-hand,shrink,0,1.33642
1,15,54,one-hand,shrink,1,1.405637
1,16,40,one-hand,shrink,0,8.905162
1,17,52,one-hand,shrink,0,18.33517
1,18,52,one-hand,shrink,1,3.530602
1,19,52,one-hand,shrink,0,1.742074
1,20,54,one-hand,shrink,0,9.835433
1,21,56,one-hand,shrink,1,2.766367
1,22,50,one-hand,shrink,0,5.321685
1,23,60,one-hand,shrink,1,2.29421
1,24,46,one-hand,shrink,0,1.738183
1,25,54,one-hand,shrink,1,3.278026,
1,26,54,one-hand,shrink,1,3.666703,
1,27,48,one-hand,shrink,0,1.696767,
1,28,58,one-hand,shrink,1,1.988805,
1,29,58,one-hand,shrink,1,1.472076,
1,30,42,one-hand,shrink,0,1.36372,
1,31,48,one-hand,shrink,0,4.865372,
1,32,58,one-hand,shrink,1,1.322101,
1,33,56,one-hand,shrink,1,1.170581,
1,34,42,one-hand,shrink,1,1.460683,
1,35,40,one-hand,shrink,0,2.115303,
1,36,60,one-hand,shrink,1,2.4611,
1,37,52,one-hand,shrink,1,2.627104,
1,38,46,one-hand,shrink,0,4.141239,
1,39,44,one-hand,shrink,0,2.406239,
1,40,48,one-hand,shrink,0,2.099481,
1,41,42,one-hand,shrink,0,1.364358,
1,42,60,one-hand,shrink,1,1.433152,
1,43,60,one-hand,shrink,1,3.474888,
1,44,58,one-hand,shrink,1,1.531041,
1,45,56,one-hand,shrink,1,2.668589,
1,46,48,one-hand,shrink,0,1.405778,
1,47,60,one-hand,shrink,1,1.488425,
1,48,46,one-hand,shrink,0,2.030532,
1,49,54,one-hand,shrink,1,4.571935,
1,50,42,one-hand,shrink,0,1.377901,
1,51,50,one-hand,shrink,1,4.294365,
1,52,42,one-hand,shrink,0,1.919991,
1,53,40,one-hand,shrink,0,1.585234,
1,54,50,one-hand,shrink,0,1.514416,
1,55,54,two-hand,shrink,0,10.89208,0.240522
1,56,42,two-hand,shrink,0,3.434222,0.2450276
1,57,46,two-hand,shrink,0,3.155782,0.2195127
1,58,60,two-hand,shrink,1,5.904917,0.2191381
1,59,50,two-hand,shrink,0,3.558234,0.2027716
1,60,40,two-hand,shrink,0,2.988863,0.1981328
1,61,58,two-hand,shrink,1,5.822584,0.2189154
1,62,50,two-hand,shrink,0,2.669271,0.2189317
1,63,56,two-hand,shrink,0,40.12603,0.2405474
1,64,54,two-hand,shrink,0,2.87672,0.2304021
1,65,48,two-hand,shrink,0,2.738727,0.2148227
1,66,46,two-hand,shrink,0,3.55796,0.2126178
1,67,56,two-hand,shrink,0,10.22429,0.2113898
1,68,54,two-hand,shrink,0,3.558002,0.2099684
1,69,44,two-hand,shrink,0,2.891688,0.2065653
1,70,48,two-hand,shrink,0,3.168512,0.2065743
1,71,58,two-hand,shrink,1,3.599404,0.2175284
1,72,44,two-hand,shrink,0,1.613524,0.1938027
1,73,40,two-hand,shrink,0,1.280207,0.2092569
1,74,48,two-hand,shrink,0,2.780512,0.2068612
1,75,52,two-hand,shrink,0,6.394749,0.2208939
1,76,50,two-hand,shrink,0,3.002554,0.2131325
1,77,44,two-hand,shrink,0,1.25222,0.2101777
1,78,56,two-hand,shrink,1,2.961483,0.2214143
1,79,48,two-hand,shrink,0,6.293583,0.195525
1,80,60,two-hand,shrink,1,3.32199,0.2187693
1,81,56,two-hand,shrink,1,2.960385,0.2182789
1,82,60,two-hand,shrink,1,2.571684,0.195715
1,83,52,two-hand,shrink,1,5.961211,0.2044525
1,84,46,two-hand,shrink,0,1.821871,0.1971031
1,85,50,two-hand,shrink,1,7.861166,0.2206147
1,86,58,two-hand,shrink,1,2.349512,0.2029597
1,87,46,two-hand,shrink,0,2.877211,0.1996381
1,88,54,two-hand,shrink,0,2.627851,0.217798
1,89,60,two-hand,shrink,1,2.627423,0.204537
1,90,42,two-hand,shrink,0,2.377779,0.2006911
1,91,50,two-hand,shrink,0,7.363001,0.1990454
1,92,44,two-hand,shrink,0,1.516206,0.2168365
1,93,42,two-hand,shrink,0,2.64128,0.2092769
1,94,40,two-hand,shrink,0,1.711201,0.2120573
1,95,58,two-hand,shrink,1,2.14119,0.2002534
1,96,40,two-hand,shrink,0,1.655015,0.2069851
1,97,52,two-hand,shrink,1,3.210724,0.2090799
1,98,52,two-hand,shrink,1,3.598966,0.2137889
1,99,52,two-hand,shrink,0,7.30749,0.203343
1,100,48,two-hand,shrink,0,2.780379,0.2090277
1,101,56,two-hand,shrink,1,2.766362,0.2006961
1,102,58,two-hand,shrink,1,2.099555,0.2076714
1,103,44,two-hand,shrink,0,1.391445,0.2135541
1,104,40,two-hand,shrink,0,1.475047,0.2140861
1,105,42,two-hand,shrink,0,1.94676,0.2149988
1,106,60,two-hand,shrink,1,1.766389,0.2085627
1,107,42,two-hand,shrink,0,1.236618,0.2094012
1,108,46,two-hand,shrink,0,1.961185,0.202244
1,109,54,two-hand,shrink,1,3.224277,0.2201078
