pid,trial,physical_speed,visual_end_size,scenario,congruency
9,0,-20,60,two-hand,
9,1,-10,55,two-hand,
9,2,-40,40,two-hand,
9,3,-20,40,two-hand,
9,4,-10,50,two-hand,
9,5,0,40,two-hand,
9,6,-10,50,two-hand,
9,7,-40,50,two-hand,
9,8,-10,45,two-hand,
9,9,-10,60,two-hand,
9,10,-20,60,two-hand,
9,11,-20,50,two-hand,
9,12,0,50,two-hand,
9,13,0,55,two-hand,
9,14,-20,60,two-hand,
9,15,-10,40,two-hand,
9,16,-10,50,two-hand,
9,17,-20,55,two-hand,
9,18,-40,60,two-hand,
9,19,-40,45,two-hand,
9,20,0,45,two-hand,
9,21,0,40,two-hand,
9,22,-20,40,two-hand,
9,23,0,35,two-hand,
9,24,-40,60,two-hand,
9,25,-20,55,two-hand,
9,26,-20,45,two-hand,
9,27,0,60,two-hand,
9,28,0,60,two-hand,
9,29,-10,45,two-hand,
9,30,-20,50,two-hand,
9,31,0,45,two-hand,
9,32,-10,55,two-hand,
9,33,0,40,two-hand,
9,34,-10,35,two-hand,
9,35,-40,35,two-hand,
9,36,-40,55,two-hand,
9,37,-40,60,two-hand,
9,38,-20,40,two-hand,
9,39,0,60,two-hand,
9,40,-10,35,two-hand,
9,41,-40,35,two-hand,
9,42,-20,35,two-hand,
9,43,-40,35,two-hand,
9,44,-10,60,two-hand,
9,45,0,45,two-hand,
9,46,0,55,two-hand,
9,47,-10,60,two-hand,
9,48,0,50,two-hand,
9,49,-40,35,two-hand,
9,50,0,35,two-hand,
9,51,0,50,two-hand,
9,52,-10,45,two-hand,
9,53,-40,60,two-hand,
9,54,-20,35,two-hand,
9,55,0,55,two-hand,
9,56,-20,45,two-hand,
9,57,-40,55,two-hand,
9,58,-20,45,two-hand,
9,59,-20,60,two-hand,
9,60,-10,35,two-hand,
9,61,-20,35,two-hand,
9,62,-10,55,two-hand,
9,63,-40,45,two-hand,
9,64,-40,45,two-hand,
9,65,-20,40,two-hand,
9,66,-20,50,two-hand,
9,67,-10,40,two-hand,
9,68,-40,40,two-hand,
9,69,0,45,two-hand,
9,70,-40,50,two-hand,
9,71,0,35,two-hand,
