pid,trial,physical,visual,direction,congruency,binary
9,0,20,100,grow,1,
9,1,30,25,grow,1,
9,2,30,75,grow,1,
9,3,10,25,grow,1,
9,4,10,200,grow,1,
9,5,30,300,grow,1,
9,6,20,75,grow,1,
9,7,40,25,grow,1,
9,8,30,200,grow,1,
9,9,40,300,grow,1,
9,10,10,300,grow,1,
9,11,20,200,grow,1,
9,12,40,300,grow,1,
9,13,10,100,grow,1,
9,14,20,50,grow,1,
9,15,10,50,grow,1,
9,16,20,300,grow,1,
9,17,10,50,grow,1,
9,18,40,200,grow,1,
9,19,20,200,grow,1,
9,20,20,100,grow,1,
9,21,10,50,grow,1,
9,22,10,400,grow,1,
9,23,10,100,grow,1,
9,24,40,100,grow,1,
9,25,40,25,grow,1,
9,26,10,300,grow,1,
9,27,10,25,grow,1,
9,28,20,50,grow,1,
9,29,20,75,grow,1,
9,30,30,25,grow,1,
9,31,40,50,grow,1,
9,32,10,300,grow,1,
9,33,10,75,grow,1,
9,34,40,100,grow,1,
9,35,30,50,grow,1,
9,36,10,200,grow,1,
9,37,10,50,grow,1,
9,38,40,200,grow,1,
9,39,20,75,grow,1,
9,40,40,400,grow,1,
9,41,30,75,grow,1,
9,42,20,50,grow,1,
9,43,30,200,grow,1,
9,44,40,400,grow,1,
9,45,10,200,grow,1,
9,46,20,300,grow,1,
9,47,40,200,grow,1,
9,48,40,75,grow,1,
9,49,20,100,grow,1,
9,50,30,300,grow,1,
9,51,30,25,grow,1,
9,52,40,50,grow,1,
9,53,40,50,grow,1,
9,54,40,100,grow,1,
9,55,20,25,grow,1,
9,56,40,300,grow,1,
9,57,30,400,grow,1,
9,58,20,100,grow,1,
9,59,10,300,grow,1,
9,60,10,300,grow,1,
9,61,30,400,grow,1,
9,62,40,200,grow,1,
9,63,10,75,grow,1,
9,64,20,300,grow,1,
9,65,30,300,grow,1,
9,66,30,50,grow,1,
9,67,40,400,grow,1,
9,68,10,25,grow,1,
9,69,40,25,grow,1,
9,70,20,400,grow,1,
9,71,30,50,grow,1,
9,72,20,200,grow,1,
9,73,30,75,grow,1,
9,74,40,75,grow,1,
9,75,10,200,grow,1,
9,76,10,200,grow,1,
9,77,30,400,grow,1,
9,78,40,25,grow,1,
9,79,40,200,grow,1,
9,80,20,400,grow,1,
9,81,30,100,grow,1,
9,82,30,300,grow,1,
9,83,20,300,grow,1,
9,84,10,75,grow,1,
9,85,30,75,grow,1,
9,86,40,400,grow,1,
9,87,30,100,grow,1,
9,88,30,200,grow,1,
9,89,30,100,grow,1,
9,90,20,100,grow,1,
9,91,10,100,grow,1,
9,92,30,100,grow,1,
9,93,20,300,grow,1,
9,94,10,100,grow,1,
9,95,20,200,grow,1,
9,96,30,50,grow,1,
9,97,40,100,grow,1,
9,98,30,25,grow,1,
9,99,20,50,grow,1,
9,100,10,25,grow,1,
9,101,10,400,grow,0,
9,102,40,50,grow,1,
9,103,20,25,grow,0,
9,104,40,75,grow,1,
9,105,30,25,grow,1,
9,106,40,75,grow,1,
9,107,40,400,grow,1,
9,108,20,400,grow,1,
9,109,10,25,grow,0,
9,110,20,400,grow,1,
9,111,10,75,grow,1,
9,112,30,400,grow,1,
9,113,20,25,grow,0,
9,114,30,75,grow,1,
9,115,40,300,grow,1,
9,116,20,75,grow,1,
9,117,10,400,grow,1,
9,118,40,75,grow,1,
9,119,20,25,grow,1,
9,120,20,400,grow,1,
9,121,10,75,grow,1,
9,122,10,400,grow,1,
9,123,40,300,grow,1,
9,124,20,200,grow,1,
9,125,10,400,grow,1,
9,126,20,75,grow,1,
9,127,40,25,grow,1,
9,128,20,50,grow,1,
9,129,30,200,grow,1,
9,130,40,100,grow,1,
9,131,30,300,grow,1,
9,132,30,400,grow,1,
9,133,20,25,grow,1,
9,134,30,200,grow,1,
9,135,10,50,grow,1,
9,136,30,50,grow,1,
9,137,30,100,grow,1,
9,138,40,50,grow,1,
9,139,10,100,grow,1,
9,56,30,300,shrink,1,
9,57,40,50,shrink,1,
9,58,20,25,shrink,1,
9,59,20,300,shrink,0,
9,60,10,400,shrink,0,
9,61,40,25,shrink,1,
9,62,10,75,shrink,1,
9,63,30,100,shrink,1,
9,64,10,400,shrink,0,
9,65,10,25,shrink,1,
9,66,40,50,shrink,1,
9,67,40,400,shrink,0,
9,68,20,50,shrink,1,
9,69,30,100,shrink,1,
9,70,10,100,shrink,1,
9,71,10,200,shrink,0,
9,72,30,100,shrink,1,
9,73,10,50,shrink,1,
9,74,10,50,shrink,1,
9,75,30,25,shrink,1,
9,76,30,25,shrink,1,
9,77,20,25,shrink,1,
9,78,20,200,shrink,1,
9,79,20,100,shrink,1,
9,80,20,300,shrink,0,
9,81,10,100,shrink,1,
9,82,20,300,shrink,0,
9,83,30,50,shrink,1,
9,84,40,25,shrink,1,
9,85,20,75,shrink,1,
9,86,40,50,shrink,1,
9,87,20,100,shrink,1,
9,88,20,25,shrink,1,
9,89,30,75,shrink,1,
9,90,20,200,shrink,0,
9,91,20,75,shrink,1,
9,92,40,50,shrink,1,
9,93,10,200,shrink,1,
9,94,40,300,shrink,0,
9,95,40,75,shrink,1,
9,96,30,300,shrink,0,
9,97,30,300,shrink,0,
9,98,40,75,shrink,1,
9,99,10,100,shrink,1,
9,100,10,200,shrink,1,
9,101,40,200,shrink,1,
9,102,40,400,shrink,0,
9,103,40,400,shrink,0,
9,104,20,50,shrink,1,
9,105,40,300,shrink,0,
9,106,30,200,shrink,1,
9,107,40,100,shrink,1,
9,108,30,50,shrink,1,
9,109,20,400,shrink,0,
9,110,30,300,shrink,0,
9,111,10,50,shrink,1,
9,112,10,300,shrink,0,
9,113,40,200,shrink,1,
9,114,20,50,shrink,1,
9,115,30,75,shrink,1,
9,116,30,200,shrink,1,
9,117,40,75,shrink,1,
9,118,30,50,shrink,1,
9,119,10,25,shrink,1,
9,120,30,100,shrink,1,
9,121,30,75,shrink,1,
