pid,trial,physicalSize,visualSize,congruent
8,0,100,150.0,1
8,1,120,200.0,1
8,2,60,87.5,1
8,3,20,100.0,1
8,4,120,200.0,1
8,5,20,50.0,0
8,6,120,50.0,0
8,7,60,150.0,1
8,8,60,175.0,0
8,9,100,175.0,1
8,10,20,200.0,0
8,11,40,100.0,1
8,12,80,100.0,1
8,13,120,200.0,1
8,14,80,75.0,1
8,15,120,87.5,1
8,16,80,125.0,1
8,17,100,87.5,0
8,18,20,175.0,0
8,19,60,50.0,0
8,20,60,67.5,0
8,21,40,100.0,1
8,22,60,87.5,1
8,23,80,87.5,1
8,24,120,150.0,1
8,25,60,175.0,0
8,26,80,67.5,0
8,27,100,125.0,1
8,28,120,50.0,0
8,29,20,50.0,0
8,30,80,125.0,1
8,31,60,87.5,1
8,32,80,100.0,1
8,33,100,200.0,1
8,34,80,200.0,0
8,35,100,175.0,0
8,36,60,200.0,0
8,37,20,75.0,0
8,38,120,175.0,1
8,39,60,50.0,0
8,40,20,75.0,0
8,41,40,50.0,0
8,42,20,75.0,0
8,43,60,200.0,0
8,44,120,150.0,1
8,45,80,50.0,0
8,46,40,125.0,1
8,47,40,150.0,1
8,48,120,125.0,1
8,49,40,87.5,1
8,50,40,75.0,0
8,51,80,50.0,0
8,52,40,67.5,0
8,53,80,200.0,0
8,54,100,100.0,0
8,55,120,175.0,0
8,56,40,50.0,0
8,57,80,150.0,1
8,58,120,87.5,1
8,59,20,150.0,0
8,60,40,100.0,1
8,61,20,67.5,0
8,62,100,150.0,1
8,63,120,50.0,0
8,64,20,67.5,0
8,65,100,75.0,0
8,66,60,75.0,1
8,67,60,67.5,0
8,68,40,75.0,1
8,69,40,100.0,1
8,70,80,100.0,1
8,71,80,175.0,0
8,72,20,87.5,1
8,73,40,75.0,0
8,74,40,75.0,0
8,75,40,200.0,0
8,76,20,50.0,0
8,77,40,150.0,0
8,78,20,125.0,0
8,79,20,87.5,1
8,80,80,67.5,0
8,81,100,67.5,1
8,82,100,50.0,0
8,83,80,75.0,1
8,84,120,75.0,1
8,85,100,125.0,1
8,86,80,75.0,1
8,87,60,75.0,1
8,88,100,175.0,0
8,89,60,100.0,0
8,90,20,175.0,0
8,91,40,150.0,0
8,92,40,87.5,0
8,93,120,175.0,0
8,94,60,125.0,0
8,95,20,200.0,0
8,96,120,87.5,1
8,97,60,100.0,1
8,98,40,175.0,0
8,99,100,75.0,0
8,100,100,100.0,1
8,101,60,175.0,0
8,102,40,175.0,0
8,103,120,150.0,1
8,104,80,67.5,0
8,105,60,150.0,0
8,106,120,125.0,1
8,107,120,75.0,0
8,108,20,150.0,0
8,109,120,125.0,1
8,110,120,50.0,0
8,111,100,125.0,1
8,112,40,50.0,0
8,113,20,200.0,0
8,114,100,75.0,1
8,115,40,125.0,0
8,116,60,175.0,0
8,117,40,150.0,0
8,118,120,67.5,1
8,119,40,200.0,0
8,120,120,50.0,0
8,121,80,200.0,0
8,122,40,200.0,0
8,123,60,125.0,0
8,124,100,87.5,1
8,125,40,175.0,0
8,126,80,150.0,0
8,127,100,87.5,1
8,128,20,75.0,1
8,129,20,125.0,0
8,130,80,175.0,0
8,131,80,150.0,1
8,132,100,67.5,0
8,133,100,50.0,0
8,134,100,75.0,1
8,135,60,50.0,0
8,136,120,67.5,1
8,137,80,87.5,1
8,138,100,200.0,0
8,139,40,67.5,0
8,140,60,175.0,0
8,141,120,100.0,1
8,142,40,125.0,0
8,143,80,50.0,0
8,144,20,125.0,0
8,145,20,175.0,0
8,146,100,87.5,1
8,147,120,67.5,1
8,148,120,150.0,0
8,149,80,100.0,0
8,150,40,67.5,0
8,151,120,87.5,1
8,152,60,87.5,1
8,153,60,200.0,0
8,154,40,125.0,1
8,155,40,87.5,0
8,156,40,100.0,1
8,157,100,150.0,1
8,158,100,175.0,0
8,159,20,100.0,1
8,160,100,67.5,0
8,161,120,125.0,1
8,162,80,75.0,1
8,163,20,175.0,0
8,164,120,75.0,1
8,165,100,150.0,0
8,166,20,50.0,0
8,167,120,200.0,0
8,168,100,150.0,1
8,169,20,150.0,0
8,170,40,67.5,0
8,171,60,100.0,1
8,172,20,87.5,1
8,173,100,87.5,1
8,174,60,125.0,0
8,175,60,150.0,0
8,176,20,50.0,0
8,177,120,87.5,1
8,178,20,200.0,0
8,179,100,50.0,0
8,180,20,125.0,0
8,181,40,175.0,0
8,182,120,100.0,1
8,183,40,67.5,0
8,184,60,150.0,0
8,185,100,200.0,0
8,186,120,67.5,0
8,187,40,175.0,0
8,188,40,87.5,1
8,189,100,200.0,0
8,190,20,125.0,0
8,191,60,125.0,0
8,192,60,200.0,0
8,193,100,50.0,0
8,194,20,75.0,1
8,195,80,67.5,1
8,196,80,75.0,1
8,197,60,67.5,0
8,198,100,200.0,0
8,199,40,50.0,0
8,200,20,150.0,0
8,201,60,50.0,0
8,202,100,75.0,1
8,203,120,100.0,1
8,204,20,175.0,0
8,205,80,125.0,0
8,206,20,100.0,1
8,207,60,100.0,1
8,208,20,87.5,1
8,209,80,50.0,0
8,210,80,87.5,1
8,211,20,87.5,1
8,212,80,200.0,0
8,213,60,50.0,0
8,214,100,100.0,1
8,215,60,67.5,1
8,216,40,150.0,0
8,217,120,175.0,0
8,218,60,75.0,1
8,219,40,125.0,0
8,220,80,150.0,0
8,221,100,175.0,1
8,222,80,125.0,0
8,223,120,100.0,1
8,224,120,100.0,1
8,225,120,125.0,0
8,226,120,150.0,0
8,227,20,100.0,1
8,228,80,150.0,0
8,229,100,67.5,1
8,230,20,200.0,0
8,231,100,100.0,0
8,232,80,175.0,0
8,233,20,67.5,1
8,234,120,200.0,0
8,235,40,200.0,0
8,236,60,200.0,0
8,237,80,200.0,0
8,238,60,87.5,1
8,239,20,67.5,1
8,240,100,125.0,1
8,241,120,67.5,1
8,242,100,67.5,1
8,243,100,100.0,0
8,244,60,67.5,0
8,245,80,175.0,0
8,246,80,87.5,1
8,247,80,67.5,1
8,248,60,125.0,0
8,249,60,75.0,1
8,250,80,125.0,0
8,251,100,50.0,0
8,252,120,175.0,0
8,253,60,100.0,1
8,254,20,100.0,1
8,255,80,175.0,0
8,256,80,87.5,1
8,257,100,125.0,1
8,258,20,67.5,1
8,259,60,150.0,0
8,260,60,75.0,1
8,261,40,50.0,0
8,262,40,75.0,1
8,263,120,75.0,1
8,264,80,50.0,0
8,265,20,150.0,0
8,266,40,200.0,0
8,267,40,87.5,1
8,268,120,75.0,1
8,269,80,100.0,1
