pid,trial,visualSize,scenario,direction,congruency,time,distance
12,0,130,one-hand,expand,,,
12,1,80,one-hand,expand,,,
12,2,80,one-hand,expand,,,
12,3,170,one-hand,expand,,,
12,4,110,one-hand,expand,,,
12,5,100,one-hand,expand,,,
12,6,150,one-hand,expand,,,
12,7,120,one-hand,expand,,,
12,8,160,one-hand,expand,,,
12,9,130,one-hand,expand,,,
12,10,80,one-hand,expand,,,
12,11,150,one-hand,expand,,,
12,12,90,one-hand,expand,,,
12,13,80,one-hand,expand,,,
12,14,180,one-hand,expand,,,
12,15,140,one-hand,expand,,,
12,16,130,one-hand,expand,,,
12,17,170,one-hand,expand,,,
12,18,90,one-hand,expand,,,
12,19,140,one-hand,expand,,,
12,20,130,one-hand,expand,,,
12,21,80,one-hand,expand,,,
12,22,140,one-hand,expand,,,
12,23,100,one-hand,expand,,,
12,24,140,one-hand,expand,,,
12,25,150,one-hand,expand,,,
12,26,160,one-hand,expand,,,
12,27,180,one-hand,expand,,,
12,28,120,one-hand,expand,,,
12,29,100,one-hand,expand,,,
12,30,120,one-hand,expand,,,
12,31,180,one-hand,expand,,,
12,32,140,one-hand,expand,,,
12,33,90,one-hand,expand,,,
12,34,90,one-hand,expand,,,
12,35,100,one-hand,expand,,,
12,36,180,one-hand,expand,,,
12,37,170,one-hand,expand,,,
12,38,170,one-hand,expand,,,
12,39,110,one-hand,expand,,,
12,40,150,one-hand,expand,,,
12,41,160,one-hand,expand,,,
12,42,120,one-hand,expand,,,
12,43,110,one-hand,expand,,,
12,44,130,one-hand,expand,,,
12,45,160,one-hand,expand,,,
12,46,160,one-hand,expand,,,
12,47,120,one-hand,expand,,,
12,48,110,one-hand,expand,,,
12,49,90,one-hand,expand,,,
12,50,100,one-hand,expand,,,
12,51,170,one-hand,expand,,,
12,52,150,one-hand,expand,,,
12,53,110,one-hand,expand,,,
12,54,180,one-hand,expand,,,
12,55,110,two-hand,expand,,,
12,56,170,two-hand,expand,,,
12,57,120,two-hand,expand,,,
12,58,150,two-hand,expand,,,
12,59,90,two-hand,expand,,,
12,60,130,two-hand,expand,,,
12,61,80,two-hand,expand,,,
12,62,120,two-hand,expand,,,
12,63,140,two-hand,expand,,,
12,64,80,two-hand,expand,,,
12,65,90,two-hand,expand,,,
12,66,130,two-hand,expand,,,
12,67,150,two-hand,expand,,,
12,68,180,two-hand,expand,,,
12,69,140,two-hand,expand,,,
12,70,170,two-hand,expand,,,
12,71,160,two-hand,expand,,,
12,72,90,two-hand,expand,,,
12,73,90,two-hand,expand,,,
12,74,140,two-hand,expand,,,
12,75,140,two-hand,expand,,,
12,76,120,two-hand,expand,,,
12,77,130,two-hand,expand,,,
12,78,80,two-hand,expand,,,
12,79,100,two-hand,expand,,,
12,80,170,two-hand,expand,,,
12,81,100,two-hand,expand,,,
12,82,140,two-hand,expand,,,
12,83,130,two-hand,expand,,,
12,84,150,two-hand,expand,,,
12,85,130,two-hand,expand,,,
12,86,170,two-hand,expand,,,
12,87,180,two-hand,expand,,,
12,88,110,two-hand,expand,,,
12,89,110,two-hand,expand,,,
12,90,110,two-hand,expand,,,
12,91,100,two-hand,expand,,,
12,92,160,two-hand,expand,,,
12,93,150,two-hand,expand,,,
12,94,90,two-hand,expand,,,
12,95,110,two-hand,expand,,,
12,96,160,two-hand,expand,,,
12,97,180,two-hand,expand,,,
12,98,180,two-hand,expand,,,
12,99,170,two-hand,expand,,,
12,100,100,two-hand,expand,,,
12,101,80,two-hand,expand,,,
12,102,120,two-hand,expand,,,
12,103,180,two-hand,expand,,,
12,104,80,two-hand,expand,,,
12,105,160,two-hand,expand,,,
12,106,120,two-hand,expand,,,
12,107,150,two-hand,expand,,,
12,108,160,two-hand,expand,,,
12,109,100,two-hand,expand,,,
