pid,trial,physicalSpeed,visualSpeed,congruent
1,0,1.0,1.5,
1,1,1.5,0.75,
1,2,-1.0,0.5,
1,3,0.5,1.25,
1,4,-0.5,1.5,
1,5,0.5,1.5,
1,6,-1.5,1.0,
1,7,0.5,0.5,
1,8,0.0,0.5,
1,9,-1.5,0.75,
1,10,-0.5,1.5,
1,11,0.0,1.0,
1,12,-1.0,1.0,
1,13,1.5,1.25,
1,14,-0.5,1.5,
1,15,-0.5,1.25,
1,16,-1.5,1.25,
1,17,-1.0,1.5,
1,18,1.0,1.0,
1,19,0.0,1.0,
1,20,-1.5,1.0,
1,21,0.5,0.5,
1,22,-1.5,1.5,
1,23,1.0,1.0,
1,24,1.0,1.0,
1,25,0.0,1.5,
1,26,1.5,0.75,
1,27,-1.0,0.75,
1,28,0.5,1.5,
1,29,0.0,0.5,
1,30,1.5,1.0,
1,31,0.0,1.25,
1,32,-1.0,1.0,
1,33,-0.5,1.25,
1,34,-1.0,0.75,
1,35,0.5,0.75,
1,36,-0.5,1.5,
1,37,-0.5,0.5,
1,38,-1.0,0.75,
1,39,1.5,0.5,
1,40,-0.5,0.75,
1,41,1.0,1.5,
1,42,-1.5,0.5,
1,43,-0.5,1.0,
1,44,1.5,0.5,
1,45,-0.5,0.5,
1,46,1.5,1.5,
1,47,0.0,1.0,
1,48,-1.0,0.5,
1,49,-0.5,0.75,
1,50,0.5,1.0,
1,51,1.5,0.75,
1,52,0.5,1.0,
1,53,0.0,1.0,
1,54,-1.5,0.5,
1,55,1.0,1.25,
1,56,0.0,0.75,
1,57,-0.5,0.75,
1,58,1.5,1.25,
1,59,0.5,1.5,
1,60,0.5,0.5,
1,61,-1.0,1.5,
1,62,0.5,1.0,
1,63,0.5,0.75,
1,64,-1.5,0.75,
1,65,-1.5,1.0,
1,66,-1.5,0.75,
1,67,0.0,0.5,
1,68,1.0,0.75,
1,69,0.5,1.25,
1,70,0.0,1.25,
1,71,1.0,1.0,
1,72,1.0,1.0,
1,73,0.0,0.5,
1,74,-1.0,1.0,
1,75,-1.0,0.5,
1,76,1.0,0.5,
1,77,1.0,1.25,
1,78,1.5,0.5,
1,79,-1.5,1.5,
1,80,1.5,0.5,
1,81,-1.0,1.0,
1,82,0.5,0.5,
1,83,-1.5,1.5,
1,84,0.5,1.5,
1,85,-1.0,1.25,
1,86,-1.0,1.5,
1,87,1.0,0.5,
1,88,0.0,0.75,
1,89,1.5,0.5,
1,90,1.0,1.5,
1,91,-0.5,0.75,
1,92,-0.5,0.5,
1,93,0.0,1.25,
1,94,-1.0,0.5,
1,95,-0.5,1.0,
1,96,-1.5,1.25,
1,97,1.0,0.75,
1,98,-0.5,0.5,
1,99,1.5,1.0,
1,100,0.5,0.5,
1,101,1.0,0.75,
1,102,-1.5,1.5,
1,103,0.5,1.5,
1,104,1.5,1.5,
1,105,0.0,1.0,
1,106,0.5,1.0,
1,107,-1.0,1.25,
1,108,-0.5,0.75,
1,109,1.0,0.75,
1,110,0.5,1.25,
1,111,-1.0,0.5,
1,112,1.0,1.25,
1,113,1.0,0.5,
1,114,1.0,1.5,
1,115,-1.0,1.0,
1,116,1.5,1.0,
1,117,-1.5,0.5,
1,118,0.5,1.0,
1,119,-1.0,1.25,
1,120,-0.5,0.5,
1,121,0.0,1.5,
1,122,-1.0,0.75,
1,123,1.5,1.5,
1,124,1.5,1.5,
1,125,0.0,1.5,
1,126,0.5,1.25,
1,127,-0.5,1.5,
1,128,0.0,1.5,
1,129,0.5,0.75,
1,130,1.0,0.5,
1,131,1.5,0.75,
1,132,1.5,1.0,
1,133,-0.5,1.0,
1,134,-1.5,0.75,
1,135,0.5,1.25,
1,136,-1.0,1.25,
1,137,-1.0,1.5,
1,138,1.0,0.75,
1,139,-1.5,0.5,
1,140,0.0,1.25,
1,141,-1.5,0.5,
1,142,-0.5,1.0,
1,143,1.5,1.25,
1,144,-1.5,0.75,
1,145,0.0,1.5,
1,146,-1.5,1.0,
1,147,1.5,1.25,
1,148,1.0,0.5,
1,149,-1.5,1.0,
1,150,-0.5,1.25,
1,151,-0.5,1.25,
1,152,0.0,0.75,
1,153,1.0,1.25,
1,154,-0.5,1.0,
1,155,-1.5,1.25,
1,156,0.0,0.75,
1,157,0.0,0.75,
1,158,1.5,0.75,
1,159,-1.5,1.5,
1,160,-1.0,1.25,
1,161,0.0,0.5,
1,162,-1.0,1.5,
1,163,0.5,0.75,
1,164,1.5,1.5,
1,165,-0.5,1.25,
1,166,-1.5,1.25,
1,167,0.5,0.75,
1,168,0.0,1.25,
1,169,1.0,1.5,
1,170,-1.5,1.25,
1,171,-1.0,0.75,
1,172,1.5,1.25,
1,173,1.5,1.0,
1,174,1.0,1.25,
