pid,trial,visualSize,scenario,direction,congruency,time,distance
8,0,90,one-hand,expand,,,
8,1,160,one-hand,expand,,,
8,2,180,one-hand,expand,,,
8,3,140,one-hand,expand,,,
8,4,80,one-hand,expand,,,
8,5,170,one-hand,expand,,,
8,6,90,one-hand,expand,,,
8,7,120,one-hand,expand,,,
8,8,90,one-hand,expand,,,
8,9,80,one-hand,expand,,,
8,10,110,one-hand,expand,,,
8,11,100,one-hand,expand,,,
8,12,120,one-hand,expand,,,
8,13,100,one-hand,expand,,,
8,14,150,one-hand,expand,,,
8,15,100,one-hand,expand,,,
8,16,80,one-hand,expand,,,
8,17,130,one-hand,expand,,,
8,18,160,one-hand,expand,,,
8,19,170,one-hand,expand,,,
8,20,150,one-hand,expand,,,
8,21,180,one-hand,expand,,,
8,22,160,one-hand,expand,,,
8,23,110,one-hand,expand,,,
8,24,140,one-hand,expand,,,
8,25,160,one-hand,expand,,,
8,26,110,one-hand,expand,,,
8,27,120,one-hand,expand,,,
8,28,170,one-hand,expand,,,
8,29,180,one-hand,expand,,,
8,30,80,one-hand,expand,,,
8,31,80,one-hand,expand,,,
8,32,130,one-hand,expand,,,
8,33,90,one-hand,expand,,,
8,34,100,one-hand,expand,,,
8,35,110,one-hand,expand,,,
8,36,140,one-hand,expand,,,
8,37,130,one-hand,expand,,,
8,38,150,one-hand,expand,,,
8,39,160,one-hand,expand,,,
8,40,100,one-hand,expand,,,
8,41,140,one-hand,expand,,,
8,42,90,one-hand,expand,,,
8,43,120,one-hand,expand,,,
8,44,180,one-hand,expand,,,
8,45,180,one-hand,expand,,,
8,46,150,one-hand,expand,,,
8,47,130,one-hand,expand,,,
8,48,130,one-hand,expand,,,
8,49,170,one-hand,expand,,,
8,50,120,one-hand,expand,,,
8,51,170,one-hand,expand,,,
8,52,150,one-hand,expand,,,
8,53,140,one-hand,expand,,,
8,54,110,one-hand,expand,,,
8,55,130,two-hand,expand,,,
8,56,140,two-hand,expand,,,
8,57,120,two-hand,expand,,,
8,58,80,two-hand,expand,,,
8,59,160,two-hand,expand,,,
8,60,80,two-hand,expand,,,
8,61,150,two-hand,expand,,,
8,62,150,two-hand,expand,,,
8,63,90,two-hand,expand,,,
8,64,150,two-hand,expand,,,
8,65,110,two-hand,expand,,,
8,66,180,two-hand,expand,,,
8,67,80,two-hand,expand,,,
8,68,150,two-hand,expand,,,
8,69,130,two-hand,expand,,,
8,70,180,two-hand,expand,,,
8,71,90,two-hand,expand,,,
8,72,180,two-hand,expand,,,
8,73,120,two-hand,expand,,,
8,74,160,two-hand,expand,,,
8,75,100,two-hand,expand,,,
8,76,160,two-hand,expand,,,
8,77,180,two-hand,expand,,,
8,78,120,two-hand,expand,,,
8,79,90,two-hand,expand,,,
8,80,140,two-hand,expand,,,
8,81,160,two-hand,expand,,,
8,82,140,two-hand,expand,,,
8,83,100,two-hand,expand,,,
8,84,170,two-hand,expand,,,
8,85,100,two-hand,expand,,,
8,86,110,two-hand,expand,,,
8,87,110,two-hand,expand,,,
8,88,120,two-hand,expand,,,
8,89,120,two-hand,expand,,,
8,90,100,two-hand,expand,,,
8,91,140,two-hand,expand,,,
8,92,140,two-hand,expand,,,
8,93,80,two-hand,expand,,,
8,94,170,two-hand,expand,,,
8,95,130,two-hand,expand,,,
8,96,130,two-hand,expand,,,
8,97,170,two-hand,expand,,,
8,98,110,two-hand,expand,,,
8,99,90,two-hand,expand,,,
8,100,110,two-hand,expand,,,
8,101,130,two-hand,expand,,,
8,102,170,two-hand,expand,,,
8,103,100,two-hand,expand,,,
8,104,180,two-hand,expand,,,
8,105,80,two-hand,expand,,,
8,106,160,two-hand,expand,,,
8,107,150,two-hand,expand,,,
8,108,90,two-hand,expand,,,
8,109,170,two-hand,expand,,,
