pid,trial,visualSize,scenario,direction,congruency,time,distance
12,0,50,two-hand,shrink,1,6.937136,0.1893883
12,1,56,two-hand,shrink,1,4.193709,0.1811517
12,2,50,two-hand,shrink,1,3.149147,0.1851814
12,3,54,two-hand,shrink,1,1.574738,0.1985044
12,4,60,two-hand,shrink,1,2.090985,0.1945627
12,5,58,two-hand,shrink,1,3.942482,0.1800245
12,6,40,two-hand,shrink,1,3.873536,0.1835962
12,7,48,two-hand,shrink,1,1.701643,0.1943306
12,8,52,two-hand,shrink,1,3.385448,0.1803139
12,9,48,two-hand,shrink,1,3.233368,0.1663442
12,10,44,two-hand,shrink,1,3.668911,0.167112
12,11,52,two-hand,shrink,1,2.413559,0.1709941
12,12,58,two-hand,shrink,1,3.385663,0.1571581
12,13,56,two-hand,shrink,1,1.812057,0.176994
12,14,40,two-hand,shrink,1,2.035284,0.1767508
12,15,54,two-hand,shrink,1,1.57526,0.1700801
12,16,42,two-hand,shrink,1,1.604057,0.1624141
12,17,54,two-hand,shrink,1,1.813683,0.1660867
12,18,40,two-hand,shrink,1,4.248552,0.163488
12,19,60,two-hand,shrink,1,1.924234,0.1902169
12,20,48,two-hand,shrink,1,4.54171,0.1813871
12,21,56,two-hand,shrink,0,1.924889,0.1963474
12,22,58,two-hand,shrink,1,1.506223,0.1703579
12,23,56,two-hand,shrink,1,1.464196,0.1621119
12,24,48,two-hand,shrink,0,2.522335,0.1873286
12,25,54,two-hand,shrink,1,2.327735,0.1741526
12,26,52,two-hand,shrink,1,1.562273,0.1816933
12,27,52,two-hand,shrink,1,2.787717,0.1715676
12,28,44,two-hand,shrink,0,2.885478,0.1897354
12,29,40,two-hand,shrink,1,2.118247,0.1734686
12,30,40,two-hand,shrink,1,2.216412,0.1695502
12,31,44,two-hand,shrink,1,2.020952,0.1652282
12,32,58,two-hand,shrink,1,1.422446,0.1809933
12,33,54,two-hand,shrink,1,1.714909,0.1761094
12,34,42,two-hand,shrink,1,1.617896,0.1641271
12,35,60,two-hand,shrink,1,2.133282,0.1557963
12,36,58,two-hand,shrink,1,1.840041,0.1636167
12,37,44,two-hand,shrink,0,3.107966,0.1706726
12,38,46,two-hand,shrink,1,1.785321,0.1620279
12,39,44,two-hand,shrink,1,1.519799,0.1632791
12,40,56,two-hand,shrink,1,1.827258,0.1629338
12,41,52,two-hand,shrink,1,1.842143,0.1705337
12,42,42,two-hand,shrink,1,1.756702,0.186285
12,43,50,two-hand,shrink,1,1.897113,0.1900276
