pid,trial,physical,visual,rendering,scenario,congruency
12,0,60,75,static,one-hand,
12,1,60,150,static,one-hand,
12,2,60,200,dynamic,one-hand,
12,3,60,75,dynamic,one-hand,
12,4,80,200,dynamic,one-hand,
12,5,60,150,static,one-hand,
12,6,80,50,dynamic,one-hand,
12,7,60,50,dynamic,one-hand,
12,8,60,100,dynamic,one-hand,
12,9,80,75,dynamic,one-hand,
12,10,60,75,static,one-hand,
12,11,60,75,static,one-hand,
12,12,60,100,static,one-hand,
12,13,60,200,static,one-hand,
12,14,80,150,static,one-hand,
12,15,60,50,static,one-hand,
12,16,80,200,dynamic,one-hand,
12,17,80,100,static,one-hand,
12,18,80,150,dynamic,one-hand,
12,19,80,75,static,one-hand,
12,20,60,200,static,one-hand,
12,21,80,150,static,one-hand,
12,22,60,200,dynamic,one-hand,
12,23,80,200,static,one-hand,
12,24,80,75,static,one-hand,
12,25,80,75,dynamic,one-hand,
12,26,80,100,static,one-hand,
12,27,80,200,static,one-hand,
12,28,60,100,static,one-hand,
12,29,60,200,static,one-hand,
12,30,60,50,dynamic,one-hand,
12,31,60,75,static,one-hand,
12,32,60,150,dynamic,one-hand,
12,33,80,200,dynamic,one-hand,
12,34,60,100,dynamic,one-hand,
12,35,80,200,dynamic,one-hand,
12,36,60,50,dynamic,one-hand,
12,37,60,50,dynamic,one-hand,
12,38,60,150,dynamic,one-hand,
12,39,60,50,dynamic,one-hand,
12,40,80,150,static,one-hand,
12,41,80,200,static,one-hand,
12,42,80,50,dynamic,one-hand,
12,43,80,100,dynamic,one-hand,
12,44,80,100,dynamic,one-hand,
12,45,80,100,static,one-hand,
12,46,80,150,dynamic,one-hand,
12,47,80,150,static,one-hand,
12,48,60,75,dynamic,one-hand,
12,49,60,75,dynamic,one-hand,
12,50,60,150,static,one-hand,
12,51,80,200,static,one-hand,
12,52,80,75,static,one-hand,
12,53,80,50,static,one-hand,
12,54,80,75,dynamic,one-hand,
12,55,80,75,static,one-hand,
12,56,60,150,dynamic,one-hand,
12,57,80,100,static,one-hand,
12,58,60,100,static,one-hand,
12,59,80,50,static,one-hand,
12,60,60,200,static,one-hand,
12,61,80,150,static,one-hand,
12,62,60,75,dynamic,one-hand,
12,63,80,75,static,one-hand,
12,64,80,200,dynamic,one-hand,
12,65,60,150,dynamic,one-hand,
12,66,80,150,dynamic,one-hand,
12,67,60,150,static,one-hand,
12,68,80,50,static,one-hand,
12,69,80,100,static,one-hand,
12,70,60,100,static,one-hand,
12,71,80,100,dynamic,one-hand,
12,72,60,75,dynamic,one-hand,
12,73,60,200,dynamic,one-hand,
12,74,80,100,dynamic,one-hand,
12,75,60,100,dynamic,one-hand,
12,76,80,50,dynamic,one-hand,
12,77,80,150,dynamic,one-hand,
12,78,80,50,dynamic,one-hand,
12,79,60,100,dynamic,one-hand,
12,80,80,50,static,one-hand,
12,81,60,200,static,one-hand,
12,82,80,200,static,one-hand,
12,83,80,75,dynamic,one-hand,
12,84,60,50,static,one-hand,
12,85,80,150,dynamic,one-hand,
12,86,60,75,static,one-hand,
12,87,80,50,dynamic,one-hand,
12,88,60,150,dynamic,one-hand,
12,89,60,50,static,one-hand,
12,90,60,100,dynamic,one-hand,
12,91,60,50,static,one-hand,
12,92,60,200,dynamic,one-hand,
12,93,60,200,dynamic,one-hand,
12,94,60,100,static,one-hand,
12,95,60,50,static,one-hand,
12,96,80,50,static,one-hand,
12,97,80,75,dynamic,one-hand,
12,98,60,150,static,one-hand,
12,99,80,100,dynamic,one-hand,
12,100,60,200,static,two-hand,
12,101,80,100,static,two-hand,
12,102,60,100,dynamic,two-hand,
12,103,60,75,static,two-hand,
12,104,80,200,dynamic,two-hand,
12,105,60,200,static,two-hand,
12,106,60,50,static,two-hand,
12,107,80,150,static,two-hand,
12,108,60,50,static,two-hand,
12,109,60,75,dynamic,two-hand,
12,110,80,50,static,two-hand,
12,111,60,200,dynamic,two-hand,
12,112,60,75,static,two-hand,
12,113,80,200,dynamic,two-hand,
12,114,60,150,static,two-hand,
12,115,60,50,dynamic,two-hand,
12,116,60,75,dynamic,two-hand,
12,117,80,100,static,two-hand,
12,118,60,200,dynamic,two-hand,
12,119,60,200,static,two-hand,
12,120,80,200,dynamic,two-hand,
12,121,80,100,dynamic,two-hand,
12,122,80,75,static,two-hand,
12,123,80,75,static,two-hand,
12,124,80,50,static,two-hand,
12,125,80,200,static,two-hand,
12,126,80,200,static,two-hand,
12,127,80,100,dynamic,two-hand,
12,128,60,100,dynamic,two-hand,
12,129,60,100,static,two-hand,
12,130,80,50,dynamic,two-hand,
12,131,60,100,dynamic,two-hand,
12,132,80,150,dynamic,two-hand,
12,133,80,150,static,two-hand,
12,134,60,75,dynamic,two-hand,
12,135,80,75,dynamic,two-hand,
12,136,60,200,dynamic,two-hand,
12,137,60,75,static,two-hand,
12,138,80,50,dynamic,two-hand,
12,139,60,100,static,two-hand,
12,140,60,200,static,two-hand,
12,141,60,50,dynamic,two-hand,
12,142,60,150,static,two-hand,
12,143,60,75,dynamic,two-hand,
12,144,80,75,static,two-hand,
12,145,80,200,dynamic,two-hand,
12,146,60,150,dynamic,two-hand,
12,147,60,100,dynamic,two-hand,
12,148,80,150,dynamic,two-hand,
12,149,60,50,dynamic,two-hand,
12,150,80,200,static,two-hand,
12,151,60,100,static,two-hand,
12,152,80,200,static,two-hand,
12,153,80,50,dynamic,two-hand,
12,154,80,75,dynamic,two-hand,
12,155,60,75,dynamic,two-hand,
12,156,60,75,static,two-hand,
12,157,80,100,static,two-hand,
12,158,60,150,static,two-hand,
12,159,60,50,dynamic,two-hand,
12,160,60,100,static,two-hand,
12,161,80,150,static,two-hand,
12,162,60,50,static,two-hand,
12,163,80,75,static,two-hand,
12,164,80,50,dynamic,two-hand,
12,165,80,100,dynamic,two-hand,
12,166,80,50,static,two-hand,
12,167,60,150,dynamic,two-hand,
12,168,60,150,static,two-hand,
12,169,80,100,dynamic,two-hand,
12,170,80,50,static,two-hand,
12,171,80,100,static,two-hand,
12,172,80,50,static,two-hand,
12,173,80,200,dynamic,two-hand,
12,174,80,150,static,two-hand,
12,175,60,150,static,two-hand,
12,176,60,200,dynamic,two-hand,
12,177,80,150,dynamic,two-hand,
12,178,60,150,dynamic,two-hand,
12,179,60,50,dynamic,two-hand,
12,180,60,75,static,two-hand,
12,181,80,100,static,two-hand,
12,182,60,200,static,two-hand,
12,183,60,150,dynamic,two-hand,
12,184,80,200,static,two-hand,
12,185,80,75,dynamic,two-hand,
12,186,80,150,static,two-hand,
12,187,60,50,static,two-hand,
12,188,60,150,dynamic,two-hand,
12,189,80,75,dynamic,two-hand,
12,190,60,50,static,two-hand,
12,191,80,150,dynamic,two-hand,
12,192,80,75,dynamic,two-hand,
12,193,60,200,dynamic,two-hand,
12,194,60,100,dynamic,two-hand,
12,195,80,50,dynamic,two-hand,
12,196,80,100,dynamic,two-hand,
12,197,80,150,dynamic,two-hand,
12,198,80,75,static,two-hand,
12,199,60,100,static,two-hand,
