pid,trial,visualSize,scenario,direction,congruency,time,distance
1,0,130,two-hand,expand,,,
1,1,110,two-hand,expand,,,
1,2,90,two-hand,expand,,,
1,3,170,two-hand,expand,,,
1,4,180,two-hand,expand,,,
1,5,120,two-hand,expand,,,
1,6,140,two-hand,expand,,,
1,7,150,two-hand,expand,,,
1,8,80,two-hand,expand,,,
1,9,150,two-hand,expand,,,
1,10,170,two-hand,expand,,,
1,11,100,two-hand,expand,,,
1,12,170,two-hand,expand,,,
1,13,80,two-hand,expand,,,
1,14,100,two-hand,expand,,,
1,15,160,two-hand,expand,,,
1,16,90,two-hand,expand,,,
1,17,160,two-hand,expand,,,
1,18,100,two-hand,expand,,,
1,19,80,two-hand,expand,,,
1,20,180,two-hand,expand,,,
1,21,170,two-hand,expand,,,
1,22,120,two-hand,expand,,,
1,23,140,two-hand,expand,,,
1,24,180,two-hand,expand,,,
1,25,90,two-hand,expand,,,
1,26,150,two-hand,expand,,,
1,27,130,two-hand,expand,,,
1,28,150,two-hand,expand,,,
1,29,150,two-hand,expand,,,
1,30,120,two-hand,expand,,,
1,31,120,two-hand,expand,,,
1,32,180,two-hand,expand,,,
1,33,170,two-hand,expand,,,
1,34,100,two-hand,expand,,,
1,35,110,two-hand,expand,,,
1,36,110,two-hand,expand,,,
1,37,130,two-hand,expand,,,
1,38,90,two-hand,expand,,,
1,39,110,two-hand,expand,,,
1,40,80,two-hand,expand,,,
1,41,120,two-hand,expand,,,
1,42,80,two-hand,expand,,,
1,43,110,two-hand,expand,,,
1,44,130,two-hand,expand,,,
1,45,160,two-hand,expand,,,
1,46,180,two-hand,expand,,,
1,47,130,two-hand,expand,,,
1,48,140,two-hand,expand,,,
1,49,140,two-hand,expand,,,
1,50,90,two-hand,expand,,,
1,51,140,two-hand,expand,,,
1,52,160,two-hand,expand,,,
1,53,100,two-hand,expand,,,
1,54,160,two-hand,expand,,,
1,55,170,one-hand,expand,,,
1,56,100,one-hand,expand,,,
1,57,170,one-hand,expand,,,
1,58,180,one-hand,expand,,,
1,59,160,one-hand,expand,,,
1,60,170,one-hand,expand,,,
1,61,130,one-hand,expand,,,
1,62,150,one-hand,expand,,,
1,63,130,one-hand,expand,,,
1,64,160,one-hand,expand,,,
1,65,110,one-hand,expand,,,
1,66,120,one-hand,expand,,,
1,67,150,one-hand,expand,,,
1,68,120,one-hand,expand,,,
1,69,160,one-hand,expand,,,
1,70,160,one-hand,expand,,,
1,71,120,one-hand,expand,,,
1,72,120,one-hand,expand,,,
1,73,180,one-hand,expand,,,
1,74,160,one-hand,expand,,,
1,75,140,one-hand,expand,,,
1,76,140,one-hand,expand,,,
1,77,90,one-hand,expand,,,
1,78,120,one-hand,expand,,,
1,79,170,one-hand,expand,,,
1,80,140,one-hand,expand,,,
1,81,90,one-hand,expand,,,
1,82,150,one-hand,expand,,,
1,83,140,one-hand,expand,,,
1,84,100,one-hand,expand,,,
1,85,80,one-hand,expand,,,
1,86,140,one-hand,expand,,,
1,87,150,one-hand,expand,,,
1,88,130,one-hand,expand,,,
1,89,110,one-hand,expand,,,
1,90,180,one-hand,expand,,,
1,91,80,one-hand,expand,,,
1,92,180,one-hand,expand,,,
1,93,90,one-hand,expand,,,
1,94,80,one-hand,expand,,,
1,95,80,one-hand,expand,,,
1,96,130,one-hand,expand,,,
1,97,80,one-hand,expand,,,
1,98,150,one-hand,expand,,,
1,99,90,one-hand,expand,,,
1,100,90,one-hand,expand,,,
1,101,110,one-hand,expand,,,
1,102,130,one-hand,expand,,,
1,103,170,one-hand,expand,,,
1,104,100,one-hand,expand,,,
1,105,180,one-hand,expand,,,
1,106,110,one-hand,expand,,,
1,107,110,one-hand,expand,,,
1,108,100,one-hand,expand,,,
1,109,100,one-hand,expand,,,
