pid,trial,physical,visual,direction,congruency,binary
5,0,10,200,grow,1,
5,1,30,100,grow,1,
5,2,20,200,grow,1,
5,3,30,300,grow,1,
5,4,30,400,grow,0,
5,5,30,25,grow,0,
5,6,40,100,grow,0,
5,7,20,300,grow,1,
5,8,20,75,grow,1,
5,9,30,300,grow,0,
5,10,30,200,grow,1,
5,11,20,25,grow,0,
5,12,40,25,grow,1,
5,13,20,400,grow,0,
5,14,10,100,grow,1,
5,15,30,25,grow,0,
5,16,20,50,grow,1,
5,17,20,400,grow,0,
5,18,20,75,grow,0,
5,19,30,75,grow,1,
5,20,40,100,grow,1,
5,21,20,400,grow,0,
5,22,40,400,grow,0,
5,23,40,400,grow,0,
5,24,30,400,grow,1,
5,25,20,75,grow,0,
5,26,20,300,grow,0,
5,27,30,400,grow,1,
5,28,20,25,grow,0,
5,29,40,25,grow,0,
5,30,30,75,grow,1,
5,31,40,75,grow,0,
5,32,10,400,grow,0,
5,33,20,400,grow,0,
5,34,10,400,grow,1,
5,35,10,75,grow,0,
5,36,20,200,grow,1,
5,37,10,200,grow,1,
5,38,10,400,grow,1,
5,39,40,25,grow,0,
5,40,20,50,grow,1,
5,41,20,75,grow,1,
5,42,10,25,grow,1,
5,43,30,75,grow,1,
5,44,40,400,grow,0,
5,45,40,25,grow,0,
5,46,40,400,grow,0,
5,47,20,200,grow,1,
5,48,10,25,grow,1,
5,49,40,75,grow,1,
5,50,20,300,grow,0,
5,51,10,100,grow,0,
5,52,30,100,grow,1,
5,53,10,50,grow,0,
5,54,40,300,grow,0,
5,55,40,200,grow,1,
5,56,10,300,grow,0,
5,57,40,50,grow,0,
5,58,20,100,grow,0,
5,59,10,50,grow,1,
5,60,10,300,grow,0,
5,61,30,300,grow,0,
5,62,10,100,grow,1,
5,63,30,50,grow,0,
5,64,10,50,grow,1,
5,65,40,75,grow,0,
5,66,40,200,grow,1,
5,67,20,25,grow,1,
5,68,20,50,grow,0,
5,69,40,300,grow,0,
5,70,10,75,grow,1,
5,71,40,400,grow,0,
5,72,20,50,grow,0,
5,73,30,200,grow,1,
5,74,40,50,grow,0,
5,75,40,300,grow,1,
5,76,10,300,grow,1,
5,77,10,25,grow,0,
5,78,30,400,grow,0,
5,79,20,100,grow,1,
5,80,40,50,grow,0,
5,81,10,25,grow,0,
5,82,10,100,grow,1,
5,83,20,50,grow,1,
5,84,30,300,grow,0,
5,85,10,25,grow,0,
5,86,10,100,grow,1,
5,87,40,75,grow,0,
5,88,30,50,grow,0,
5,89,30,300,grow,0,
5,90,10,300,grow,1,
5,91,30,50,grow,1,
5,92,40,300,grow,0,
5,93,20,300,grow,0,
5,94,10,200,grow,1,
5,95,30,200,grow,1,
5,96,10,400,grow,0,
5,97,40,50,grow,0,
5,98,40,100,grow,0,
5,99,20,100,grow,1,
5,100,30,25,grow,0,
5,101,30,50,grow,0,
5,102,10,50,grow,1,
5,103,40,25,grow,0,
5,104,20,300,grow,0,
5,105,40,200,grow,1,
5,106,30,100,grow,0,
5,107,40,100,grow,1,
5,108,30,400,grow,1,
5,109,30,50,grow,0,
5,110,40,200,grow,0,
5,111,40,50,grow,0,
5,112,10,300,grow,0,
5,113,10,75,grow,1,
5,114,30,200,grow,1,
5,115,10,200,grow,1,
5,116,30,75,grow,0,
5,117,30,100,grow,0,
5,118,10,200,grow,1,
5,119,40,100,grow,0,
5,120,20,75,grow,0,
5,121,40,200,grow,1,
5,122,20,100,grow,1,
5,123,20,200,grow,1,
5,124,30,25,grow,0,
5,125,30,75,grow,0,
5,126,10,400,grow,0,
5,127,20,25,grow,0,
5,128,20,200,grow,1,
5,129,10,75,grow,0,
5,130,40,300,grow,1,
5,131,20,100,grow,1,
5,132,40,75,grow,0,
5,133,30,25,grow,0,
5,134,20,25,grow,0,
5,135,30,100,grow,1,
5,136,30,200,grow,1,
5,137,10,75,grow,1,
5,138,10,50,grow,0,
5,139,20,400,grow,0,
5,56,30,75,shrink,1,
5,57,10,50,shrink,0,
5,58,20,200,shrink,0,
5,59,10,100,shrink,1,
5,60,40,25,shrink,0,
5,61,40,300,shrink,0,
5,62,10,50,shrink,1,
5,63,30,50,shrink,0,
5,64,30,50,shrink,1,
5,65,20,100,shrink,1,
5,66,20,300,shrink,0,
5,67,10,75,shrink,0,
5,68,10,50,shrink,1,
5,69,40,50,shrink,1,
5,70,30,300,shrink,0,
5,71,20,200,shrink,0,
5,72,20,200,shrink,0,
5,73,20,100,shrink,1,
5,74,30,400,shrink,0,
5,75,30,400,shrink,0,
5,76,10,200,shrink,0,
5,77,20,400,shrink,0,
5,78,30,300,shrink,0,
5,79,40,50,shrink,0,
5,80,20,75,shrink,0,
5,81,40,50,shrink,0,
5,82,20,25,shrink,0,
5,83,10,400,shrink,0,
5,84,30,25,shrink,0,
5,85,10,25,shrink,0,
5,86,40,300,shrink,0,
5,87,30,25,shrink,0,
5,88,20,100,shrink,1,
5,89,40,400,shrink,0,
5,90,20,200,shrink,1,
5,91,10,25,shrink,0,
5,92,10,400,shrink,0,
5,93,40,25,shrink,1,
5,94,40,25,shrink,1,
5,95,30,300,shrink,0,
5,96,40,100,shrink,1,
5,97,20,200,shrink,1,
5,98,40,200,shrink,1,
5,99,30,200,shrink,1,
5,100,20,400,shrink,0,
5,101,30,50,shrink,1,
5,102,40,400,shrink,0,
