pid,trial,physical,visual,direction,congruency,binary
8,0,20,300,shrink,0,
8,1,40,25,shrink,1,
8,2,30,25,shrink,1,
8,3,30,300,shrink,0,
8,4,40,25,shrink,1,
8,5,20,400,shrink,0,
8,6,40,75,shrink,1,
8,7,30,75,shrink,1,
8,8,40,50,shrink,1,
8,9,20,200,shrink,0,
8,10,10,200,shrink,0,
8,11,30,200,shrink,0,
8,12,30,25,shrink,1,
8,13,10,300,shrink,0,
8,14,40,400,shrink,0,
8,15,20,100,shrink,1,
8,16,20,75,shrink,1,
8,17,20,25,shrink,1,
8,18,20,75,shrink,1,
8,19,10,100,shrink,1,
8,20,30,200,shrink,0,
8,21,20,400,shrink,0,
8,22,10,100,shrink,1,
8,23,40,100,shrink,1,
8,24,20,300,shrink,0,
8,25,20,75,shrink,1,
8,26,30,100,shrink,1,
8,27,10,400,shrink,0,
8,28,20,100,shrink,1,
8,29,30,75,shrink,1,
8,30,20,300,shrink,0,
8,31,10,400,shrink,0,
8,32,30,400,shrink,0,
8,33,20,200,shrink,0,
8,34,40,50,shrink,1,
8,35,40,50,shrink,1,
8,36,20,75,shrink,1,
8,37,40,200,shrink,0,
8,38,20,25,shrink,1,
8,39,10,25,shrink,1,
8,40,10,100,shrink,0,
8,41,40,100,shrink,0,
8,42,40,100,shrink,1,
8,43,20,50,shrink,1,
8,44,10,200,shrink,0,
8,45,40,50,shrink,1,
8,46,10,50,shrink,1,
8,47,10,50,shrink,1,
8,48,20,75,shrink,1,
8,49,30,200,shrink,0,
8,50,20,100,shrink,0,
8,51,30,200,shrink,0,
8,52,30,300,shrink,0,
8,53,30,75,shrink,1,
8,54,20,300,shrink,0,
8,55,40,75,shrink,1,
8,56,30,100,shrink,1,
8,57,10,75,shrink,1,
8,58,30,400,shrink,0,
8,59,20,50,shrink,1,
8,60,10,100,shrink,1,
8,61,30,50,shrink,1,
8,62,30,300,shrink,0,
8,63,40,25,shrink,1,
8,64,20,50,shrink,1,
8,65,20,200,shrink,0,
8,66,10,25,shrink,1,
8,67,10,200,shrink,0,
8,68,10,300,shrink,0,
8,69,10,300,shrink,0,
8,70,40,200,shrink,0,
8,71,30,300,shrink,0,
8,72,40,50,shrink,1,
8,73,30,100,shrink,1,
8,74,40,200,shrink,0,
8,75,10,400,shrink,0,
8,76,30,25,shrink,1,
8,77,20,50,shrink,1,
8,78,30,100,shrink,1,
8,79,10,50,shrink,1,
8,80,30,400,shrink,0,
8,81,40,75,shrink,1,
8,82,20,25,shrink,1,
8,83,40,25,shrink,1,
8,84,40,300,shrink,0,
8,85,20,200,shrink,0,
8,86,30,25,shrink,1,
8,87,20,100,shrink,1,
8,88,10,400,shrink,0,
8,89,20,25,shrink,1,
8,90,40,75,shrink,1,
8,91,10,75,shrink,1,
8,92,20,400,shrink,0,
8,93,30,75,shrink,1,
8,94,10,300,shrink,0,
8,95,10,75,shrink,1,
8,96,30,50,shrink,1,
8,97,40,200,shrink,0,
8,98,20,25,shrink,1,
8,99,40,400,shrink,0,
8,100,30,50,shrink,1,
8,101,10,50,shrink,1,
8,102,40,300,shrink,0,
8,103,10,200,shrink,0,
8,104,40,75,shrink,1,
8,105,20,400,shrink,0,
8,106,10,75,shrink,1,
8,107,30,400,shrink,0,
8,108,20,400,shrink,0,
8,109,10,400,shrink,0,
8,110,10,200,shrink,0,
8,111,40,400,shrink,0,
8,112,40,300,shrink,0,
8,113,20,50,shrink,1,
8,114,30,50,shrink,1,
8,115,10,25,shrink,1,
8,116,10,75,shrink,1,
8,117,30,25,shrink,1,
8,118,10,100,shrink,1,
8,119,10,50,shrink,1,
8,120,30,200,shrink,0,
8,121,30,400,shrink,0,
8,122,10,25,shrink,1,
8,123,40,200,shrink,0,
8,124,40,25,shrink,1,
8,125,40,300,shrink,0,
8,126,30,75,shrink,1,
8,127,30,300,shrink,0,
8,128,40,400,shrink,0,
8,129,20,200,shrink,0,
8,130,40,100,shrink,1,
8,131,40,100,shrink,1,
8,132,40,300,shrink,0,
8,133,20,100,shrink,1,
8,134,10,300,shrink,0,
8,135,10,25,shrink,1,
8,136,40,400,shrink,0,
8,137,30,100,shrink,1,
8,138,20,300,shrink,0,
8,139,30,50,shrink,1,
8,56,30,300,grow,1,
8,57,20,100,grow,1,
8,58,10,25,grow,1,
8,59,10,200,grow,1,
8,60,30,75,grow,1,
8,61,40,50,grow,1,
8,62,40,400,grow,0,
8,63,40,50,grow,1,
8,64,20,300,grow,1,
8,65,40,50,grow,1,
8,66,20,400,grow,0,
8,67,30,300,grow,1,
8,68,30,200,grow,1,
8,69,40,25,grow,1,
8,70,20,200,grow,1,
8,71,40,100,grow,1,
8,72,10,400,grow,0,
8,73,40,50,grow,1,
8,74,40,300,grow,0,
8,75,30,400,grow,0,
8,76,10,50,grow,1,
8,77,20,25,grow,1,
8,78,20,400,grow,0,
8,79,10,75,grow,1,
8,80,40,75,grow,1,
8,81,10,300,grow,0,
8,82,10,50,grow,1,
8,83,40,200,grow,0,
8,84,20,50,grow,1,
8,85,10,50,grow,1,
8,86,20,50,grow,1,
8,87,30,75,grow,1,
8,88,40,300,grow,0,
8,89,10,400,grow,0,
8,90,30,25,grow,1,
8,91,20,25,grow,1,
8,92,30,100,grow,1,
8,93,30,200,grow,1,
8,94,10,200,grow,1,
8,95,40,100,grow,1,
8,96,40,50,grow,1,
8,97,40,300,grow,0,
8,98,10,300,grow,0,
8,99,40,75,grow,1,
8,100,30,75,grow,1,
8,101,20,300,grow,0,
8,102,30,300,grow,0,
8,103,40,200,grow,1,
8,104,10,25,grow,1,
8,105,40,400,grow,0,
8,106,30,100,grow,1,
8,107,30,300,grow,0,
8,108,40,200,grow,1,
8,109,10,300,grow,0,
8,110,40,300,grow,0,
8,111,30,200,grow,1,
8,112,10,100,grow,1,
8,113,20,25,grow,1,
8,114,10,400,grow,0,
8,115,10,400,grow,0,
8,116,40,25,grow,1,
8,117,40,75,grow,1,
8,118,10,200,grow,1,
8,119,10,200,grow,1,
8,120,30,400,grow,0,
8,121,10,25,grow,1,
8,122,10,75,grow,1,
8,123,30,25,grow,1,
8,124,20,200,grow,1,
8,125,10,300,grow,0,
8,126,30,200,grow,0,
8,127,30,100,grow,1,
8,128,30,50,grow,1,
8,129,30,400,grow,0,
8,130,20,75,grow,1,
8,131,30,50,grow,1,
8,132,10,100,grow,1,
8,133,20,200,grow,1,
8,134,30,100,grow,1,
8,135,10,75,grow,1,
8,136,40,25,grow,1,
8,137,30,25,grow,1,
8,138,10,75,grow,1,
8,139,20,300,grow,0,
8,140,10,50,grow,1,
8,141,20,200,grow,0,
