pid,trial,physical_speed,visual_end_size,scenario,congruency
12,0,-20,35,one-hand,
12,1,-10,60,one-hand,
12,2,0,60,one-hand,
12,3,-10,40,one-hand,
12,4,0,55,one-hand,
12,5,0,40,one-hand,
12,6,-20,50,one-hand,
12,7,-20,50,one-hand,
12,8,-40,60,one-hand,
12,9,0,50,one-hand,
12,10,0,60,one-hand,
12,11,0,35,one-hand,
12,12,0,55,one-hand,
12,13,-20,40,one-hand,
12,14,-40,55,one-hand,
12,15,0,50,one-hand,
12,16,-40,35,one-hand,
12,17,-10,50,one-hand,
12,18,0,60,one-hand,
12,19,-10,50,one-hand,
12,20,-20,45,one-hand,
12,21,-10,60,one-hand,
12,22,0,45,one-hand,
12,23,-40,55,one-hand,
12,24,0,55,one-hand,
12,25,-10,40,one-hand,
12,26,-20,40,one-hand,
12,27,-10,35,one-hand,
12,28,-20,55,one-hand,
12,29,-10,55,one-hand,
12,30,-20,50,one-hand,
12,31,-20,55,one-hand,
12,32,-40,40,one-hand,
12,33,0,55,one-hand,
12,34,-40,45,one-hand,
12,35,-40,45,one-hand,
12,36,-10,60,one-hand,
12,37,-40,40,one-hand,
12,38,-40,45,one-hand,
12,39,-10,55,one-hand,
12,40,-40,35,one-hand,
12,41,-40,50,one-hand,
12,42,-10,60,one-hand,
12,43,-20,55,one-hand,
12,44,-20,50,one-hand,
12,45,-20,45,one-hand,
12,46,-40,45,one-hand,
12,47,-10,35,one-hand,
12,48,-40,55,one-hand,
12,49,-20,55,one-hand,
12,50,-40,60,one-hand,
12,51,0,35,one-hand,
12,52,-10,55,one-hand,
12,53,-20,35,one-hand,
12,54,-10,50,one-hand,
12,55,-20,40,one-hand,
12,56,-20,60,one-hand,
12,57,-20,45,one-hand,
12,58,-20,45,one-hand,
12,59,-40,40,one-hand,
12,60,-40,60,one-hand,
12,61,0,50,one-hand,
12,62,-20,35,one-hand,
12,63,-20,60,one-hand,
12,64,0,60,one-hand,
12,65,-40,40,one-hand,
12,66,-20,60,one-hand,
12,67,0,35,one-hand,
12,68,-10,40,one-hand,
12,69,0,50,one-hand,
12,70,-10,45,one-hand,
12,71,0,45,one-hand,
12,72,-10,45,one-hand,
12,73,-10,55,one-hand,
12,74,-10,35,one-hand,
12,75,0,40,one-hand,
12,76,-20,60,one-hand,
12,77,-10,45,one-hand,
12,78,0,45,one-hand,
12,79,-10,50,one-hand,
12,80,-20,40,one-hand,
12,81,-10,45,one-hand,
12,82,-40,50,one-hand,
12,83,-10,40,one-hand,
12,84,0,45,one-hand,
12,85,-40,50,one-hand,
12,86,0,40,one-hand,
12,87,-40,35,one-hand,
12,88,0,35,one-hand,
12,89,-20,35,one-hand,
12,90,-40,60,one-hand,
12,91,-10,35,one-hand,
12,92,-40,35,one-hand,
12,93,-40,50,one-hand,
12,94,0,40,one-hand,
12,95,-40,55,one-hand,
12,96,-40,60,two-hand,
12,97,-40,55,two-hand,
12,98,0,60,two-hand,
12,99,-20,35,two-hand,
12,100,-40,55,two-hand,
12,101,-20,50,two-hand,
12,102,-40,35,two-hand,
12,103,-10,45,two-hand,
12,104,0,60,two-hand,
12,105,-20,55,two-hand,
12,106,-10,50,two-hand,
12,107,-40,40,two-hand,
12,108,-40,45,two-hand,
12,109,-10,35,two-hand,
12,110,-40,40,two-hand,
12,111,0,40,two-hand,
12,112,-20,45,two-hand,
12,113,0,40,two-hand,
12,114,-10,50,two-hand,
12,115,0,50,two-hand,
12,116,0,60,two-hand,
12,117,-10,40,two-hand,
12,118,-10,55,two-hand,
12,119,-20,55,two-hand,
12,120,-10,60,two-hand,
12,121,-10,35,two-hand,
12,122,-20,35,two-hand,
12,123,0,50,two-hand,
12,124,-20,45,two-hand,
12,125,-40,35,two-hand,
12,126,-40,50,two-hand,
12,127,-10,45,two-hand,
12,128,-20,60,two-hand,
12,129,-20,50,two-hand,
12,130,-20,40,two-hand,
12,131,-20,40,two-hand,
12,132,-20,40,two-hand,
12,133,0,55,two-hand,
12,134,-20,35,two-hand,
12,135,-40,60,two-hand,
12,136,-20,55,two-hand,
12,137,0,35,two-hand,
12,138,0,55,two-hand,
12,139,0,45,two-hand,
12,140,-10,45,two-hand,
12,141,-40,40,two-hand,
12,142,-10,35,two-hand,
12,143,-20,50,two-hand,
12,144,-20,45,two-hand,
12,145,-20,40,two-hand,
12,146,0,60,two-hand,
12,147,-20,50,two-hand,
12,148,0,50,two-hand,
12,149,-10,35,two-hand,
12,150,-20,55,two-hand,
12,151,-10,50,two-hand,
12,152,-40,50,two-hand,
12,153,-10,60,two-hand,
12,154,-20,35,two-hand,
12,155,0,45,two-hand,
12,156,-10,60,two-hand,
12,157,-40,35,two-hand,
12,158,-40,45,two-hand,
12,159,0,45,two-hand,
12,160,-20,60,two-hand,
12,161,0,50,two-hand,
12,162,0,35,two-hand,
12,163,-40,60,two-hand,
12,164,-10,55,two-hand,
12,165,-40,45,two-hand,
12,166,0,40,two-hand,
12,167,-40,50,two-hand,
12,168,-40,55,two-hand,
12,169,0,40,two-hand,
12,170,-10,40,two-hand,
12,171,0,35,two-hand,
12,172,-40,50,two-hand,
12,173,-10,45,two-hand,
12,174,-40,60,two-hand,
12,175,0,35,two-hand,
12,176,-10,55,two-hand,
12,177,-40,40,two-hand,
12,178,-20,45,two-hand,
12,179,-10,55,two-hand,
12,180,-10,40,two-hand,
12,181,-20,60,two-hand,
12,182,-40,35,two-hand,
12,183,0,55,two-hand,
12,184,0,55,two-hand,
12,185,-10,60,two-hand,
12,186,-40,55,two-hand,
12,187,-10,40,two-hand,
12,188,0,45,two-hand,
12,189,-10,50,two-hand,
12,190,-40,45,two-hand,
12,191,-20,60,two-hand,
