pid,trial,physicalSpeed,visualSpeed,congruent
3,0,0.0,0.75,
3,1,0.5,0.5,
3,2,-0.5,1.25,
3,3,-1.0,1.5,
3,4,-1.0,1.25,
3,5,1.5,0.5,
3,6,1.5,1.0,
3,7,1.0,0.5,
3,8,-1.5,1.0,
3,9,-1.0,1.25,
3,10,-1.0,1.0,
3,11,1.5,1.0,
3,12,-1.5,0.5,
3,13,0.5,1.25,
3,14,-0.5,1.5,
3,15,0.5,0.75,
3,16,-1.0,0.75,
3,17,-1.5,0.75,
3,18,0.5,1.0,
3,19,-1.5,0.5,
3,20,-0.5,0.5,
3,21,0.0,0.75,
3,22,1.5,0.5,
3,23,-1.5,0.75,
3,24,1.5,0.75,
3,25,-1.0,0.5,
3,26,0.5,0.5,
3,27,1.5,0.5,
3,28,-1.5,1.0,
3,29,1.0,0.75,
3,30,-0.5,1.25,
3,31,1.0,1.25,
3,32,-0.5,0.5,
3,33,-0.5,1.0,
3,34,-1.5,1.25,
3,35,-0.5,0.75,
3,36,-1.0,0.5,
3,37,1.5,0.75,
3,38,-1.0,1.25,
3,39,1.0,0.5,
3,40,0.0,0.75,
3,41,1.0,1.5,
3,42,-0.5,0.5,
3,43,-1.5,1.5,
3,44,-1.0,0.75,
3,45,1.5,1.5,
3,46,0.5,1.0,
3,47,-1.0,1.5,
3,48,0.0,0.75,
3,49,1.0,0.5,
3,50,-0.5,1.0,
3,51,1.5,1.0,
3,52,-1.0,1.0,
3,53,0.5,0.5,
3,54,-1.5,1.0,
3,55,1.0,1.5,
3,56,0.5,1.0,
3,57,-0.5,0.75,
3,58,-1.0,1.0,
3,59,-1.5,0.75,
3,60,-1.5,0.75,
3,61,1.0,1.5,
3,62,-1.0,1.25,
3,63,1.0,1.25,
3,64,-1.0,0.5,
3,65,0.5,0.75,
3,66,1.5,1.5,
3,67,-1.5,0.5,
3,68,-1.5,1.25,
3,69,-1.5,0.5,
3,70,-1.0,1.5,
3,71,0.5,0.5,
3,72,1.5,1.25,
3,73,1.5,1.25,
3,74,0.0,0.5,
3,75,-1.0,0.75,
3,76,-1.5,1.0,
3,77,-1.0,1.0,
3,78,-0.5,1.5,
3,79,0.0,1.25,
3,80,-0.5,1.0,
3,81,1.5,0.5,
3,82,-1.5,0.75,
3,83,1.0,1.0,
3,84,-1.5,1.25,
3,85,-1.5,1.5,
3,86,1.0,1.25,
3,87,-0.5,0.75,
3,88,-1.0,1.0,
3,89,0.0,1.5,
3,90,-0.5,1.5,
3,91,-1.5,1.5,
3,92,1.0,1.0,
3,93,-1.5,1.5,
3,94,1.0,0.75,
3,95,-1.0,0.5,
3,96,-1.5,1.5,
3,97,1.0,0.75,
3,98,0.0,0.5,
3,99,-1.0,1.25,
3,100,1.0,1.0,
3,101,1.0,0.5,
3,102,-0.5,1.5,
3,103,0.5,1.5,
3,104,-0.5,0.5,
3,105,1.0,1.25,
3,106,0.0,1.5,
3,107,0.0,1.0,
3,108,0.5,0.5,
3,109,0.0,1.25,
3,110,1.0,0.5,
3,111,-0.5,0.5,
3,112,0.5,1.0,
3,113,0.5,0.75,
3,114,0.0,1.0,
3,115,0.0,1.25,
3,116,0.5,1.0,
3,117,-1.5,0.5,
3,118,1.5,1.25,
3,119,0.0,1.0,
3,120,1.5,1.0,
3,121,-1.0,0.75,
3,122,-0.5,1.5,
3,123,1.5,1.25,
3,124,0.5,1.25,
3,125,-0.5,1.0,
3,126,-1.0,0.75,
3,127,-1.5,1.25,
3,128,1.5,1.5,
3,129,-1.0,1.5,
3,130,0.5,1.25,
3,131,1.0,0.75,
3,132,-0.5,1.0,
3,133,0.5,0.75,
3,134,0.5,1.25,
3,135,1.5,1.5,
3,136,0.5,1.5,
3,137,-1.5,1.0,
3,138,1.5,1.0,
3,139,0.0,0.75,
3,140,1.5,1.5,
3,141,0.0,1.5,
3,142,1.0,1.5,
3,143,0.0,0.5,
3,144,0.5,1.5,
3,145,0.0,1.0,
3,146,-1.0,0.5,
3,147,0.0,1.0,
3,148,-0.5,1.25,
3,149,1.5,0.75,
3,150,0.0,0.5,
3,151,0.5,1.25,
3,152,0.5,1.5,
3,153,1.0,1.0,
3,154,1.0,0.75,
3,155,1.0,1.5,
3,156,0.5,0.75,
3,157,0.0,1.25,
3,158,-0.5,1.25,
3,159,1.0,1.25,
3,160,1.5,0.75,
3,161,-0.5,0.75,
3,162,-0.5,0.75,
3,163,0.5,1.5,
3,164,-1.0,1.5,
3,165,0.0,1.25,
3,166,1.5,0.75,
3,167,1.5,1.25,
3,168,-1.5,1.25,
3,169,1.5,0.5,
3,170,0.0,1.5,
3,171,0.0,1.5,
3,172,0.0,0.5,
3,173,1.0,1.0,
3,174,-0.5,1.25,
