pid,trial,physical,visual,rendering,scenario,congruency
2,0,80,100,static,one-hand,
2,1,80,100,static,one-hand,
2,2,60,75,static,one-hand,
2,3,80,75,static,one-hand,
2,4,60,100,static,one-hand,
2,5,80,150,dynamic,one-hand,
2,6,60,75,dynamic,one-hand,
2,7,80,75,dynamic,one-hand,
2,8,60,150,static,one-hand,
2,9,60,100,static,one-hand,
2,10,60,100,dynamic,one-hand,
2,11,80,150,dynamic,one-hand,
2,12,80,100,dynamic,one-hand,
2,13,80,150,dynamic,one-hand,
2,14,80,50,static,one-hand,
2,15,60,50,dynamic,one-hand,
2,16,80,75,static,one-hand,
2,17,60,75,dynamic,one-hand,
2,18,60,100,static,one-hand,
2,19,60,75,dynamic,one-hand,
2,20,80,75,static,one-hand,
2,21,60,50,static,one-hand,
2,22,80,150,static,one-hand,
2,23,60,150,static,one-hand,
2,24,60,200,dynamic,one-hand,
2,25,80,200,static,one-hand,
2,26,80,50,dynamic,one-hand,
2,27,80,75,dynamic,one-hand,
2,28,80,150,static,one-hand,
2,29,60,50,static,one-hand,
2,30,80,150,static,one-hand,
2,31,60,50,dynamic,one-hand,
2,32,60,50,dynamic,one-hand,
2,33,80,150,dynamic,one-hand,
2,34,80,200,dynamic,one-hand,
2,35,60,75,static,one-hand,
2,36,80,200,dynamic,one-hand,
2,37,80,100,dynamic,one-hand,
2,38,60,150,static,one-hand,
2,39,60,50,dynamic,one-hand,
2,40,60,150,dynamic,one-hand,
2,41,80,50,static,one-hand,
2,42,80,200,static,one-hand,
2,43,60,100,static,one-hand,
2,44,60,100,dynamic,one-hand,
2,45,80,75,dynamic,one-hand,
2,46,60,150,static,one-hand,
2,47,80,50,dynamic,one-hand,
2,48,60,50,dynamic,one-hand,
2,49,60,75,static,one-hand,
2,50,60,50,static,one-hand,
2,51,60,150,dynamic,one-hand,
2,52,60,100,dynamic,one-hand,
2,53,80,100,static,one-hand,
2,54,60,75,static,one-hand,
2,55,80,100,dynamic,one-hand,
2,56,80,50,static,one-hand,
2,57,80,200,dynamic,one-hand,
2,58,60,50,static,one-hand,
2,59,80,100,static,one-hand,
2,60,80,50,static,one-hand,
2,61,80,150,static,one-hand,
2,62,80,50,dynamic,one-hand,
2,63,80,100,static,one-hand,
2,64,80,50,dynamic,one-hand,
2,65,80,200,static,one-hand,
2,66,60,100,static,one-hand,
2,67,80,150,dynamic,one-hand,
2,68,60,200,static,one-hand,
2,69,60,100,dynamic,one-hand,
2,70,60,200,static,one-hand,
2,71,60,75,dynamic,one-hand,
2,72,60,50,static,one-hand,
2,73,60,200,dynamic,one-hand,
2,74,80,75,dynamic,one-hand,
2,75,60,200,static,one-hand,
2,76,60,200,static,one-hand,
2,77,60,200,dynamic,one-hand,
2,78,60,75,static,one-hand,
2,79,80,200,static,one-hand,
2,80,60,200,dynamic,one-hand,
2,81,60,150,static,one-hand,
2,82,80,200,dynamic,one-hand,
2,83,60,150,dynamic,one-hand,
2,84,80,100,dynamic,one-hand,
2,85,80,200,dynamic,one-hand,
2,86,80,75,static,one-hand,
2,87,80,75,dynamic,one-hand,
2,88,80,150,static,one-hand,
2,89,80,200,static,one-hand,
2,90,80,50,dynamic,one-hand,
2,91,60,200,static,one-hand,
2,92,60,150,dynamic,one-hand,
2,93,80,75,static,one-hand,
2,94,60,100,dynamic,one-hand,
2,95,80,100,dynamic,one-hand,
2,96,60,150,dynamic,one-hand,
2,97,60,75,dynamic,one-hand,
2,98,80,50,static,one-hand,
2,99,60,200,dynamic,one-hand,
2,100,60,100,dynamic,two-hand,
2,101,60,50,dynamic,two-hand,
2,102,80,100,static,two-hand,
2,103,80,100,static,two-hand,
2,104,80,200,static,two-hand,
2,105,80,75,static,two-hand,
2,106,80,50,dynamic,two-hand,
2,107,80,100,dynamic,two-hand,
2,108,80,75,static,two-hand,
2,109,80,75,static,two-hand,
2,110,60,75,dynamic,two-hand,
2,111,80,150,static,two-hand,
2,112,60,100,static,two-hand,
2,113,80,50,static,two-hand,
2,114,80,75,static,two-hand,
2,115,60,150,static,two-hand,
2,116,80,100,dynamic,two-hand,
2,117,80,200,static,two-hand,
2,118,80,100,static,two-hand,
2,119,60,75,static,two-hand,
2,120,80,150,dynamic,two-hand,
2,121,80,200,static,two-hand,
2,122,80,100,dynamic,two-hand,
2,123,60,50,dynamic,two-hand,
2,124,60,50,static,two-hand,
2,125,60,50,static,two-hand,
2,126,80,200,dynamic,two-hand,
2,127,80,50,static,two-hand,
2,128,80,150,dynamic,two-hand,
2,129,80,100,dynamic,two-hand,
2,130,80,50,dynamic,two-hand,
2,131,60,100,dynamic,two-hand,
2,132,60,75,static,two-hand,
2,133,60,150,dynamic,two-hand,
2,134,60,200,static,two-hand,
2,135,80,75,dynamic,two-hand,
2,136,60,100,dynamic,two-hand,
2,137,60,50,static,two-hand,
2,138,80,150,static,two-hand,
2,139,60,200,dynamic,two-hand,
2,140,60,200,static,two-hand,
2,141,60,75,dynamic,two-hand,
2,142,60,100,static,two-hand,
2,143,80,100,dynamic,two-hand,
2,144,60,200,static,two-hand,
2,145,80,50,dynamic,two-hand,
2,146,80,50,static,two-hand,
2,147,60,50,static,two-hand,
2,148,60,75,dynamic,two-hand,
2,149,80,50,static,two-hand,
2,150,80,75,static,two-hand,
2,151,60,150,dynamic,two-hand,
2,152,60,100,static,two-hand,
2,153,60,150,static,two-hand,
2,154,60,200,dynamic,two-hand,
2,155,80,100,static,two-hand,
2,156,60,75,dynamic,two-hand,
2,157,80,150,dynamic,two-hand,
2,158,60,200,dynamic,two-hand,
2,159,80,150,dynamic,two-hand,
2,160,60,100,dynamic,two-hand,
2,161,80,50,dynamic,two-hand,
2,162,80,75,dynamic,two-hand,
2,163,60,50,dynamic,two-hand,
2,164,60,150,static,two-hand,
2,165,80,50,dynamic,two-hand,
2,166,60,75,static,two-hand,
2,167,60,50,dynamic,two-hand,
2,168,60,50,static,two-hand,
2,169,60,200,static,two-hand,
2,170,80,200,dynamic,two-hand,
2,171,60,150,dynamic,two-hand,
2,172,60,150,static,two-hand,
2,173,80,200,dynamic,two-hand,
2,174,60,100,dynamic,two-hand,
2,175,80,150,static,two-hand,
2,176,60,75,static,two-hand,
2,177,60,150,dynamic,two-hand,
2,178,80,200,static,two-hand,
2,179,60,200,static,two-hand,
2,180,60,100,static,two-hand,
2,181,80,200,dynamic,two-hand,
2,182,80,200,dynamic,two-hand,
2,183,80,200,static,two-hand,
2,184,60,150,dynamic,two-hand,
2,185,60,150,static,two-hand,
2,186,60,75,static,two-hand,
2,187,80,75,dynamic,two-hand,
2,188,80,100,static,two-hand,
2,189,60,100,static,two-hand,
2,190,80,150,static,two-hand,
2,191,60,75,dynamic,two-hand,
2,192,80,150,dynamic,two-hand,
2,193,80,75,dynamic,two-hand,
2,194,60,200,dynamic,two-hand,
2,195,80,50,static,two-hand,
2,196,80,150,static,two-hand,
2,197,60,50,dynamic,two-hand,
2,198,80,75,dynamic,two-hand,
2,199,60,200,dynamic,two-hand,
