pid,trial,visualSize,scenario,direction,congruency,time,distance
1,0,130,two-hand,expand,0,2.264552,0.3252858
1,1,110,two-hand,expand,1,6.374187,0.2653926
1,2,90,two-hand,expand,1,1.569264,0.2290148
1,3,170,two-hand,expand,0,3.874113,0.3375481
1,4,180,two-hand,expand,1,1.860675,0.3304978
1,5,120,two-hand,expand,1,1.639123,0.2514123
1,6,140,two-hand,expand,1,2.027601,0.2897513
1,7,150,two-hand,expand,1,1.415842,0.3035882
1,8,80,two-hand,expand,0,2.680709,0.2299497
1,9,150,two-hand,expand,1,3.374271,0.2979491
1,10,170,two-hand,expand,1,3.041354,0.3292762
1,11,100,two-hand,expand,1,1.833321,0.2310138
1,12,170,two-hand,expand,0,5.902382,0.3647473
1,13,80,two-hand,expand,1,2.416678,0.2274538
1,14,100,two-hand,expand,1,1.874512,0.2445719
1,15,160,two-hand,expand,0,4.055585,0.3557979
1,16,90,two-hand,expand,0,3.735902,0.2637887
1,17,160,two-hand,expand,1,1.999718,0.350574
1,18,100,two-hand,expand,0,3.180509,0.2496323
1,19,80,two-hand,expand,0,9.152899,0.2427005
1,20,180,two-hand,expand,1,1.971187,0.3841987
1,21,170,two-hand,expand,1,3.5285,0.3531887
1,22,120,two-hand,expand,1,1.486166,0.2721675
1,23,140,two-hand,expand,1,1.651904,0.3018555
1,24,180,two-hand,expand,0,3.902869,0.3830339
1,25,90,two-hand,expand,0,7.944192,0.2473944
1,26,150,two-hand,expand,1,1.651962,0.3202335
1,27,130,two-hand,expand,1,1.291138,0.2881957
1,28,150,two-hand,expand,1,2.527115,0.328534
1,29,150,two-hand,expand,1,2.333454,0.2905151
1,30,120,two-hand,expand,0,7.61066,0.2787191
1,31,120,two-hand,expand,1,2.888443,0.2760463
1,32,180,two-hand,expand,1,2.249336,0.3544447
1,33,170,two-hand,expand,1,1.624478,0.3289365
1,34,100,two-hand,expand,1,3.777951,0.2468589
1,35,110,two-hand,expand,1,2.569122,0.2826422
1,36,110,two-hand,expand,0,4.097509,0.2631963
1,37,130,two-hand,expand,1,2.513236,0.3152196
1,38,90,two-hand,expand,0,3.513992,0.2353421
1,39,110,two-hand,expand,1,1.791798,0.2631196
1,40,80,two-hand,expand,0,2.805192,0.234655
1,41,120,two-hand,expand,1,2.444173,0.2650735
1,42,80,two-hand,expand,1,6.582707,0.2167191
1,43,110,two-hand,expand,1,5.138183,0.2583015
1,44,130,two-hand,expand,1,6.694045,0.30994
1,45,160,two-hand,expand,0,2.846859,0.3838981
1,46,180,two-hand,expand,0,1.944521,0.3717772
1,47,130,two-hand,expand,1,3.431292,0.3146108
1,48,140,two-hand,expand,1,3.944147,0.3162115
1,49,140,two-hand,expand,1,1.666692,0.2795025
1,50,90,two-hand,expand,0,5.472182,0.2163436
1,51,140,two-hand,expand,1,1.791434,0.3074914
1,52,160,two-hand,expand,1,1.513391,0.3371581
1,53,100,two-hand,expand,1,6.749883,0.2292534
1,54,160,two-hand,expand,0,4.11126,0.3275522
1,55,170,one-hand,expand,0,55.66476,
1,56,100,one-hand,expand,1,2.738644,
1,57,170,one-hand,expand,1,1.779426,
1,58,180,one-hand,expand,0,4.947128,
1,59,160,one-hand,expand,1,5.502433,
1,60,170,one-hand,expand,0,4.473772,
1,61,130,one-hand,expand,1,1.51634,
1,62,150,one-hand,expand,1,1.516297,
1,63,130,one-hand,expand,1,2.029522,
1,64,160,one-hand,expand,0,1.406138,
1,65,110,one-hand,expand,1,2.155065,
1,66,120,one-hand,expand,1,1.362877,
1,67,150,one-hand,expand,1,1.627125,
1,68,120,one-hand,expand,1,1.6136,
1,69,160,one-hand,expand,0,4.363613,
1,70,160,one-hand,expand,0,11.11187,
1,71,120,one-hand,expand,1,3.524526,
1,72,120,one-hand,expand,1,1.572097,
1,73,180,one-hand,expand,0,2.405308,
1,74,160,one-hand,expand,0,2.87756,
1,75,140,one-hand,expand,1,2.389509,
1,76,140,one-hand,expand,0,9.585094,
1,77,90,one-hand,expand,1,1.530092,
1,78,120,one-hand,expand,1,2.404904,
1,79,170,one-hand,expand,0,1.155498,
1,80,140,one-hand,expand,0,15.72391,
1,81,90,one-hand,expand,1,1.683207,
1,82,150,one-hand,expand,0,1.169497,
1,83,140,one-hand,expand,0,1.002332,
1,84,100,one-hand,expand,1,12.77996,
1,85,80,one-hand,expand,0,3.724145,
1,86,140,one-hand,expand,0,2.612058,
1,87,150,one-hand,expand,0,5.251193,
1,88,130,one-hand,expand,1,1.62842,
1,89,110,one-hand,expand,1,1.324626,
1,90,180,one-hand,expand,0,1.224476,
1,91,80,one-hand,expand,1,2.224765,
1,92,180,one-hand,expand,0,1.182639,
1,93,90,one-hand,expand,1,1.085458,
1,94,80,one-hand,expand,1,1.072403,
1,95,80,one-hand,expand,1,2.932834,
1,96,130,one-hand,expand,0,3.00192,
1,97,80,one-hand,expand,1,1.308766,
1,98,150,one-hand,expand,0,1.265512,
1,99,90,one-hand,expand,1,1.725303,
1,100,90,one-hand,expand,1,1.433044,
1,101,110,one-hand,expand,1,10.62771,
1,102,130,one-hand,expand,0,2.224144,
1,103,170,one-hand,expand,0,1.002081,
1,104,100,one-hand,expand,1,2.432863,
1,105,180,one-hand,expand,0,1.070641,
1,106,110,one-hand,expand,1,19.90441,
1,107,110,one-hand,expand,0,1.807799,
1,108,100,one-hand,expand,1,0.8635823,
1,109,100,one-hand,expand,1,0.9743861,
