pid,trial,physicalSize,visualSize,congruent
9,0,80,175.0,
9,1,20,67.5,
9,2,20,100.0,
9,3,60,87.5,
9,4,120,50.0,
9,5,120,67.5,
9,6,120,175.0,
9,7,20,50.0,
9,8,100,175.0,
9,9,40,100.0,
9,10,120,100.0,
9,11,40,175.0,
9,12,60,125.0,
9,13,60,50.0,
9,14,20,75.0,
9,15,60,50.0,
9,16,20,150.0,
9,17,120,200.0,
9,18,80,67.5,
9,19,100,75.0,
9,20,120,50.0,
9,21,60,67.5,
9,22,100,67.5,
9,23,100,125.0,
9,24,40,100.0,
9,25,120,87.5,
9,26,100,75.0,
9,27,100,50.0,
9,28,100,75.0,
9,29,120,67.5,
9,30,100,75.0,
9,31,100,87.5,
9,32,20,100.0,
9,33,120,75.0,
9,34,100,200.0,
9,35,100,50.0,
9,36,60,50.0,
9,37,20,50.0,
9,38,40,67.5,
9,39,80,200.0,
9,40,80,67.5,
9,41,40,87.5,
9,42,60,175.0,
9,43,60,87.5,
9,44,20,175.0,
9,45,40,125.0,
9,46,40,150.0,
9,47,100,50.0,
9,48,80,50.0,
9,49,40,87.5,
9,50,40,67.5,
9,51,20,50.0,
9,52,60,175.0,
9,53,20,125.0,
9,54,120,200.0,
9,55,100,200.0,
9,56,40,67.5,
9,57,60,67.5,
9,58,60,175.0,
9,59,40,150.0,
9,60,40,100.0,
9,61,120,125.0,
9,62,120,175.0,
9,63,80,125.0,
9,64,100,100.0,
9,65,100,50.0,
9,66,20,50.0,
9,67,120,75.0,
9,68,60,150.0,
9,69,100,175.0,
9,70,100,125.0,
9,71,80,75.0,
9,72,100,175.0,
9,73,20,200.0,
9,74,100,125.0,
9,75,120,200.0,
9,76,40,50.0,
9,77,80,50.0,
9,78,80,125.0,
9,79,20,67.5,
9,80,20,125.0,
9,81,80,67.5,
9,82,80,125.0,
9,83,60,200.0,
9,84,60,175.0,
9,85,20,150.0,
9,86,20,67.5,
9,87,120,75.0,
9,88,100,50.0,
9,89,80,200.0,
9,90,80,67.5,
9,91,60,50.0,
9,92,100,87.5,
9,93,80,50.0,
9,94,40,50.0,
9,95,60,200.0,
9,96,40,200.0,
9,97,40,67.5,
9,98,40,150.0,
9,99,40,75.0,
9,100,80,175.0,
9,101,120,100.0,
9,102,40,125.0,
9,103,60,125.0,
9,104,40,125.0,
9,105,40,200.0,
9,106,80,175.0,
9,107,40,175.0,
9,108,20,87.5,
9,109,60,75.0,
