pid,trial,physicalSpeed,visualSpeed,congruent
6,0,1.5,0.5,
6,1,1.0,1.25,
6,2,-1.0,1.25,
6,3,1.0,1.5,
6,4,-1.5,0.5,
6,5,-1.0,1.5,
6,6,-0.5,1.5,
6,7,-0.5,1.0,
6,8,0.0,1.0,
6,9,1.0,0.75,
6,10,-1.0,0.75,
6,11,0.0,0.75,
6,12,0.0,1.5,
6,13,1.5,1.0,
6,14,-1.0,0.75,
6,15,-1.0,0.5,
6,16,-1.0,1.0,
6,17,1.5,0.5,
6,18,-0.5,1.0,
6,19,-0.5,0.5,
6,20,0.5,1.25,
6,21,1.5,1.25,
6,22,-1.0,1.25,
6,23,0.0,1.0,
6,24,-1.5,1.25,
6,25,-1.0,1.5,
6,26,0.0,0.5,
6,27,-1.5,1.5,
6,28,1.5,1.0,
6,29,1.0,1.5,
6,30,1.0,1.0,
6,31,-1.0,0.5,
6,32,-1.5,1.5,
6,33,1.0,0.75,
6,34,0.0,0.75,
6,35,1.5,1.5,
6,36,-1.5,1.5,
6,37,0.5,0.5,
6,38,-1.0,0.75,
6,39,-1.0,1.0,
6,40,-1.5,0.5,
6,41,1.5,1.0,
6,42,-1.5,1.25,
6,43,1.5,0.75,
6,44,0.5,1.5,
6,45,0.5,1.5,
6,46,0.5,0.75,
6,47,-1.5,1.5,
6,48,1.0,0.5,
6,49,-0.5,1.5,
6,50,0.5,1.0,
6,51,1.0,1.5,
6,52,-1.5,0.5,
6,53,0.0,0.5,
6,54,-1.5,0.75,
6,55,-1.5,0.75,
6,56,-0.5,1.5,
6,57,0.0,1.25,
6,58,1.5,0.75,
6,59,-0.5,1.25,
6,60,0.5,0.75,
6,61,0.0,1.0,
6,62,-1.0,1.5,
6,63,1.0,0.75,
6,64,-0.5,0.5,
6,65,1.0,0.5,
6,66,1.5,0.5,
6,67,-1.0,1.5,
6,68,-1.5,0.75,
6,69,0.0,1.5,
6,70,0.0,0.75,
6,71,0.5,1.25,
6,72,-1.5,0.5,
6,73,1.5,0.5,
6,74,0.5,1.5,
6,75,0.0,0.5,
6,76,-0.5,1.25,
6,77,1.0,1.25,
6,78,-0.5,0.75,
6,79,-1.0,1.0,
6,80,0.0,1.25,
6,81,1.5,0.5,
6,82,1.5,1.5,
6,83,-1.5,1.25,
6,84,-0.5,0.5,
6,85,0.0,1.0,
6,86,0.5,1.25,
6,87,-0.5,1.0,
6,88,-1.0,0.75,
6,89,0.5,0.5,
6,90,-0.5,1.5,
6,91,1.0,1.5,
6,92,1.5,0.75,
6,93,1.0,1.0,
6,94,-0.5,1.25,
6,95,0.5,0.5,
6,96,1.0,1.0,
6,97,1.0,1.5,
6,98,-1.5,1.0,
6,99,-1.0,0.5,
6,100,1.0,1.25,
6,101,-0.5,1.25,
6,102,1.0,0.5,
6,103,-1.0,1.5,
6,104,-1.0,1.25,
6,105,1.5,1.5,
6,106,-0.5,1.25,
6,107,0.0,0.75,
6,108,0.5,1.5,
6,109,1.5,0.75,
6,110,0.5,0.75,
6,111,1.5,1.0,
6,112,0.0,1.5,
6,113,0.5,1.0,
6,114,1.0,0.5,
6,115,-1.5,0.75,
6,116,0.0,0.75,
6,117,1.5,1.25,
6,118,-1.5,1.0,
6,119,1.0,1.25,
6,120,1.5,1.25,
6,121,-0.5,0.75,
6,122,-1.0,0.5,
6,123,0.0,1.0,
6,124,-1.5,1.5,
6,125,-1.0,1.25,
6,126,1.5,1.0,
6,127,1.0,0.75,
6,128,0.0,1.25,
6,129,0.0,0.5,
6,130,0.5,1.25,
6,131,1.5,1.5,
6,132,1.0,1.25,
6,133,0.5,1.0,
6,134,-1.5,1.0,
6,135,0.0,1.5,
6,136,0.5,0.75,
6,137,1.5,0.75,
6,138,-1.0,0.75,
6,139,-1.0,0.5,
6,140,-1.5,1.0,
6,141,0.5,0.75,
6,142,-1.5,0.5,
6,143,0.0,1.25,
6,144,-1.5,1.0,
6,145,-0.5,0.75,
6,146,-0.5,1.0,
6,147,1.0,1.0,
6,148,1.5,1.25,
6,149,-1.0,1.25,
6,150,-1.5,1.25,
6,151,0.0,1.25,
6,152,1.5,1.25,
6,153,0.0,0.5,
6,154,-0.5,0.5,
6,155,0.5,1.5,
6,156,-0.5,1.5,
6,157,-0.5,1.0,
6,158,0.5,1.25,
6,159,-1.0,1.0,
6,160,0.5,0.5,
6,161,1.5,1.5,
6,162,-0.5,0.5,
6,163,-1.5,1.25,
6,164,0.0,1.5,
6,165,-0.5,0.75,
6,166,1.0,1.0,
6,167,1.0,0.75,
6,168,-1.0,1.0,
6,169,-1.5,0.75,
6,170,1.0,0.5,
6,171,0.5,1.0,
6,172,0.5,0.5,
6,173,-0.5,0.75,
6,174,0.5,1.0,
