pid,trial,physical,visual,congruency
6,0,convex,small,
6,1,large,concave,
6,2,large,medium,
6,3,small,medium,
6,4,large,convex,
6,5,medium,convex,
6,6,convex,slope,
6,7,slope,small,
6,8,convex,slope,
6,9,medium,slope,
6,10,concave,slope,
6,11,large,small,
6,12,concave,slope,
6,13,large,concave,
6,14,slope,large,
6,15,concave,concave,
6,16,small,large,
6,17,slope,slope,
6,18,concave,small,
6,19,medium,large,
6,20,slope,concave,
6,21,medium,large,
6,22,large,small,
6,23,convex,large,
6,24,small,convex,
6,25,medium,slope,
6,26,large,small,
6,27,small,medium,
6,28,small,slope,
6,29,medium,large,
6,30,concave,large,
6,31,medium,medium,
6,32,concave,medium,
6,33,convex,concave,
6,34,concave,convex,
6,35,convex,medium,
6,36,slope,convex,
6,37,slope,medium,
6,38,medium,convex,
6,39,slope,small,
6,40,medium,concave,
6,41,large,medium,
6,42,convex,large,
6,43,slope,slope,
6,44,small,slope,
6,45,small,slope,
6,46,large,concave,
6,47,large,concave,
6,48,small,concave,
6,49,small,concave,
6,50,large,slope,
6,51,convex,concave,
6,52,small,small,
6,53,medium,slope,
6,54,small,large,
6,55,slope,slope,
6,56,convex,convex,
6,57,large,large,
6,58,medium,small,
6,59,convex,convex,
6,60,convex,slope,
6,61,convex,slope,
6,62,slope,large,
6,63,concave,concave,
6,64,concave,large,
6,65,medium,convex,
6,66,small,small,
6,67,slope,large,
6,68,convex,convex,
6,69,concave,large,
6,70,convex,large,
6,71,concave,large,
6,72,medium,concave,
6,73,convex,concave,
6,74,concave,large,
6,75,medium,small,
6,76,slope,small,
6,77,slope,large,
6,78,medium,medium,
6,79,concave,convex,
6,80,small,convex,
6,81,concave,medium,
6,82,slope,medium,
6,83,medium,concave,
6,84,concave,slope,
6,85,small,medium,
6,86,convex,concave,
6,87,large,concave,
6,88,slope,small,
6,89,convex,large,
6,90,convex,medium,
6,91,concave,medium,
6,92,slope,large,
6,93,slope,convex,
6,94,medium,large,
6,95,small,small,
6,96,convex,medium,
6,97,medium,medium,
6,98,concave,medium,
6,99,large,medium,
6,100,medium,small,
6,101,concave,slope,
6,102,concave,medium,
6,103,large,convex,
6,104,convex,small,
6,105,small,concave,
6,106,small,small,
6,107,concave,convex,
6,108,small,slope,
6,109,medium,convex,
6,110,concave,convex,
6,111,small,concave,
6,112,convex,medium,
6,113,convex,concave,
6,114,convex,convex,
6,115,medium,medium,
6,116,concave,convex,
6,117,medium,concave,
6,118,large,large,
6,119,large,convex,
6,120,slope,slope,
6,121,slope,slope,
6,122,concave,slope,
6,123,medium,large,
6,124,large,slope,
6,125,slope,medium,
6,126,large,medium,
6,127,slope,concave,
6,128,slope,convex,
6,129,large,slope,
6,130,small,convex,
6,131,slope,concave,
6,132,medium,small,
6,133,convex,small,
6,134,small,medium,
6,135,slope,concave,
6,136,slope,medium,
6,137,medium,slope,
6,138,medium,concave,
6,139,convex,slope,
6,140,large,large,
6,141,concave,concave,
6,142,large,medium,
6,143,large,small,
6,144,small,medium,
6,145,medium,slope,
6,146,medium,convex,
6,147,large,convex,
6,148,convex,large,
6,149,convex,small,
6,150,large,small,
6,151,small,concave,
6,152,large,slope,
6,153,medium,medium,
6,154,slope,small,
6,155,large,slope,
6,156,concave,small,
6,157,large,large,
6,158,concave,concave,
6,159,convex,medium,
6,160,slope,medium,
6,161,slope,concave,
6,162,convex,small,
6,163,large,convex,
6,164,small,slope,
6,165,concave,small,
6,166,small,large,
6,167,small,convex,
6,168,concave,concave,
6,169,small,small,
6,170,small,convex,
6,171,small,large,
6,172,concave,small,
6,173,concave,small,
6,174,slope,convex,
6,175,small,large,
6,176,large,large,
6,177,convex,convex,
6,178,slope,convex,
6,179,medium,small,
