pid,trial,physicalSize,visualSize,congruent
6,0,20,200.0,
6,1,80,125.0,
6,2,40,175.0,
6,3,100,175.0,
6,4,20,150.0,
6,5,100,150.0,
6,6,60,200.0,
6,7,80,150.0,
6,8,20,67.5,
6,9,20,87.5,
6,10,80,175.0,
6,11,20,150.0,
6,12,60,200.0,
6,13,80,87.5,
6,14,60,87.5,
6,15,60,75.0,
6,16,40,87.5,
6,17,40,87.5,
6,18,120,125.0,
6,19,40,150.0,
6,20,120,50.0,
6,21,100,67.5,
6,22,60,75.0,
6,23,80,200.0,
6,24,80,200.0,
6,25,40,87.5,
6,26,40,67.5,
6,27,120,125.0,
6,28,40,100.0,
6,29,60,200.0,
6,30,80,200.0,
6,31,60,67.5,
6,32,40,67.5,
6,33,60,67.5,
6,34,60,200.0,
6,35,20,87.5,
6,36,80,175.0,
6,37,80,200.0,
6,38,100,100.0,
6,39,120,150.0,
6,40,20,100.0,
6,41,100,200.0,
6,42,40,75.0,
6,43,20,50.0,
6,44,40,175.0,
6,45,100,50.0,
6,46,60,150.0,
6,47,120,87.5,
6,48,40,87.5,
6,49,80,67.5,
6,50,60,87.5,
6,51,20,200.0,
6,52,20,100.0,
6,53,120,67.5,
6,54,60,175.0,
6,55,40,100.0,
6,56,120,200.0,
6,57,120,87.5,
6,58,100,87.5,
6,59,100,150.0,
6,60,80,67.5,
6,61,60,50.0,
6,62,100,50.0,
6,63,80,150.0,
6,64,60,100.0,
6,65,60,67.5,
6,66,20,175.0,
6,67,40,100.0,
6,68,120,200.0,
6,69,60,87.5,
6,70,120,50.0,
6,71,20,100.0,
6,72,60,87.5,
6,73,20,50.0,
6,74,120,87.5,
6,75,100,67.5,
6,76,80,100.0,
6,77,40,67.5,
6,78,120,67.5,
6,79,20,100.0,
6,80,80,150.0,
6,81,60,175.0,
6,82,60,175.0,
6,83,100,67.5,
6,84,120,50.0,
6,85,60,150.0,
6,86,80,75.0,
6,87,40,175.0,
6,88,40,50.0,
6,89,80,150.0,
6,90,20,150.0,
6,91,40,75.0,
6,92,80,87.5,
6,93,60,67.5,
6,94,120,75.0,
6,95,100,87.5,
6,96,120,125.0,
6,97,20,125.0,
6,98,80,75.0,
6,99,120,67.5,
6,100,100,100.0,
6,101,120,150.0,
6,102,80,67.5,
6,103,60,150.0,
6,104,40,200.0,
6,105,20,50.0,
6,106,60,125.0,
6,107,40,200.0,
6,108,120,50.0,
6,109,40,50.0,
6,110,120,75.0,
6,111,120,150.0,
6,112,40,75.0,
6,113,100,75.0,
6,114,40,50.0,
6,115,80,125.0,
6,116,60,125.0,
6,117,80,87.5,
6,118,40,125.0,
6,119,80,50.0,
6,120,40,175.0,
6,121,80,175.0,
6,122,20,125.0,
6,123,40,150.0,
6,124,60,125.0,
6,125,60,100.0,
6,126,100,75.0,
6,127,120,87.5,
6,128,60,150.0,
6,129,100,125.0,
6,130,120,175.0,
6,131,20,67.5,
6,132,100,50.0,
6,133,20,75.0,
6,134,80,87.5,
6,135,20,125.0,
6,136,120,125.0,
6,137,80,125.0,
6,138,60,100.0,
6,139,40,100.0,
6,140,20,125.0,
6,141,60,50.0,
6,142,100,175.0,
6,143,20,175.0,
6,144,100,125.0,
6,145,20,175.0,
6,146,60,50.0,
6,147,100,100.0,
6,148,80,50.0,
6,149,40,87.5,
6,150,20,150.0,
6,151,80,125.0,
6,152,80,100.0,
6,153,100,67.5,
6,154,20,200.0,
6,155,120,100.0,
6,156,40,75.0,
6,157,40,67.5,
6,158,40,200.0,
6,159,40,100.0,
6,160,20,100.0,
6,161,120,100.0,
6,162,100,100.0,
6,163,80,175.0,
6,164,100,75.0,
6,165,20,200.0,
6,166,20,125.0,
6,167,40,50.0,
6,168,100,50.0,
6,169,20,200.0,
6,170,60,150.0,
6,171,100,175.0,
6,172,100,150.0,
6,173,60,200.0,
6,174,120,175.0,
6,175,20,150.0,
6,176,100,200.0,
6,177,120,50.0,
6,178,20,50.0,
6,179,100,200.0,
6,180,20,175.0,
6,181,20,87.5,
6,182,40,125.0,
6,183,100,125.0,
6,184,60,100.0,
6,185,100,125.0,
6,186,80,75.0,
6,187,60,67.5,
6,188,100,175.0,
6,189,20,87.5,
6,190,40,150.0,
6,191,120,87.5,
6,192,100,100.0,
6,193,60,50.0,
6,194,80,67.5,
6,195,60,100.0,
6,196,40,125.0,
6,197,80,50.0,
6,198,100,175.0,
6,199,80,75.0,
6,200,80,125.0,
6,201,40,125.0,
6,202,20,75.0,
6,203,80,75.0,
6,204,60,125.0,
6,205,60,75.0,
6,206,20,67.5,
6,207,20,67.5,
6,208,20,175.0,
6,209,80,175.0,
6,210,80,100.0,
6,211,120,67.5,
6,212,80,50.0,
6,213,20,75.0,
6,214,100,150.0,
6,215,20,87.5,
6,216,100,150.0,
6,217,60,75.0,
6,218,100,75.0,
6,219,40,75.0,
6,220,60,87.5,
6,221,100,67.5,
6,222,60,75.0,
6,223,20,67.5,
6,224,100,75.0,
6,225,120,75.0,
6,226,100,87.5,
6,227,40,67.5,
6,228,80,67.5,
6,229,20,75.0,
6,230,40,50.0,
6,231,40,200.0,
6,232,120,175.0,
6,233,120,100.0,
6,234,60,125.0,
6,235,40,175.0,
6,236,120,100.0,
6,237,120,67.5,
6,238,100,200.0,
6,239,80,87.5,
6,240,40,150.0,
6,241,100,50.0,
6,242,40,200.0,
6,243,120,125.0,
6,244,80,100.0,
6,245,100,87.5,
6,246,100,87.5,
6,247,120,100.0,
6,248,80,200.0,
6,249,100,125.0,
6,250,120,175.0,
6,251,40,125.0,
6,252,20,75.0,
6,253,120,150.0,
6,254,60,50.0,
6,255,20,50.0,
6,256,120,175.0,
6,257,80,50.0,
6,258,120,150.0,
6,259,120,200.0,
6,260,80,150.0,
6,261,60,175.0,
6,262,120,200.0,
6,263,120,75.0,
6,264,100,200.0,
6,265,40,150.0,
6,266,80,100.0,
6,267,60,175.0,
6,268,120,200.0,
6,269,120,75.0,
