pid,trial,physical,visual,rendering,scenario,congruency
8,0,60,150,static,one-hand,
8,1,80,50,dynamic,one-hand,
8,2,80,75,static,one-hand,
8,3,60,200,dynamic,one-hand,
8,4,60,75,static,one-hand,
8,5,80,150,static,one-hand,
8,6,80,50,static,one-hand,
8,7,60,150,dynamic,one-hand,
8,8,60,50,dynamic,one-hand,
8,9,80,50,static,one-hand,
8,10,60,50,static,one-hand,
8,11,80,75,dynamic,one-hand,
8,12,60,100,static,one-hand,
8,13,60,200,static,one-hand,
8,14,60,75,static,one-hand,
8,15,80,150,static,one-hand,
8,16,80,100,static,one-hand,
8,17,80,200,static,one-hand,
8,18,60,200,dynamic,one-hand,
8,19,60,75,static,one-hand,
8,20,80,200,dynamic,one-hand,
8,21,80,75,dynamic,one-hand,
8,22,80,100,dynamic,one-hand,
8,23,60,100,static,one-hand,
8,24,60,200,dynamic,one-hand,
8,25,80,100,static,one-hand,
8,26,60,50,dynamic,one-hand,
8,27,60,100,dynamic,one-hand,
8,28,60,50,dynamic,one-hand,
8,29,60,200,static,one-hand,
8,30,80,75,static,one-hand,
8,31,60,200,dynamic,one-hand,
8,32,60,150,static,one-hand,
8,33,60,50,static,one-hand,
8,34,60,75,static,one-hand,
8,35,80,150,dynamic,one-hand,
8,36,60,200,static,one-hand,
8,37,60,150,static,one-hand,
8,38,80,200,dynamic,one-hand,
8,39,80,75,static,one-hand,
8,40,80,75,dynamic,one-hand,
8,41,60,100,static,one-hand,
8,42,60,50,dynamic,one-hand,
8,43,60,75,dynamic,one-hand,
8,44,60,100,static,one-hand,
8,45,80,100,dynamic,one-hand,
8,46,60,100,dynamic,one-hand,
8,47,80,150,static,one-hand,
8,48,60,100,static,one-hand,
8,49,60,100,dynamic,one-hand,
8,50,60,200,static,one-hand,
8,51,80,200,static,one-hand,
8,52,80,200,dynamic,one-hand,
8,53,80,75,dynamic,one-hand,
8,54,60,150,dynamic,one-hand,
8,55,60,75,dynamic,one-hand,
8,56,80,75,static,one-hand,
8,57,80,200,static,one-hand,
