pid,trial,visualSize,scenario,delayTime,direction,congruency,time,distance
4,0,55,two-hand,0.5,shrink,0,6.682402,0.2085883
4,1,30,two-hand,0.5,shrink,0,2.113744,0.1965222
4,2,25,two-hand,0.5,shrink,0,2.099374,0.1974586
4,3,60,two-hand,0.5,shrink,0,3.429675,0.1889333
4,4,35,two-hand,0.5,shrink,0,2.891132,0.2013969
4,5,40,two-hand,0.5,shrink,0,1.793863,0.1964847
4,6,45,two-hand,0.5,shrink,0,1.51662,0.1930999
4,7,55,two-hand,0.5,shrink,0,3.002475,0.1941867
4,8,60,two-hand,0.5,shrink,0,3.793314,0.1871134
4,9,45,two-hand,0.5,shrink,0,4.280403,0.1826115
4,10,45,two-hand,0.5,shrink,0,1.599363,0.1997205
4,11,30,two-hand,0.5,shrink,0,2.071982,0.196445
4,12,30,two-hand,0.5,shrink,0,2.280491,0.1990631
4,13,60,two-hand,0.5,shrink,0,2.238599,0.1864116
4,14,35,two-hand,0.5,shrink,0,1.599642,0.2053501
4,15,25,two-hand,0.5,shrink,0,1.599683,0.2004411
4,16,40,two-hand,0.5,shrink,0,3.252235,0.2025921
4,17,45,two-hand,0.5,shrink,0,1.349855,0.2058951
4,18,30,two-hand,0.5,shrink,0,1.09957,0.2074251
4,19,50,two-hand,0.5,shrink,0,2.085555,0.1971524
4,20,20,two-hand,0.5,shrink,0,2.433306,0.2110124
4,21,20,two-hand,0.5,shrink,0,3.724545,0.2141506
4,22,20,two-hand,0.5,shrink,0,2.905246,0.2161461
4,23,50,two-hand,0.5,shrink,0,3.502634,0.2291877
4,24,25,two-hand,0.5,shrink,0,3.113451,0.1878405
4,25,40,two-hand,0.5,shrink,0,2.279938,0.199821
4,26,60,two-hand,0.5,shrink,0,2.196856,0.1898606
4,27,25,two-hand,0.5,shrink,0,1.432829,0.1879082
4,28,25,two-hand,0.5,shrink,0,1.460716,0.1956181
4,29,35,two-hand,0.5,shrink,0,1.502748,0.1940285
4,30,40,two-hand,0.5,shrink,0,2.433151,0.1857457
4,31,55,two-hand,0.5,shrink,0,2.307915,0.1971624
4,32,50,two-hand,0.5,shrink,0,2.294307,0.2038537
4,33,20,two-hand,0.5,shrink,0,7.364425,0.227452
4,34,20,two-hand,0.5,shrink,0,1.641397,0.1957733
4,35,50,two-hand,0.5,shrink,0,2.849404,0.2040763
4,36,55,two-hand,0.5,shrink,0,2.099682,0.1778086
4,37,40,two-hand,0.5,shrink,0,2.043613,0.1990688
4,38,50,two-hand,0.5,shrink,0,1.904949,0.2006231
4,39,55,two-hand,0.5,shrink,0,2.211154,0.2030495
4,40,60,two-hand,0.5,shrink,0,1.626523,0.2083231
4,41,30,two-hand,0.5,shrink,0,1.821384,0.2065571
4,42,35,two-hand,0.5,shrink,0,1.682759,0.2097895
4,43,35,two-hand,0.5,shrink,0,1.419293,0.1947443
4,44,45,two-hand,0.5,shrink,0,1.669611,0.1962654
4,45,25,one-hand,0.5,shrink,0,2.670269,
4,46,25,one-hand,0.5,shrink,0,1.404796,
4,47,25,one-hand,0.5,shrink,0,4.238579,
4,48,40,one-hand,0.5,shrink,0,2.613229,
4,49,20,one-hand,0.5,shrink,0,1.710852,
4,50,40,one-hand,0.5,shrink,0,1.766553,
4,51,55,one-hand,0.5,shrink,1,3.308017,
4,52,40,one-hand,0.5,shrink,0,1.96063,
4,53,40,one-hand,0.5,shrink,0,1.752429,
4,54,45,one-hand,0.5,shrink,0,3.169845,
4,55,35,one-hand,0.5,shrink,0,2.36361,
4,56,30,one-hand,0.5,shrink,0,1.98817,
4,57,30,one-hand,0.5,shrink,0,1.488734,
4,58,40,one-hand,0.5,shrink,0,1.97441,
4,59,35,one-hand,0.5,shrink,0,1.279899,
4,60,45,one-hand,0.5,shrink,0,1.224256,
4,61,45,one-hand,0.5,shrink,0,2.960618,
4,62,55,one-hand,0.5,shrink,1,4.19648,
4,63,45,one-hand,0.5,shrink,0,1.849594,
4,64,60,one-hand,0.5,shrink,0,3.085311,
4,65,20,one-hand,0.5,shrink,0,5.071895,
4,66,25,one-hand,0.5,shrink,0,1.752013,
4,67,50,one-hand,0.5,shrink,0,1.279202,
4,68,20,one-hand,0.5,shrink,0,2.071571,
4,69,20,one-hand,0.5,shrink,0,2.043965,
4,70,55,one-hand,0.5,shrink,1,4.155343,
4,71,60,one-hand,0.5,shrink,1,2.654805,
4,72,55,one-hand,0.5,shrink,1,2.265821,
4,73,35,one-hand,0.5,shrink,0,1.904781,
4,74,20,one-hand,0.5,shrink,0,2.696666,
4,75,30,one-hand,0.5,shrink,0,1.626235,
4,76,30,one-hand,0.5,shrink,0,1.461193,
4,77,30,one-hand,0.5,shrink,0,1.530588,
4,78,60,one-hand,0.5,shrink,1,2.488947,
4,79,35,one-hand,0.5,shrink,0,1.334761,
4,80,50,one-hand,0.5,shrink,1,7.432678,
4,81,55,one-hand,0.5,shrink,1,2.016673,
4,82,60,one-hand,0.5,shrink,1,1.640897,
4,83,50,one-hand,0.5,shrink,1,2.418405,
4,84,35,one-hand,0.5,shrink,0,2.238278,
4,85,25,one-hand,0.5,shrink,0,2.099195,
4,86,60,one-hand,0.5,shrink,1,3.322202,
4,87,50,one-hand,0.5,shrink,0,5.140845,
4,88,45,one-hand,0.5,shrink,0,1.433043,
4,89,50,one-hand,0.5,shrink,0,1.460387,
