pid,trial,physical,visual,direction,congruency,binary
6,0,30,400,shrink,,
6,1,30,100,shrink,,
6,2,30,400,shrink,,
6,3,10,75,shrink,,
6,4,40,200,shrink,,
6,5,10,75,shrink,,
6,6,40,400,shrink,,
6,7,30,400,shrink,,
6,8,40,50,shrink,,
6,9,30,300,shrink,,
6,10,30,100,shrink,,
6,11,40,200,shrink,,
6,12,40,300,shrink,,
6,13,30,200,shrink,,
6,14,30,50,shrink,,
6,15,40,75,shrink,,
6,16,10,400,shrink,,
6,17,40,25,shrink,,
6,18,10,50,shrink,,
6,19,30,75,shrink,,
6,20,10,50,shrink,,
6,21,40,50,shrink,,
6,22,10,100,shrink,,
6,23,10,25,shrink,,
6,24,10,200,shrink,,
6,25,20,50,shrink,,
6,26,30,300,shrink,,
6,27,40,75,shrink,,
6,28,30,75,shrink,,
6,29,20,300,shrink,,
6,30,30,200,shrink,,
6,31,10,75,shrink,,
6,32,10,400,shrink,,
6,33,10,100,shrink,,
6,34,20,200,shrink,,
6,35,40,75,shrink,,
6,36,40,100,shrink,,
6,37,20,300,shrink,,
6,38,20,300,shrink,,
6,39,10,200,shrink,,
6,40,20,200,shrink,,
6,41,10,100,shrink,,
6,42,40,25,shrink,,
6,43,10,75,shrink,,
6,44,30,50,shrink,,
6,45,10,100,shrink,,
6,46,40,100,shrink,,
6,47,40,300,shrink,,
6,48,30,25,shrink,,
6,49,40,100,shrink,,
6,50,10,200,shrink,,
6,51,10,75,shrink,,
6,52,20,400,shrink,,
6,53,20,100,shrink,,
6,54,20,25,shrink,,
6,55,30,200,shrink,,
6,56,10,100,shrink,,
6,57,40,300,shrink,,
6,58,20,75,shrink,,
6,59,10,300,shrink,,
6,60,10,400,shrink,,
6,61,40,400,shrink,,
6,62,20,100,shrink,,
6,63,10,25,shrink,,
6,64,20,400,shrink,,
6,65,30,100,shrink,,
6,66,20,400,shrink,,
6,67,20,50,shrink,,
6,68,40,75,shrink,,
6,69,40,25,shrink,,
6,70,40,200,shrink,,
6,71,20,100,shrink,,
6,72,30,25,shrink,,
6,73,40,75,shrink,,
6,74,20,100,shrink,,
6,75,30,75,shrink,,
6,76,10,300,shrink,,
6,77,10,25,shrink,,
6,78,20,25,shrink,,
6,79,40,400,shrink,,
6,80,10,50,shrink,,
6,81,30,75,shrink,,
6,82,20,300,shrink,,
6,83,40,300,shrink,,
6,84,30,300,shrink,,
6,85,30,25,shrink,,
6,86,20,75,shrink,,
6,87,20,75,shrink,,
6,88,30,400,shrink,,
6,89,30,100,shrink,,
6,90,10,300,shrink,,
6,91,20,50,shrink,,
6,92,40,400,shrink,,
6,93,20,200,shrink,,
6,94,40,50,shrink,,
6,95,10,25,shrink,,
6,96,20,400,shrink,,
6,97,20,100,shrink,,
6,98,10,400,shrink,,
6,99,20,400,shrink,,
