pid,trial,physicalSize,visualSize,congruent
7,0,40,67.5,
7,1,120,50.0,
7,2,60,100.0,
7,3,100,175.0,
7,4,80,125.0,
7,5,60,50.0,
7,6,40,175.0,
7,7,100,50.0,
7,8,120,87.5,
7,9,120,150.0,
7,10,60,175.0,
7,11,40,87.5,
7,12,100,75.0,
7,13,40,100.0,
7,14,20,100.0,
7,15,60,200.0,
7,16,120,150.0,
7,17,80,175.0,
7,18,60,67.5,
7,19,100,100.0,
7,20,60,75.0,
7,21,100,87.5,
7,22,60,150.0,
7,23,120,75.0,
7,24,120,200.0,
7,25,100,50.0,
7,26,60,125.0,
7,27,120,150.0,
7,28,60,87.5,
7,29,20,175.0,
7,30,60,87.5,
7,31,60,75.0,
7,32,20,150.0,
7,33,100,150.0,
7,34,40,175.0,
7,35,100,150.0,
7,36,20,200.0,
7,37,80,50.0,
7,38,100,75.0,
7,39,40,100.0,
7,40,80,100.0,
7,41,100,150.0,
7,42,40,75.0,
7,43,20,125.0,
7,44,120,75.0,
7,45,80,100.0,
7,46,60,50.0,
7,47,60,150.0,
7,48,40,200.0,
7,49,20,200.0,
7,50,40,87.5,
7,51,120,100.0,
7,52,120,67.5,
7,53,20,50.0,
7,54,40,75.0,
7,55,120,67.5,
7,56,40,200.0,
7,57,120,150.0,
7,58,40,50.0,
7,59,100,200.0,
7,60,80,200.0,
7,61,100,125.0,
7,62,40,125.0,
7,63,20,87.5,
7,64,20,87.5,
7,65,20,125.0,
7,66,120,175.0,
7,67,100,150.0,
7,68,80,150.0,
7,69,100,100.0,
7,70,100,87.5,
7,71,100,50.0,
7,72,20,150.0,
7,73,20,67.5,
7,74,120,75.0,
7,75,40,150.0,
7,76,100,67.5,
7,77,120,87.5,
7,78,40,75.0,
7,79,80,50.0,
7,80,60,200.0,
7,81,100,125.0,
7,82,60,125.0,
7,83,120,200.0,
7,84,80,200.0,
7,85,120,200.0,
7,86,80,87.5,
7,87,40,87.5,
7,88,60,67.5,
7,89,20,150.0,
7,90,60,100.0,
7,91,80,150.0,
7,92,80,150.0,
7,93,20,175.0,
7,94,120,150.0,
7,95,80,125.0,
7,96,60,75.0,
7,97,100,125.0,
7,98,100,175.0,
7,99,40,175.0,
7,100,40,200.0,
7,101,120,75.0,
7,102,40,100.0,
7,103,20,200.0,
7,104,120,50.0,
7,105,40,125.0,
7,106,100,75.0,
7,107,60,125.0,
7,108,20,75.0,
7,109,120,175.0,
7,110,20,125.0,
7,111,40,175.0,
7,112,20,67.5,
7,113,20,100.0,
7,114,120,200.0,
7,115,40,67.5,
7,116,20,150.0,
7,117,60,175.0,
7,118,40,125.0,
7,119,120,175.0,
7,120,20,75.0,
7,121,100,67.5,
7,122,120,50.0,
7,123,80,67.5,
