pid,trial,physicalSpeed,visualSpeed,congruent
12,0,1.5,0.75,
12,1,0.0,0.5,
12,2,-1.0,0.5,
12,3,-1.5,0.5,
12,4,-1.0,0.75,
12,5,1.5,1.25,
12,6,1.0,0.5,
12,7,0.5,1.0,
12,8,-1.5,0.75,
12,9,-0.5,1.25,
12,10,-0.5,1.0,
12,11,0.5,0.5,
12,12,0.0,0.5,
12,13,1.0,0.75,
12,14,-1.0,0.5,
12,15,-0.5,1.0,
12,16,1.0,1.25,
12,17,-1.5,1.25,
12,18,1.0,1.5,
12,19,0.5,1.25,
12,20,0.0,1.5,
12,21,0.0,1.25,
12,22,-1.0,1.5,
12,23,1.0,1.0,
12,24,-0.5,1.5,
12,25,1.0,0.75,
12,26,-1.5,0.75,
12,27,1.0,1.5,
12,28,0.5,0.5,
12,29,1.0,1.5,
12,30,0.0,0.75,
12,31,1.0,1.25,
12,32,1.5,0.75,
12,33,1.5,0.75,
12,34,-1.5,0.75,
12,35,-0.5,0.75,
12,36,1.0,0.5,
12,37,1.5,1.0,
12,38,-1.0,1.5,
12,39,1.0,1.25,
12,40,1.5,1.25,
12,41,-0.5,1.5,
12,42,0.5,1.25,
12,43,-1.0,1.5,
12,44,0.0,1.0,
12,45,0.5,1.25,
12,46,-1.5,1.0,
12,47,-1.5,0.5,
12,48,-0.5,0.75,
12,49,1.0,1.25,
12,50,1.5,1.0,
12,51,-1.0,0.75,
12,52,1.5,0.75,
12,53,1.5,1.5,
12,54,0.5,0.5,
12,55,1.0,1.25,
12,56,-1.5,1.5,
12,57,-1.5,1.5,
12,58,1.0,0.75,
12,59,0.0,0.5,
12,60,0.0,1.5,
12,61,0.0,1.0,
12,62,-0.5,1.25,
12,63,1.0,1.5,
12,64,-0.5,1.25,
12,65,-1.5,1.5,
12,66,1.0,0.5,
12,67,-1.5,0.75,
12,68,1.0,0.5,
12,69,0.5,0.75,
12,70,1.5,0.75,
12,71,-1.5,1.25,
12,72,0.0,1.0,
12,73,1.5,0.5,
12,74,-1.0,0.75,
12,75,-0.5,0.75,
12,76,0.0,1.0,
12,77,-1.0,1.0,
12,78,1.5,1.0,
12,79,0.5,1.25,
12,80,-1.0,0.5,
12,81,-0.5,0.75,
12,82,1.5,1.5,
12,83,-1.0,1.25,
12,84,1.5,1.25,
12,85,-0.5,0.5,
12,86,1.5,0.5,
12,87,-1.0,1.5,
12,88,1.5,1.5,
12,89,-1.0,1.0,
12,90,-0.5,1.25,
12,91,0.0,0.75,
12,92,0.0,0.5,
12,93,-0.5,1.0,
12,94,-1.0,0.75,
12,95,0.0,1.25,
12,96,0.0,1.25,
12,97,1.5,0.5,
12,98,1.5,1.5,
12,99,0.5,1.5,
12,100,1.0,1.0,
12,101,-0.5,1.0,
12,102,0.0,1.5,
12,103,0.5,1.25,
12,104,0.0,0.75,
12,105,-1.0,1.25,
12,106,-1.5,0.5,
12,107,0.0,1.25,
12,108,-0.5,0.5,
12,109,1.0,0.75,
12,110,0.5,0.75,
12,111,0.0,0.5,
12,112,-1.5,1.5,
12,113,1.0,1.0,
12,114,-0.5,0.5,
12,115,-1.5,1.25,
12,116,-1.5,1.0,
12,117,-1.5,1.25,
12,118,1.0,1.5,
12,119,-1.5,1.0,
12,120,-0.5,1.5,
12,121,1.5,1.5,
12,122,1.5,1.0,
12,123,-1.5,0.5,
12,124,1.0,1.0,
12,125,-1.0,1.5,
12,126,0.0,0.75,
12,127,1.0,0.75,
12,128,0.5,1.5,
12,129,0.0,1.25,
12,130,-1.0,1.0,
12,131,0.0,1.0,
12,132,-0.5,0.75,
12,133,-1.0,1.25,
12,134,0.5,1.5,
12,135,0.0,1.5,
12,136,-0.5,1.5,
12,137,0.5,0.5,
12,138,0.5,1.0,
12,139,0.5,1.0,
12,140,0.5,1.0,
12,141,-0.5,1.25,
12,142,0.5,1.0,
12,143,-1.0,1.25,
12,144,-1.0,0.5,
12,145,0.0,0.75,
12,146,-1.5,1.0,
12,147,0.5,0.5,
12,148,0.5,0.75,
12,149,-0.5,1.5,
12,150,0.5,0.75,
12,151,1.5,1.0,
12,152,-1.5,1.5,
12,153,-1.0,0.5,
12,154,0.5,1.5,
12,155,1.5,1.25,
12,156,-1.0,1.0,
12,157,1.5,0.5,
12,158,-0.5,1.0,
12,159,-1.5,1.25,
12,160,-1.5,0.5,
12,161,1.5,1.25,
12,162,0.5,1.5,
12,163,-0.5,0.5,
12,164,1.0,0.5,
12,165,-1.0,1.0,
12,166,-0.5,0.5,
12,167,-1.0,0.75,
12,168,1.5,0.5,
12,169,-1.5,1.0,
12,170,-1.0,1.25,
12,171,0.0,1.5,
12,172,-1.5,0.75,
12,173,1.0,1.0,
12,174,0.5,0.75,
