pid,trial,physicalSize,visualSize,congruent
10,0,1.0,1.5,
10,1,0.0,1.5,
10,2,0.5,1.0,
10,3,2.0,2.0,
10,4,1.0,0.5,
10,5,2.0,0.0,
10,6,2.0,2.5,
10,7,1.0,-0.5,
10,8,1.5,1.0,
10,9,1.0,1.5,
10,10,1.5,0.5,
10,11,0.0,0.0,
10,12,0.5,2.5,
10,13,0.5,2.0,
10,14,2.0,0.5,
10,15,1.0,0.0,
10,16,2.0,2.0,
10,17,0.0,2.5,
10,18,1.0,2.5,
10,19,1.0,2.0,
10,20,0.5,2.0,
10,21,1.0,0.0,
10,22,1.5,1.5,
10,23,2.0,0.0,
10,24,1.5,0.0,
10,25,1.0,1.5,
10,26,0.5,0.0,
10,27,1.5,0.5,
10,28,1.0,1.0,
10,29,2.0,1.0,
10,30,1.0,2.0,
10,31,1.5,0.5,
10,32,2.0,1.5,
10,33,0.0,1.0,
10,34,0.0,0.5,
10,35,0.5,1.0,
10,36,2.0,1.5,
10,37,0.5,-0.5,
10,38,2.0,1.5,
10,39,2.0,-0.5,
10,40,0.0,0.0,
10,41,1.5,0.0,
10,42,2.0,1.0,
10,43,0.0,1.5,
10,44,0.5,2.0,
10,45,2.0,1.0,
10,46,0.5,-0.5,
10,47,2.0,1.5,
10,48,1.5,2.5,
10,49,1.0,-0.5,
10,50,1.0,0.5,
10,51,0.0,2.5,
10,52,1.0,1.0,
10,53,1.0,0.0,
10,54,1.0,1.5,
10,55,1.5,1.5,
10,56,2.0,0.0,
10,57,0.5,1.0,
10,58,0.0,0.0,
10,59,0.5,2.5,
10,60,1.5,-0.5,
10,61,2.0,0.5,
10,62,1.5,2.5,
10,63,1.5,1.0,
10,64,0.5,1.5,
10,65,1.5,0.0,
10,66,0.0,1.5,
10,67,0.0,2.0,
10,68,1.0,1.0,
10,69,0.0,-0.5,
10,70,2.0,-0.5,
10,71,0.0,0.0,
10,72,0.0,1.5,
10,73,0.5,0.5,
10,74,0.5,2.0,
10,75,2.0,1.0,
10,76,0.0,1.0,
10,77,2.0,-0.5,
10,78,2.0,-0.5,
10,79,2.0,0.5,
10,80,1.5,2.0,
10,81,2.0,0.0,
10,82,0.0,1.0,
10,83,1.5,2.0,
10,84,1.0,0.5,
10,85,0.5,0.5,
10,86,0.0,0.5,
10,87,1.5,-0.5,
10,88,0.5,-0.5,
10,89,1.5,2.0,
10,90,1.5,2.0,
10,91,1.5,0.0,
10,92,1.0,2.5,
10,93,1.0,2.5,
10,94,1.5,-0.5,
10,95,0.5,2.0,
10,96,2.0,2.0,
10,97,0.0,-0.5,
10,98,1.0,0.5,
10,99,0.0,0.5,
10,100,0.5,1.5,
10,101,0.0,0.5,
10,102,1.5,2.5,
10,103,1.5,2.5,
10,104,1.0,2.5,
10,105,2.0,1.5,
10,106,0.0,2.0,
10,107,0.5,2.5,
10,108,1.0,-0.5,
10,109,1.5,-0.5,
10,110,1.0,2.0,
10,111,0.0,0.5,
10,112,1.0,2.0,
10,113,2.0,0.0,
10,114,1.5,2.0,
10,115,0.5,1.5,
10,116,1.5,1.5,
10,117,2.0,0.5,
10,118,1.5,0.5,
10,119,1.5,2.5,
10,120,1.5,-0.5,
10,121,0.0,2.5,
10,122,1.5,1.0,
10,123,1.0,1.0,
10,124,1.5,1.5,
10,125,1.0,-0.5,
10,126,0.5,2.5,
10,127,0.5,1.0,
10,128,0.5,0.0,
10,129,0.0,0.0,
10,130,0.5,0.5,
10,131,0.5,1.5,
10,132,0.0,2.0,
10,133,0.5,0.5,
10,134,2.0,2.5,
10,135,2.0,1.0,
10,136,2.0,-0.5,
10,137,0.0,-0.5,
10,138,1.5,1.0,
10,139,0.5,-0.5,
10,140,0.0,1.0,
10,141,1.0,1.5,
10,142,2.0,2.5,
10,143,2.0,2.0,
10,144,1.0,0.0,
10,145,1.0,-0.5,
10,146,0.0,1.0,
10,147,0.5,1.0,
10,148,0.0,2.5,
10,149,1.0,0.5,
10,150,0.0,2.0,
10,151,0.5,0.5,
10,152,1.0,2.0,
10,153,0.5,0.0,
10,154,1.5,1.0,
10,155,2.0,2.5,
10,156,1.0,1.0,
10,157,1.0,2.5,
10,158,2.0,2.5,
10,159,0.0,-0.5,
10,160,2.0,2.0,
10,161,0.0,2.5,
10,162,1.5,0.5,
10,163,2.0,0.5,
10,164,1.0,0.0,
10,165,0.5,1.5,
10,166,0.5,0.0,
10,167,0.0,2.0,
10,168,0.5,0.0,
10,169,1.5,0.0,
10,170,0.5,2.5,
10,171,0.0,1.5,
10,172,1.5,1.5,
10,173,0.5,-0.5,
10,174,0.0,-0.5,
