pid,trial,physicalSize,visualSize,congruent
12,0,60,87.5,0
12,1,100,200.0,1
12,2,40,67.5,0
12,3,60,75.0,0
12,4,60,125.0,1
12,5,120,87.5,0
12,6,100,50.0,0
12,7,120,125.0,1
12,8,60,75.0,0
12,9,60,150.0,0
12,10,60,125.0,1
12,11,60,50.0,0
12,12,20,125.0,1
12,13,40,150.0,0
12,14,100,75.0,0
12,15,120,50.0,0
12,16,80,87.5,0
12,17,80,175.0,0
12,18,20,175.0,0
12,19,60,175.0,0
12,20,80,50.0,0
12,21,100,100.0,1
12,22,100,87.5,1
12,23,100,75.0,0
12,24,20,125.0,1
12,25,100,87.5,1
12,26,60,87.5,1
12,27,120,75.0,1
12,28,80,50.0,0
12,29,20,150.0,0
12,30,80,87.5,1
12,31,80,67.5,0
12,32,120,50.0,0
12,33,80,150.0,0
12,34,100,87.5,1
12,35,80,125.0,0
12,36,80,75.0,0
12,37,100,200.0,0
12,38,40,75.0,0
12,39,120,75.0,1
12,40,20,87.5,0
12,41,80,67.5,0
12,42,80,175.0,0
12,43,120,150.0,0
12,44,100,200.0,0
12,45,60,100.0,1
12,46,100,100.0,1
12,47,40,200.0,0
12,48,80,50.0,0
12,49,100,50.0,0
12,50,60,150.0,0
12,51,60,100.0,1
12,52,40,75.0,0
12,53,40,87.5,0
12,54,80,150.0,0
12,55,40,175.0,0
12,56,100,75.0,0
12,57,60,150.0,0
12,58,40,125.0,0
12,59,100,67.5,0
12,60,40,175.0,0
12,61,40,175.0,0
12,62,40,175.0,0
12,63,80,75.0,0
12,64,40,87.5,0
12,65,80,75.0,0
12,66,40,200.0,0
12,67,100,75.0,1
12,68,60,200.0,0
12,69,40,125.0,1
12,70,80,100.0,1
12,71,20,150.0,1
12,72,40,175.0,0
12,73,60,50.0,0
12,74,20,67.5,0
12,75,120,175.0,1
12,76,40,200.0,0
12,77,20,175.0,0
12,78,60,125.0,1
12,79,100,87.5,1
12,80,80,100.0,1
12,81,40,75.0,0
12,82,40,87.5,0
12,83,20,50.0,0
12,84,80,200.0,0
12,85,120,200.0,1
12,86,80,75.0,0
12,87,20,50.0,0
12,88,100,125.0,1
12,89,100,150.0,1
12,90,120,50.0,0
12,91,100,50.0,0
12,92,100,67.5,0
12,93,100,125.0,1
12,94,20,75.0,0
12,95,120,100.0,1
12,96,60,87.5,1
12,97,20,100.0,1
12,98,20,200.0,0
12,99,60,87.5,1
12,100,80,87.5,1
12,101,100,150.0,1
12,102,80,67.5,0
12,103,20,75.0,0
12,104,20,175.0,0
12,105,20,50.0,0
12,106,100,50.0,0
12,107,120,125.0,0
12,108,120,200.0,0
12,109,60,75.0,0
12,110,20,67.5,0
12,111,40,100.0,1
12,112,60,100.0,1
12,113,60,150.0,0
12,114,40,50.0,0
12,115,120,100.0,1
12,116,60,67.5,0
12,117,80,87.5,0
12,118,20,75.0,0
12,119,20,75.0,0
12,120,80,125.0,1
12,121,40,125.0,1
12,122,60,175.0,0
12,123,40,67.5,0
12,124,100,50.0,0
12,125,60,200.0,0
12,126,80,200.0,0
12,127,40,125.0,1
12,128,100,125.0,1
12,129,100,67.5,0
12,130,80,175.0,0
12,131,100,125.0,1
12,132,20,67.5,0
12,133,60,67.5,0
12,134,20,87.5,0
12,135,20,150.0,1
12,136,100,175.0,1
12,137,100,67.5,0
12,138,80,50.0,0
12,139,20,100.0,1
12,140,40,200.0,0
12,141,80,100.0,1
12,142,80,200.0,0
12,143,60,67.5,0
12,144,120,100.0,1
12,145,40,50.0,0
12,146,120,125.0,1
12,147,100,100.0,1
12,148,120,175.0,0
12,149,100,150.0,1
12,150,80,100.0,1
12,151,20,200.0,0
12,152,40,50.0,0
12,153,80,200.0,0
12,154,120,50.0,0
12,155,60,175.0,0
12,156,40,87.5,0
12,157,100,100.0,1
12,158,60,100.0,1
12,159,40,50.0,0
12,160,120,200.0,1
12,161,100,87.5,1
12,162,120,67.5,0
12,163,20,200.0,0
12,164,60,175.0,0
12,165,60,125.0,1
12,166,40,100.0,1
12,167,80,67.5,0
12,168,20,150.0,1
12,169,100,175.0,1
12,170,60,150.0,0
12,171,120,67.5,0
12,172,20,87.5,0
12,173,80,125.0,1
12,174,120,75.0,1
12,175,120,87.5,1
12,176,20,87.5,0
12,177,20,100.0,1
12,178,120,87.5,1
12,179,80,150.0,0
12,180,120,150.0,0
12,181,40,87.5,0
12,182,120,175.0,1
12,183,80,67.5,0
12,184,20,50.0,0
12,185,100,67.5,0
12,186,80,87.5,1
12,187,80,150.0,0
12,188,60,87.5,1
12,189,60,50.0,0
12,190,20,200.0,0
12,191,80,100.0,1
12,192,40,75.0,0
12,193,120,200.0,1
12,194,100,200.0,1
12,195,80,125.0,1
12,196,60,67.5,0
12,197,120,100.0,1
12,198,20,200.0,0
12,199,60,50.0,0
12,200,40,100.0,1
12,201,60,75.0,0
12,202,40,150.0,0
12,203,40,67.5,0
12,204,40,50.0,0
12,205,40,100.0,1
12,206,40,67.5,0
12,207,20,75.0,0
12,208,60,100.0,1
12,209,60,200.0,0
12,210,100,75.0,0
12,211,120,200.0,1
12,212,20,100.0,1
12,213,20,67.5,0
12,214,20,125.0,1
12,215,100,175.0,1
12,216,40,150.0,0
12,217,80,175.0,1
12,218,60,50.0,0
12,219,80,150.0,1
12,220,120,175.0,1
12,221,60,200.0,0
12,222,20,87.5,0
12,223,20,67.5,0
12,224,80,175.0,0
12,225,40,200.0,0
12,226,120,67.5,0
12,227,100,125.0,1
12,228,120,87.5,1
12,229,80,75.0,0
12,230,120,125.0,1
12,231,60,75.0,0
12,232,100,150.0,1
12,233,20,175.0,0
12,234,60,67.5,0
12,235,120,75.0,1
12,236,100,100.0,1
12,237,120,87.5,1
12,238,100,175.0,0
12,239,120,150.0,1
12,240,120,75.0,0
12,241,40,125.0,1
12,242,100,175.0,1
12,243,20,175.0,0
12,244,20,125.0,1
12,245,20,100.0,0
12,246,120,67.5,0
12,247,20,150.0,0
12,248,40,75.0,0
12,249,120,67.5,0
12,250,40,150.0,0
12,251,60,175.0,0
12,252,80,200.0,0
12,253,120,150.0,1
12,254,120,175.0,1
12,255,60,200.0,0
12,256,60,125.0,1
12,257,80,50.0,0
12,258,100,200.0,0
12,259,120,50.0,0
12,260,80,125.0,1
12,261,40,150.0,0
12,262,120,150.0,1
12,263,40,100.0,0
12,264,20,50.0,0
12,265,100,150.0,0
12,266,120,100.0,1
12,267,20,125.0,1
12,268,40,67.5,0
12,269,120,125.0,1
