pid,trial,physicalSize,visualSize,congruent
4,0,100,100.0,1
4,1,40,50.0,0
4,2,20,175.0,0
4,3,100,75.0,1
4,4,40,175.0,0
4,5,20,125.0,0
4,6,60,67.5,1
4,7,80,125.0,0
4,8,60,50.0,0
4,9,40,75.0,1
4,10,40,150.0,0
4,11,20,150.0,0
4,12,80,100.0,1
4,13,20,175.0,0
4,14,40,87.5,1
4,15,120,200.0,1
4,16,20,67.5,1
4,17,100,100.0,1
4,18,80,67.5,1
4,19,60,75.0,1
4,20,80,87.5,1
4,21,120,175.0,1
4,22,40,100.0,1
4,23,120,150.0,1
4,24,100,175.0,1
4,25,100,125.0,1
4,26,60,67.5,1
4,27,120,75.0,1
4,28,100,50.0,0
4,29,40,200.0,0
4,30,80,100.0,0
4,31,60,150.0,0
4,32,40,50.0,0
4,33,60,200.0,0
4,34,120,150.0,1
4,35,120,125.0,1
4,36,100,100.0,1
4,37,120,67.5,0
4,38,40,50.0,0
4,39,60,175.0,0
4,40,80,75.0,1
4,41,100,67.5,0
4,42,120,125.0,1
4,43,20,75.0,1
4,44,120,75.0,1
4,45,40,125.0,0
4,46,80,50.0,0
4,47,120,50.0,0
4,48,80,150.0,0
4,49,100,67.5,1
4,50,120,150.0,0
4,51,100,200.0,0
4,52,60,50.0,1
4,53,20,200.0,0
4,54,40,87.5,1
4,55,40,75.0,1
4,56,40,125.0,0
4,57,60,67.5,1
4,58,60,87.5,0
4,59,100,87.5,1
4,60,20,175.0,0
4,61,120,200.0,1
4,62,40,100.0,0
4,63,40,50.0,0
4,64,120,100.0,1
4,65,60,75.0,1
4,66,100,50.0,0
4,67,40,200.0,0
4,68,20,125.0,0
4,69,120,100.0,1
4,70,80,200.0,0
4,71,80,200.0,0
4,72,100,100.0,1
4,73,20,50.0,1
4,74,40,175.0,0
4,75,80,175.0,0
4,76,120,50.0,0
4,77,80,67.5,1
4,78,60,75.0,1
4,79,20,67.5,1
4,80,120,200.0,1
4,81,100,150.0,1
4,82,100,87.5,1
4,83,60,100.0,0
4,84,120,125.0,1
4,85,120,87.5,1
4,86,80,87.5,1
4,87,20,87.5,0
4,88,100,200.0,0
4,89,100,150.0,1
4,90,40,150.0,0
4,91,100,125.0,1
4,92,80,125.0,0
4,93,60,175.0,0
4,94,20,87.5,0
4,95,40,67.5,1
4,96,60,125.0,0
4,97,80,75.0,1
4,98,40,100.0,1
4,99,100,75.0,1
4,100,60,150.0,0
4,101,120,125.0,1
4,102,40,125.0,0
4,103,20,200.0,0
4,104,60,150.0,0
4,105,100,200.0,1
4,106,80,87.5,1
4,107,80,87.5,1
4,108,40,175.0,0
4,109,120,87.5,1
4,110,40,200.0,0
4,111,20,125.0,0
4,112,80,100.0,0
4,113,100,67.5,1
4,114,120,87.5,1
4,115,20,67.5,1
4,116,120,67.5,1
4,117,120,50.0,0
4,118,120,200.0,0
4,119,100,175.0,0
4,120,100,200.0,0
4,121,60,150.0,0
4,122,80,175.0,0
4,123,20,100.0,0
4,124,100,87.5,1
4,125,100,150.0,1
4,126,80,175.0,0
4,127,60,50.0,0
4,128,120,100.0,1
4,129,80,100.0,1
4,130,100,175.0,0
4,131,60,150.0,0
4,132,80,67.5,1
4,133,80,125.0,0
4,134,60,175.0,0
4,135,120,50.0,0
4,136,100,150.0,0
4,137,20,175.0,0
4,138,120,200.0,1
4,139,20,87.5,1
4,140,40,125.0,0
4,141,40,125.0,0
4,142,60,87.5,1
4,143,100,50.0,0
4,144,20,67.5,1
4,145,60,200.0,0
4,146,120,175.0,1
4,147,60,75.0,1
4,148,100,87.5,1
4,149,60,100.0,0
4,150,40,50.0,0
4,151,100,75.0,0
4,152,60,125.0,0
4,153,40,67.5,1
4,154,60,67.5,1
4,155,60,125.0,0
4,156,40,67.5,1
4,157,80,87.5,1
4,158,60,67.5,1
4,159,80,100.0,1
4,160,100,125.0,1
4,161,100,50.0,0
4,162,60,200.0,0
4,163,40,150.0,0
4,164,80,175.0,0
4,165,20,125.0,0
4,166,20,150.0,0
4,167,100,50.0,0
4,168,60,200.0,0
4,169,40,75.0,1
4,170,80,200.0,0
4,171,40,100.0,1
4,172,60,100.0,1
4,173,60,87.5,1
4,174,80,50.0,0
4,175,120,67.5,0
4,176,100,100.0,1
4,177,40,67.5,1
4,178,120,67.5,0
4,179,60,87.5,0
4,180,60,200.0,0
4,181,20,75.0,1
4,182,120,67.5,0
4,183,120,150.0,1
4,184,120,175.0,1
4,185,40,87.5,1
4,186,80,75.0,1
4,187,40,75.0,1
4,188,100,67.5,1
4,189,80,50.0,0
4,190,80,150.0,0
4,191,60,50.0,0
4,192,60,100.0,0
4,193,20,50.0,1
4,194,60,100.0,0
4,195,100,125.0,1
4,196,20,75.0,1
4,197,100,150.0,1
4,198,20,175.0,0
4,199,60,87.5,1
4,200,80,150.0,0
4,201,20,150.0,0
4,202,40,200.0,0
4,203,80,50.0,0
4,204,120,125.0,1
4,205,20,87.5,1
4,206,80,150.0,0
4,207,60,50.0,1
4,208,40,100.0,0
4,209,80,67.5,1
4,210,20,50.0,1
4,211,40,200.0,0
4,212,40,150.0,0
4,213,20,75.0,1
4,214,120,175.0,1
