pid,trial,physical_speed,visual_end_size,scenario,congruency
9,0,20,160,two-hand,
9,1,0,140,two-hand,
9,2,10,180,two-hand,
9,3,40,100,two-hand,
9,4,20,120,two-hand,
9,5,20,100,two-hand,
9,6,10,120,two-hand,
9,7,40,100,two-hand,
9,8,10,80,two-hand,
9,9,40,120,two-hand,
9,10,0,160,two-hand,
9,11,40,160,two-hand,
9,12,20,120,two-hand,
9,13,20,160,two-hand,
9,14,40,80,two-hand,
9,15,10,160,two-hand,
9,16,10,100,two-hand,
9,17,40,140,two-hand,
9,18,10,100,two-hand,
9,19,40,180,two-hand,
9,20,10,180,two-hand,
9,21,0,180,two-hand,
9,22,40,120,two-hand,
9,23,40,180,two-hand,
9,24,10,180,two-hand,
9,25,10,80,two-hand,
9,26,40,100,two-hand,
9,27,0,80,two-hand,
9,28,0,100,two-hand,
9,29,20,180,two-hand,
9,30,0,140,two-hand,
9,31,10,100,two-hand,
9,32,20,140,two-hand,
9,33,20,100,two-hand,
9,34,40,180,two-hand,
9,35,40,160,two-hand,
9,36,0,140,two-hand,
9,37,20,100,two-hand,
9,38,10,120,two-hand,
9,39,20,80,two-hand,
9,40,0,80,two-hand,
9,41,20,100,two-hand,
9,42,10,160,two-hand,
9,43,0,120,two-hand,
9,44,10,100,two-hand,
9,45,40,120,two-hand,
9,46,20,160,two-hand,
9,47,40,120,two-hand,
9,48,20,80,two-hand,
9,49,40,80,two-hand,
9,50,0,160,two-hand,
9,51,0,80,two-hand,
9,52,20,140,two-hand,
9,53,10,120,two-hand,
9,54,0,180,two-hand,
9,55,20,80,two-hand,
9,56,0,140,two-hand,
9,57,0,180,two-hand,
9,58,20,160,two-hand,
9,59,20,180,two-hand,
9,60,20,80,two-hand,
9,61,0,160,two-hand,
9,62,20,140,two-hand,
9,63,10,160,two-hand,
9,64,10,80,two-hand,
9,65,20,180,two-hand,
9,66,10,140,two-hand,
9,67,10,80,two-hand,
9,68,40,80,two-hand,
9,69,20,120,two-hand,
9,70,0,100,two-hand,
9,71,40,160,two-hand,
9,72,10,160,two-hand,
9,73,40,160,two-hand,
9,74,20,140,two-hand,
9,75,0,120,two-hand,
9,76,10,140,two-hand,
9,77,40,140,two-hand,
9,78,10,180,two-hand,
9,79,0,120,two-hand,
9,80,0,80,two-hand,
9,81,20,120,two-hand,
9,82,20,180,two-hand,
9,83,10,140,two-hand,
9,84,0,100,two-hand,
9,85,0,100,two-hand,
9,86,40,140,two-hand,
9,87,10,120,two-hand,
9,88,40,180,two-hand,
9,89,0,120,two-hand,
9,90,10,140,two-hand,
9,91,40,100,two-hand,
9,92,40,80,two-hand,
9,93,40,140,two-hand,
9,94,0,160,two-hand,
9,95,0,180,two-hand,
9,96,20,160,one-hand,
9,97,40,120,one-hand,
9,98,0,140,one-hand,
9,99,20,160,one-hand,
9,100,10,120,one-hand,
9,101,0,80,one-hand,
9,102,0,160,one-hand,
9,103,40,140,one-hand,
9,104,10,100,one-hand,
9,105,10,100,one-hand,
9,106,0,100,one-hand,
9,107,0,160,one-hand,
9,108,40,140,one-hand,
9,109,20,100,one-hand,
9,110,10,160,one-hand,
9,111,40,80,one-hand,
9,112,20,80,one-hand,
9,113,40,160,one-hand,
9,114,40,160,one-hand,
9,115,0,100,one-hand,
9,116,10,80,one-hand,
9,117,40,120,one-hand,
9,118,10,140,one-hand,
9,119,0,100,one-hand,
9,120,20,180,one-hand,
9,121,40,100,one-hand,
9,122,40,180,one-hand,
9,123,0,160,one-hand,
9,124,10,160,one-hand,
9,125,40,100,one-hand,
9,126,20,140,one-hand,
9,127,0,180,one-hand,
9,128,0,80,one-hand,
9,129,10,180,one-hand,
9,130,0,180,one-hand,
9,131,40,180,one-hand,
9,132,20,80,one-hand,
9,133,0,120,one-hand,
9,134,0,100,one-hand,
9,135,40,80,one-hand,
9,136,0,140,one-hand,
9,137,10,120,one-hand,
9,138,10,180,one-hand,
9,139,20,140,one-hand,
9,140,10,80,one-hand,
9,141,10,160,one-hand,
9,142,40,140,one-hand,
9,143,10,180,one-hand,
9,144,20,100,one-hand,
9,145,10,120,one-hand,
9,146,0,140,one-hand,
9,147,0,180,one-hand,
9,148,40,120,one-hand,
9,149,40,180,one-hand,
9,150,20,180,one-hand,
9,151,40,80,one-hand,
9,152,10,80,one-hand,
9,153,40,160,one-hand,
9,154,20,100,one-hand,
9,155,10,140,one-hand,
9,156,10,180,one-hand,
9,157,20,80,one-hand,
9,158,0,120,one-hand,
9,159,20,80,one-hand,
9,160,20,140,one-hand,
9,161,40,140,one-hand,
9,162,10,120,one-hand,
9,163,40,80,one-hand,
9,164,20,120,one-hand,
9,165,40,100,one-hand,
9,166,10,100,one-hand,
9,167,40,180,one-hand,
9,168,20,100,one-hand,
9,169,40,100,one-hand,
9,170,20,120,one-hand,
9,171,20,140,one-hand,
9,172,0,140,one-hand,
9,173,10,80,one-hand,
9,174,10,160,one-hand,
9,175,20,120,one-hand,
9,176,0,80,one-hand,
9,177,20,160,one-hand,
9,178,20,160,one-hand,
9,179,0,120,one-hand,
9,180,0,160,one-hand,
9,181,0,80,one-hand,
9,182,20,120,one-hand,
9,183,0,120,one-hand,
9,184,40,120,one-hand,
9,185,40,160,one-hand,
9,186,20,180,one-hand,
9,187,10,140,one-hand,
9,188,10,100,one-hand,
9,189,10,140,one-hand,
9,190,20,180,one-hand,
9,191,0,180,one-hand,
