pid,trial,physical_speed,visual_end_size,scenario,congruency
5,0,20,160,two-hand,
5,1,20,120,two-hand,
5,2,20,80,two-hand,
5,3,40,120,two-hand,
5,4,40,80,two-hand,
5,5,10,80,two-hand,
5,6,40,80,two-hand,
5,7,0,160,two-hand,
5,8,10,160,two-hand,
5,9,20,100,two-hand,
5,10,20,80,two-hand,
5,11,10,120,two-hand,
5,12,10,100,two-hand,
5,13,20,140,two-hand,
5,14,40,160,two-hand,
5,15,40,160,two-hand,
5,16,40,160,two-hand,
5,17,20,80,two-hand,
5,18,10,100,two-hand,
5,19,20,180,two-hand,
5,20,20,180,two-hand,
5,21,20,100,two-hand,
5,22,0,120,two-hand,
5,23,0,100,two-hand,
5,24,40,140,two-hand,
5,25,40,100,two-hand,
5,26,20,180,two-hand,
5,27,40,120,two-hand,
5,28,10,140,two-hand,
5,29,40,180,two-hand,
5,30,40,140,two-hand,
5,31,40,80,two-hand,
5,32,10,140,two-hand,
5,33,20,100,two-hand,
5,34,0,140,two-hand,
5,35,0,160,two-hand,
5,36,0,140,two-hand,
5,37,20,120,two-hand,
5,38,20,80,two-hand,
5,39,10,140,two-hand,
5,40,0,100,two-hand,
5,41,20,180,two-hand,
5,42,20,160,two-hand,
5,43,10,80,two-hand,
5,44,0,120,two-hand,
5,45,0,80,two-hand,
5,46,0,180,two-hand,
5,47,40,180,two-hand,
5,48,0,120,two-hand,
5,49,0,100,two-hand,
5,50,10,80,two-hand,
5,51,10,180,two-hand,
5,52,10,180,two-hand,
5,53,0,160,two-hand,
5,54,0,80,two-hand,
5,55,40,100,two-hand,
5,56,0,180,two-hand,
5,57,0,180,two-hand,
5,58,10,180,two-hand,
5,59,0,140,two-hand,
5,60,0,120,two-hand,
5,61,0,140,two-hand,
5,62,40,180,two-hand,
5,63,0,180,two-hand,
5,64,10,80,two-hand,
5,65,10,160,two-hand,
5,66,10,160,two-hand,
5,67,0,80,two-hand,
5,68,10,160,two-hand,
5,69,20,120,two-hand,
5,70,40,120,two-hand,
5,71,20,100,two-hand,
5,72,40,100,two-hand,
5,73,20,140,two-hand,
5,74,10,180,two-hand,
5,75,40,140,two-hand,
5,76,40,140,two-hand,
5,77,20,160,two-hand,
5,78,40,160,two-hand,
5,79,0,80,two-hand,
5,80,40,100,two-hand,
5,81,10,140,two-hand,
5,82,40,180,two-hand,
5,83,20,120,two-hand,
5,84,10,100,two-hand,
5,85,0,100,two-hand,
5,86,10,100,two-hand,
5,87,20,160,two-hand,
5,88,20,140,two-hand,
5,89,20,140,two-hand,
5,90,10,120,two-hand,
5,91,40,80,two-hand,
5,92,10,120,two-hand,
5,93,0,160,two-hand,
5,94,40,120,two-hand,
5,95,10,120,two-hand,
5,96,0,160,one-hand,
5,97,0,140,one-hand,
5,98,20,160,one-hand,
5,99,20,140,one-hand,
5,100,10,100,one-hand,
5,101,10,140,one-hand,
5,102,0,120,one-hand,
5,103,40,140,one-hand,
5,104,40,100,one-hand,
5,105,40,140,one-hand,
5,106,10,140,one-hand,
5,107,0,180,one-hand,
5,108,20,80,one-hand,
5,109,10,160,one-hand,
5,110,0,80,one-hand,
5,111,10,80,one-hand,
5,112,10,180,one-hand,
5,113,20,120,one-hand,
5,114,20,140,one-hand,
5,115,40,120,one-hand,
5,116,40,140,one-hand,
5,117,20,180,one-hand,
5,118,40,160,one-hand,
5,119,0,80,one-hand,
5,120,10,100,one-hand,
5,121,10,80,one-hand,
5,122,0,120,one-hand,
5,123,10,180,one-hand,
5,124,10,140,one-hand,
5,125,0,100,one-hand,
5,126,40,120,one-hand,
5,127,20,80,one-hand,
5,128,40,80,one-hand,
5,129,20,180,one-hand,
5,130,10,100,one-hand,
5,131,20,100,one-hand,
5,132,10,180,one-hand,
5,133,40,100,one-hand,
5,134,0,140,one-hand,
5,135,0,120,one-hand,
5,136,10,160,one-hand,
5,137,40,120,one-hand,
5,138,20,160,one-hand,
5,139,20,100,one-hand,
5,140,40,180,one-hand,
5,141,20,120,one-hand,
5,142,0,120,one-hand,
5,143,0,140,one-hand,
5,144,0,80,one-hand,
5,145,40,80,one-hand,
5,146,0,180,one-hand,
5,147,20,100,one-hand,
5,148,40,160,one-hand,
5,149,0,100,one-hand,
5,150,0,160,one-hand,
5,151,40,80,one-hand,
5,152,0,180,one-hand,
5,153,10,120,one-hand,
5,154,20,180,one-hand,
5,155,0,140,one-hand,
5,156,10,120,one-hand,
5,157,0,160,one-hand,
5,158,40,180,one-hand,
5,159,0,100,one-hand,
5,160,20,140,one-hand,
5,161,40,80,one-hand,
5,162,0,160,one-hand,
5,163,20,160,one-hand,
5,164,20,140,one-hand,
5,165,40,140,one-hand,
5,166,10,180,one-hand,
5,167,20,100,one-hand,
5,168,20,80,one-hand,
5,169,20,120,one-hand,
5,170,40,120,one-hand,
5,171,40,100,one-hand,
5,172,10,80,one-hand,
5,173,40,160,one-hand,
5,174,40,100,one-hand,
5,175,10,140,one-hand,
5,176,10,160,one-hand,
5,177,10,120,one-hand,
5,178,20,180,one-hand,
5,179,20,120,one-hand,
5,180,40,180,one-hand,
5,181,40,180,one-hand,
5,182,10,100,one-hand,
5,183,0,180,one-hand,
5,184,10,160,one-hand,
5,185,0,100,one-hand,
5,186,40,160,one-hand,
5,187,20,160,one-hand,
5,188,10,120,one-hand,
5,189,0,80,one-hand,
5,190,10,80,one-hand,
5,191,20,80,one-hand,
