pid,trial,visualSize,scenario,delayTime,direction,congruency,time,distance
7,0,30,one-hand,0.5,shrink,,,
7,1,60,one-hand,0.5,shrink,,,
7,2,50,one-hand,0.5,shrink,,,
7,3,55,one-hand,0.5,shrink,,,
7,4,35,one-hand,0.5,shrink,,,
7,5,55,one-hand,0.5,shrink,,,
7,6,25,one-hand,0.5,shrink,,,
7,7,25,one-hand,0.5,shrink,,,
7,8,25,one-hand,0.5,shrink,,,
7,9,30,one-hand,0.5,shrink,,,
7,10,45,one-hand,0.5,shrink,,,
7,11,40,one-hand,0.5,shrink,,,
7,12,50,one-hand,0.5,shrink,,,
7,13,50,one-hand,0.5,shrink,,,
7,14,40,one-hand,0.5,shrink,,,
7,15,45,one-hand,0.5,shrink,,,
7,16,30,one-hand,0.5,shrink,,,
7,17,35,one-hand,0.5,shrink,,,
7,18,20,one-hand,0.5,shrink,,,
7,19,35,one-hand,0.5,shrink,,,
7,20,60,one-hand,0.5,shrink,,,
7,21,40,one-hand,0.5,shrink,,,
7,22,55,one-hand,0.5,shrink,,,
7,23,20,one-hand,0.5,shrink,,,
7,24,60,one-hand,0.5,shrink,,,
7,25,45,one-hand,0.5,shrink,,,
7,26,20,one-hand,0.5,shrink,,,
7,27,35,one-hand,0.5,shrink,,,
7,28,20,one-hand,0.5,shrink,,,
7,29,60,one-hand,0.5,shrink,,,
7,30,60,one-hand,0.5,shrink,,,
7,31,20,one-hand,0.5,shrink,,,
7,32,50,one-hand,0.5,shrink,,,
7,33,25,one-hand,0.5,shrink,,,
7,34,30,one-hand,0.5,shrink,,,
7,35,45,one-hand,0.5,shrink,,,
7,36,40,one-hand,0.5,shrink,,,
7,37,55,one-hand,0.5,shrink,,,
7,38,40,one-hand,0.5,shrink,,,
7,39,30,one-hand,0.5,shrink,,,
7,40,35,one-hand,0.5,shrink,,,
7,41,45,one-hand,0.5,shrink,,,
7,42,50,one-hand,0.5,shrink,,,
7,43,25,one-hand,0.5,shrink,,,
7,44,55,one-hand,0.5,shrink,,,
7,45,25,two-hand,0.5,shrink,,,
7,46,45,two-hand,0.5,shrink,,,
7,47,45,two-hand,0.5,shrink,,,
7,48,50,two-hand,0.5,shrink,,,
7,49,30,two-hand,0.5,shrink,,,
7,50,35,two-hand,0.5,shrink,,,
7,51,45,two-hand,0.5,shrink,,,
7,52,25,two-hand,0.5,shrink,,,
7,53,40,two-hand,0.5,shrink,,,
7,54,35,two-hand,0.5,shrink,,,
7,55,20,two-hand,0.5,shrink,,,
7,56,30,two-hand,0.5,shrink,,,
7,57,35,two-hand,0.5,shrink,,,
7,58,50,two-hand,0.5,shrink,,,
7,59,55,two-hand,0.5,shrink,,,
7,60,50,two-hand,0.5,shrink,,,
7,61,30,two-hand,0.5,shrink,,,
7,62,60,two-hand,0.5,shrink,,,
7,63,35,two-hand,0.5,shrink,,,
7,64,60,two-hand,0.5,shrink,,,
7,65,45,two-hand,0.5,shrink,,,
7,66,30,two-hand,0.5,shrink,,,
7,67,40,two-hand,0.5,shrink,,,
7,68,25,two-hand,0.5,shrink,,,
7,69,50,two-hand,0.5,shrink,,,
7,70,55,two-hand,0.5,shrink,,,
7,71,45,two-hand,0.5,shrink,,,
7,72,20,two-hand,0.5,shrink,,,
7,73,60,two-hand,0.5,shrink,,,
7,74,20,two-hand,0.5,shrink,,,
7,75,35,two-hand,0.5,shrink,,,
7,76,20,two-hand,0.5,shrink,,,
7,77,55,two-hand,0.5,shrink,,,
7,78,40,two-hand,0.5,shrink,,,
7,79,55,two-hand,0.5,shrink,,,
7,80,30,two-hand,0.5,shrink,,,
7,81,25,two-hand,0.5,shrink,,,
7,82,60,two-hand,0.5,shrink,,,
7,83,20,two-hand,0.5,shrink,,,
7,84,50,two-hand,0.5,shrink,,,
7,85,25,two-hand,0.5,shrink,,,
7,86,60,two-hand,0.5,shrink,,,
7,87,55,two-hand,0.5,shrink,,,
7,88,40,two-hand,0.5,shrink,,,
7,89,40,two-hand,0.5,shrink,,,
