pid,trial,visualSize,scenario,direction,congruency,time,distance
6,0,60,two-hand,shrink,1,3.400435,0.1884578
6,1,42,two-hand,shrink,0,3.845701,0.1839808
6,2,60,two-hand,shrink,1,2.382011,0.17362
6,3,58,two-hand,shrink,0,1.921312,0.1721725
6,4,54,two-hand,shrink,1,1.712602,0.1965547
6,5,56,two-hand,shrink,1,2.08865,0.1846114
6,6,56,two-hand,shrink,1,1.32298,0.1791549
6,7,52,two-hand,shrink,1,2.686861,0.1987303
6,8,44,two-hand,shrink,0,2.199941,0.198102
6,9,48,two-hand,shrink,1,3.411424,0.1889034
6,10,54,two-hand,shrink,1,2.366333,0.1839872
6,11,42,two-hand,shrink,0,1.935316,0.1831076
6,12,60,two-hand,shrink,0,2.700672,0.1752945
6,13,50,two-hand,shrink,1,2.785163,0.1921727
6,14,50,two-hand,shrink,1,2.241587,0.1781861
6,15,48,two-hand,shrink,0,1.96335,0.1851909
6,16,48,two-hand,shrink,1,2.328723,0.1854334
6,17,58,two-hand,shrink,0,2.589676,0.2043598
6,18,42,two-hand,shrink,1,2.297292,0.1793754
6,19,44,two-hand,shrink,0,1.782605,0.1829302
6,20,46,two-hand,shrink,1,1.615581,0.1761554
6,21,46,two-hand,shrink,1,2.478501,0.1903539
6,22,56,two-hand,shrink,1,1.796075,0.1766476
6,23,40,two-hand,shrink,1,2.061028,0.1795415
6,24,50,two-hand,shrink,0,2.116467,0.181028
6,25,42,two-hand,shrink,1,1.672423,0.1777965
6,26,60,two-hand,shrink,1,1.574557,0.1812104
6,27,50,two-hand,shrink,1,1.405881,0.1771076
6,28,48,two-hand,shrink,1,1.740443,0.177761
6,29,52,two-hand,shrink,1,1.990913,0.1821684
6,30,58,two-hand,shrink,1,1.852075,0.1770037
6,31,60,two-hand,shrink,0,2.228264,0.1809143
6,32,52,two-hand,shrink,1,1.392166,0.1835067
6,33,40,two-hand,shrink,0,1.656606,0.1781835
6,34,50,two-hand,shrink,1,2.17181,0.1799225
6,35,52,two-hand,shrink,0,1.364612,0.1865287
6,36,58,two-hand,shrink,1,1.712537,0.1770888
6,37,46,two-hand,shrink,1,2.046831,0.1807593
6,38,56,two-hand,shrink,0,1.573721,0.1826405
6,39,48,two-hand,shrink,1,1.36466,0.1730739
6,40,44,two-hand,shrink,1,2.325186,0.181108
6,41,54,two-hand,shrink,1,1.879416,0.1772251
6,42,44,two-hand,shrink,1,1.433299,0.1704982
6,43,46,two-hand,shrink,0,3.188988,0.1746131
6,44,58,two-hand,shrink,1,1.948816,0.197891
6,45,46,two-hand,shrink,1,2.339551,0.1945283
6,46,40,two-hand,shrink,1,1.656438,0.1831452
6,47,56,two-hand,shrink,0,1.573406,0.1818217
6,48,40,two-hand,shrink,1,1.211139,0.1772107
6,49,42,two-hand,shrink,1,1.294737,0.1881882
6,50,54,two-hand,shrink,1,1.893411,0.1843091
6,51,40,two-hand,shrink,1,1.781612,0.1879712
6,52,54,two-hand,shrink,1,3.132426,0.1832139
6,53,44,two-hand,shrink,1,2.269355,0.1806173
6,54,52,two-hand,shrink,0,2.088633,0.1961542
6,55,44,one-hand,shrink,1,1.768563,
6,56,40,one-hand,shrink,1,1.4617,
6,57,56,one-hand,shrink,1,1.336415,
6,58,48,one-hand,shrink,1,1.865717,
6,59,40,one-hand,shrink,0,1.642639,
6,60,54,one-hand,shrink,1,1.169885,
6,61,58,one-hand,shrink,1,1.503935,
6,62,44,one-hand,shrink,0,2.338793,
6,63,40,one-hand,shrink,1,1.462119,
6,64,56,one-hand,shrink,1,1.35076,
6,65,60,one-hand,shrink,1,1.350686,
6,66,52,one-hand,shrink,1,1.670977,
6,67,58,one-hand,shrink,1,1.600632,
6,68,42,one-hand,shrink,1,2.045645,
6,69,60,one-hand,shrink,0,2.881821,
6,70,48,one-hand,shrink,0,1.87951,
6,71,60,one-hand,shrink,1,1.406909,
6,72,44,one-hand,shrink,1,4.35801,
6,73,48,one-hand,shrink,1,1.796154,
6,74,54,one-hand,shrink,1,2.352661,
6,75,56,one-hand,shrink,1,2.353301,
6,76,58,one-hand,shrink,1,1.838432,
6,77,52,one-hand,shrink,1,1.824863,
6,78,46,one-hand,shrink,1,1.378785,
6,79,44,one-hand,shrink,1,1.294704,
6,80,54,one-hand,shrink,1,1.615353,
6,81,46,one-hand,shrink,1,1.05876,
6,82,46,one-hand,shrink,1,1.002512,
6,83,52,one-hand,shrink,1,0.9748171,
6,84,48,one-hand,shrink,1,1.921028,
6,85,50,one-hand,shrink,1,1.225422,
6,86,50,one-hand,shrink,1,1.573588,
6,87,54,one-hand,shrink,1,1.712833,
6,88,50,one-hand,shrink,1,2.14423,
6,89,42,one-hand,shrink,1,1.950261,
6,90,44,one-hand,shrink,1,2.186287,
6,91,56,one-hand,shrink,0,2.450373,
6,92,50,one-hand,shrink,1,2.157898,
6,93,42,one-hand,shrink,0,1.573558,
6,94,58,one-hand,shrink,0,1.698922,
6,95,52,one-hand,shrink,0,2.214007,
6,96,42,one-hand,shrink,0,3.397556,
6,97,56,one-hand,shrink,0,2.687125,
6,98,54,one-hand,shrink,0,3.884927,
6,99,46,one-hand,shrink,1,1.197449,
6,100,60,one-hand,shrink,1,1.517543,
6,101,46,one-hand,shrink,1,1.086211,
6,102,42,one-hand,shrink,1,1.058086,
6,103,48,one-hand,shrink,1,0.9887159,
6,104,50,one-hand,shrink,1,0.863125,
6,105,60,one-hand,shrink,1,1.100113,
6,106,58,one-hand,shrink,1,1.044363,
6,107,52,one-hand,shrink,1,1.44744,
6,108,40,one-hand,shrink,1,1.169618,
6,109,40,one-hand,shrink,1,1.448607,
