pid,trial,visualSize,scenario,direction,congruency,time,distance
10,0,90,one-hand,expand,1,3.162961,
10,1,120,one-hand,expand,0,7.50698,
10,2,110,one-hand,expand,1,6.282415,
10,3,110,one-hand,expand,0,1.921363,
10,4,120,one-hand,expand,1,3.343568,
10,5,120,one-hand,expand,1,4.080131,
10,6,130,one-hand,expand,0,3.414109,
10,7,90,one-hand,expand,0,2.53662,
10,8,140,one-hand,expand,0,2.438908,
10,9,160,one-hand,expand,1,2.59258,
10,10,140,one-hand,expand,1,2.32723,
10,11,130,one-hand,expand,0,5.82287,
10,12,130,one-hand,expand,0,2.201834,
10,13,80,one-hand,expand,0,1.992849,
10,14,100,one-hand,expand,0,2.020346,
10,15,120,one-hand,expand,0,5.30793,
10,16,160,one-hand,expand,1,2.031911,
10,17,80,one-hand,expand,1,1.90936,
10,18,170,one-hand,expand,0,4.709638,
10,19,180,one-hand,expand,1,1.659978,
10,20,130,one-hand,expand,0,2.689739,
10,21,160,one-hand,expand,1,1.617273,
10,22,100,one-hand,expand,1,1.784605,
10,23,120,one-hand,expand,1,1.881786,
10,24,80,one-hand,expand,0,1.63144,
10,25,110,one-hand,expand,1,2.076822,
10,26,110,one-hand,expand,0,3.46926,
10,27,150,one-hand,expand,1,1.936915,
10,28,90,one-hand,expand,0,1.881762,
10,29,160,one-hand,expand,1,2.021176,
10,30,130,one-hand,expand,0,3.232577,
10,31,150,one-hand,expand,1,3.385522,
10,32,100,one-hand,expand,0,3.316343,
10,33,90,one-hand,expand,0,2.020742,
10,34,80,one-hand,expand,0,1.38063,
10,35,150,one-hand,expand,1,1.491692,
10,36,100,one-hand,expand,1,1.310642,
10,37,170,one-hand,expand,1,1.742147,
10,38,100,one-hand,expand,0,2.327287,
10,39,150,one-hand,expand,0,1.547518,
10,40,170,one-hand,expand,0,1.826686,
10,41,180,one-hand,expand,0,2.035471,
10,42,110,one-hand,expand,0,2.034451,
10,43,180,one-hand,expand,1,1.686816,
10,44,140,one-hand,expand,1,1.560784,
10,45,140,one-hand,expand,1,1.685847,
10,46,140,one-hand,expand,1,1.936793,
10,47,180,one-hand,expand,1,1.72879,
10,48,80,one-hand,expand,1,1.599434,
10,49,150,one-hand,expand,1,1.700727,
10,50,180,one-hand,expand,1,2.18847,
10,51,170,one-hand,expand,1,1.909633,
10,52,90,one-hand,expand,1,1.519161,
10,53,160,one-hand,expand,1,2.285037,
10,54,170,one-hand,expand,1,1.743186,
10,55,90,two-hand,expand,0,2.884741,0.2025141
10,56,170,two-hand,expand,1,2.313276,0.2328976
10,57,100,two-hand,expand,0,1.534567,0.2109361
10,58,140,two-hand,expand,1,1.408649,0.2291513
10,59,150,two-hand,expand,1,1.631202,0.2087695
10,60,150,two-hand,expand,1,1.479344,0.2162227
10,61,170,two-hand,expand,0,2.563968,0.2328067
10,62,150,two-hand,expand,0,1.338513,0.2197927
10,63,80,two-hand,expand,0,1.63255,0.2014813
10,64,80,two-hand,expand,0,1.478017,0.2073941
10,65,130,two-hand,expand,1,1.406713,0.2319688
10,66,120,two-hand,expand,1,1.617336,0.2253787
10,67,170,two-hand,expand,0,1.99359,0.2162232
10,68,140,two-hand,expand,0,1.630254,0.2301008
10,69,180,two-hand,expand,1,1.965576,0.243519
10,70,90,two-hand,expand,1,2.509216,0.2145504
10,71,160,two-hand,expand,1,2.410451,0.2575827
10,72,140,two-hand,expand,1,1.784545,0.2723554
10,73,120,two-hand,expand,1,2.314063,0.251105
10,74,100,two-hand,expand,0,2.452385,0.2345955
10,75,80,two-hand,expand,0,1.741927,0.2089179
10,76,100,two-hand,expand,0,1.644859,0.2229611
10,77,110,two-hand,expand,0,3.135388,0.2429422
10,78,130,two-hand,expand,1,1.50611,0.2484266
10,79,80,two-hand,expand,1,1.714401,0.2186903
10,80,140,two-hand,expand,1,1.282948,0.2482625
10,81,150,two-hand,expand,1,1.422265,0.2435356
10,82,110,two-hand,expand,1,1.310558,0.2033242
10,83,90,two-hand,expand,0,2.647752,0.2152375
10,84,80,two-hand,expand,1,1.269669,0.2077573
10,85,130,two-hand,expand,1,1.534386,0.2295219
10,86,160,two-hand,expand,1,3.455165,0.2498002
10,87,150,two-hand,expand,0,3.858639,0.2368846
10,88,140,two-hand,expand,1,1.352894,0.240586
10,89,160,two-hand,expand,0,1.729338,0.2085662
10,90,100,two-hand,expand,0,2.28595,0.2179395
10,91,120,two-hand,expand,0,2.857363,0.2081559
10,92,180,two-hand,expand,1,1.506282,0.2210637
10,93,110,two-hand,expand,1,1.658384,0.2148677
10,94,180,two-hand,expand,1,1.478585,0.2419157
10,95,110,two-hand,expand,1,1.283599,0.213573
10,96,110,two-hand,expand,1,2.41102,0.2423165
10,97,180,two-hand,expand,1,2.437826,0.2694974
10,98,160,two-hand,expand,1,2.230434,0.249058
10,99,90,two-hand,expand,1,1.478396,0.2056537
10,100,130,two-hand,expand,1,1.326938,0.2420103
10,101,160,two-hand,expand,1,1.505943,0.2615793
10,102,170,two-hand,expand,1,1.478442,0.2651695
10,103,180,two-hand,expand,1,1.436453,0.2793169
10,104,120,two-hand,expand,1,1.269338,0.2233889
10,105,130,two-hand,expand,1,1.491164,0.2365935
10,106,170,two-hand,expand,0,1.88265,0.2437131
10,107,120,two-hand,expand,1,1.338428,0.2495272
10,108,100,two-hand,expand,0,1.857492,0.2117396
10,109,90,two-hand,expand,1,1.547549,0.2147461
