pid,trial,visualSize,scenario,delayTime,direction,congruency,time,distance
3,0,35,one-hand,0.5,shrink,0,2.071333,
3,1,40,one-hand,0.5,shrink,0,1.861553,
3,2,25,one-hand,0.5,shrink,0,1.960035,
3,3,30,one-hand,0.5,shrink,0,1.571779,
3,4,25,one-hand,0.5,shrink,0,1.515975,
3,5,35,one-hand,0.5,shrink,0,1.585159,
3,6,30,one-hand,0.5,shrink,0,1.391359,
3,7,50,one-hand,0.5,shrink,0,1.779847,
3,8,55,one-hand,0.5,shrink,1,1.738631,
3,9,20,one-hand,0.5,shrink,0,1.307854,
3,10,30,one-hand,0.5,shrink,0,1.405594,
3,11,60,one-hand,0.5,shrink,1,1.224392,
3,12,25,one-hand,0.5,shrink,0,1.835056,
3,13,45,one-hand,0.5,shrink,0,1.641421,
3,14,35,one-hand,0.5,shrink,0,1.529985,
3,15,50,one-hand,0.5,shrink,0,1.613564,
3,16,60,one-hand,0.5,shrink,1,1.26606,
3,17,55,one-hand,0.5,shrink,0,2.11292,
3,18,45,one-hand,0.5,shrink,0,1.488245,
3,19,40,one-hand,0.5,shrink,0,1.765714,
3,20,25,one-hand,0.5,shrink,0,1.487954,
3,21,30,one-hand,0.5,shrink,0,1.543698,
3,22,35,one-hand,0.5,shrink,0,1.487955,
3,23,20,one-hand,0.5,shrink,0,1.418579,
3,24,55,one-hand,0.5,shrink,1,1.252563,
3,25,50,one-hand,0.5,shrink,0,1.571857,
3,26,25,one-hand,0.5,shrink,0,1.390509,
3,27,50,one-hand,0.5,shrink,0,2.127126,
3,28,35,one-hand,0.5,shrink,0,1.530112,
3,29,20,one-hand,0.5,shrink,0,1.377223,
3,30,45,one-hand,0.5,shrink,0,1.571686,
3,31,55,one-hand,0.5,shrink,1,1.279426,
3,32,20,one-hand,0.5,shrink,0,1.321441,
3,33,20,one-hand,0.5,shrink,0,1.29346,
3,34,40,one-hand,0.5,shrink,0,1.376969,
3,35,30,one-hand,0.5,shrink,0,1.335979,
3,36,60,one-hand,0.5,shrink,1,1.432726,
3,37,60,one-hand,0.5,shrink,1,1.308123,
3,38,40,one-hand,0.5,shrink,0,1.237434,
3,39,40,one-hand,0.5,shrink,0,1.516054,
3,40,50,one-hand,0.5,shrink,0,1.61308,
3,41,60,one-hand,0.5,shrink,1,1.183402,
3,42,45,one-hand,0.5,shrink,0,1.280125,
3,43,55,one-hand,0.5,shrink,0,1.779843,
3,44,45,one-hand,0.5,shrink,0,1.516617,
3,45,60,two-hand,0.5,shrink,0,1.932978,0.1880012
3,46,35,two-hand,0.5,shrink,0,1.321562,0.1865226
3,47,40,two-hand,0.5,shrink,0,1.30849,0.1833638
3,48,50,two-hand,0.5,shrink,0,1.710791,0.1794524
3,49,50,two-hand,0.5,shrink,0,1.626883,0.1798926
3,50,35,two-hand,0.5,shrink,0,1.597528,0.1820086
3,51,45,two-hand,0.5,shrink,0,1.571256,0.1837157
3,52,55,two-hand,0.5,shrink,0,2.057458,0.1831949
3,53,55,two-hand,0.5,shrink,0,1.696615,0.1792268
3,54,20,two-hand,0.5,shrink,0,1.48813,0.1825739
3,55,35,two-hand,0.5,shrink,0,1.543612,0.1816235
3,56,60,two-hand,0.5,shrink,1,2.01633,0.175365
3,57,45,two-hand,0.5,shrink,0,1.376824,0.1819569
3,58,50,two-hand,0.5,shrink,0,1.682586,0.1787848
3,59,60,two-hand,0.5,shrink,1,1.821295,0.1778511
3,60,30,two-hand,0.5,shrink,0,1.571022,0.1808362
3,61,50,two-hand,0.5,shrink,0,1.735005,0.1824775
3,62,55,two-hand,0.5,shrink,0,1.697131,0.1783734
3,63,20,two-hand,0.5,shrink,0,1.585157,0.1803687
3,64,25,two-hand,0.5,shrink,0,1.488632,0.1795069
3,65,20,two-hand,0.5,shrink,0,1.447628,0.1822355
3,66,55,two-hand,0.5,shrink,0,1.696595,0.1773651
3,67,40,two-hand,0.5,shrink,0,1.515962,0.1766294
3,68,35,two-hand,0.5,shrink,0,1.376852,0.1783316
3,69,50,two-hand,0.5,shrink,0,1.294026,0.1757766
3,70,35,two-hand,0.5,shrink,0,1.461224,0.1796122
3,71,45,two-hand,0.5,shrink,0,1.389953,0.1787309
3,72,45,two-hand,0.5,shrink,0,1.418361,0.1769731
3,73,30,two-hand,0.5,shrink,0,1.404802,0.1804535
3,74,25,two-hand,0.5,shrink,0,1.433312,0.1794383
3,75,60,two-hand,0.5,shrink,0,1.599443,0.1773623
3,76,25,two-hand,0.5,shrink,0,1.446736,0.1768118
3,77,55,two-hand,0.5,shrink,0,1.932732,0.1755015
3,78,25,two-hand,0.5,shrink,0,1.641394,0.1786129
3,79,30,two-hand,0.5,shrink,0,1.585493,0.1793047
3,80,45,two-hand,0.5,shrink,0,1.488396,0.1824361
3,81,25,two-hand,0.5,shrink,0,1.514305,0.1825017
3,82,20,two-hand,0.5,shrink,0,1.418443,0.1834935
3,83,40,two-hand,0.5,shrink,0,1.527938,0.1807918
3,84,40,two-hand,0.5,shrink,0,1.516423,0.1784275
3,85,20,two-hand,0.5,shrink,0,1.654874,0.1771237
3,86,40,two-hand,0.5,shrink,0,1.558062,0.1797929
3,87,30,two-hand,0.5,shrink,0,1.322145,0.1788463
3,88,60,two-hand,0.5,shrink,1,1.48798,0.1736704
3,89,30,two-hand,0.5,shrink,0,1.238056,0.1783573
