pid,trial,physical,visual,rendering,scenario,congruency
10,0,60,50,dynamic,one-hand,
10,1,60,50,static,one-hand,
10,2,60,100,static,one-hand,
10,3,80,50,static,one-hand,
10,4,60,200,dynamic,one-hand,
10,5,80,200,dynamic,one-hand,
10,6,60,50,dynamic,one-hand,
10,7,60,75,dynamic,one-hand,
10,8,60,75,dynamic,one-hand,
10,9,60,75,dynamic,one-hand,
10,10,80,50,static,one-hand,
10,11,60,50,static,one-hand,
10,12,60,100,static,one-hand,
10,13,80,200,static,one-hand,
10,14,80,50,dynamic,one-hand,
10,15,60,150,static,one-hand,
10,16,80,50,static,one-hand,
10,17,60,100,dynamic,one-hand,
10,18,80,100,static,one-hand,
10,19,60,75,static,one-hand,
10,20,60,100,dynamic,one-hand,
10,21,60,50,static,one-hand,
10,22,80,75,static,one-hand,
10,23,80,75,dynamic,one-hand,
10,24,80,50,dynamic,one-hand,
10,25,60,50,dynamic,one-hand,
10,26,80,100,static,one-hand,
10,27,60,150,dynamic,one-hand,
10,28,80,200,static,one-hand,
10,29,60,200,static,one-hand,
10,30,80,75,dynamic,one-hand,
10,31,80,100,dynamic,one-hand,
10,32,80,75,dynamic,one-hand,
10,33,60,75,static,one-hand,
10,34,80,50,dynamic,one-hand,
10,35,60,150,dynamic,one-hand,
10,36,60,50,static,one-hand,
10,37,60,150,static,one-hand,
10,38,80,75,dynamic,one-hand,
10,39,60,75,static,one-hand,
10,40,60,75,static,one-hand,
10,41,60,200,static,one-hand,
10,42,80,150,dynamic,one-hand,
10,43,60,200,dynamic,one-hand,
10,44,60,50,dynamic,one-hand,
10,45,60,150,dynamic,one-hand,
10,46,80,200,dynamic,one-hand,
10,47,60,150,static,one-hand,
10,48,80,200,static,one-hand,
10,49,60,200,dynamic,one-hand,
10,50,60,100,static,one-hand,
10,51,60,200,dynamic,one-hand,
10,52,80,100,dynamic,one-hand,
10,53,60,100,dynamic,one-hand,
10,54,60,200,static,one-hand,
10,55,80,200,static,one-hand,
10,56,60,200,dynamic,one-hand,
10,57,80,100,static,one-hand,
10,58,80,50,static,one-hand,
10,59,60,150,dynamic,one-hand,
10,60,60,50,static,one-hand,
10,61,80,150,dynamic,one-hand,
10,62,60,150,static,one-hand,
10,63,60,200,static,one-hand,
10,64,80,50,static,one-hand,
10,65,80,150,static,one-hand,
10,66,80,150,dynamic,one-hand,
10,67,80,50,dynamic,one-hand,
10,68,80,100,static,one-hand,
10,69,60,50,dynamic,one-hand,
10,70,60,150,static,one-hand,
10,71,80,150,dynamic,one-hand,
10,72,80,150,static,one-hand,
10,73,60,75,dynamic,one-hand,
10,74,80,75,dynamic,one-hand,
10,75,80,200,dynamic,one-hand,
10,76,60,200,static,one-hand,
10,77,60,75,dynamic,one-hand,
10,78,80,100,static,one-hand,
10,79,80,100,dynamic,one-hand,
10,80,80,75,static,one-hand,
10,81,80,75,static,one-hand,
10,82,80,200,dynamic,one-hand,
10,83,80,150,dynamic,one-hand,
10,84,60,150,dynamic,one-hand,
10,85,60,100,static,one-hand,
10,86,80,150,static,one-hand,
10,87,80,100,dynamic,one-hand,
10,88,60,75,static,one-hand,
10,89,80,200,dynamic,one-hand,
10,90,60,100,dynamic,one-hand,
10,91,60,100,static,one-hand,
10,92,80,50,dynamic,one-hand,
