pid,trial,physical,visual,congruency
2,0,medium,large,3
2,1,large,convex,1
2,2,concave,slope,2
2,3,large,small,2
2,4,slope,concave,1
2,5,large,concave,1
2,6,small,convex,2
2,7,concave,medium,0
2,8,convex,slope,2
2,9,convex,concave,1
2,10,convex,large,1
2,11,slope,concave,2
2,12,concave,slope,2
2,13,convex,slope,2
2,14,small,slope,3
2,15,concave,medium,0
2,16,convex,convex,2
2,17,convex,medium,1
2,18,small,convex,2
2,19,slope,convex,3
2,20,large,slope,3
2,21,medium,large,3
2,22,small,small,3
2,23,convex,small,0
2,24,slope,medium,1
2,25,small,medium,3
2,26,small,slope,3
2,27,concave,medium,1
2,28,convex,slope,3
2,29,small,large,2
2,30,slope,small,2
2,31,medium,medium,3
2,32,concave,concave,1
2,33,small,concave,2
2,34,slope,slope,3
2,35,small,large,2
2,36,convex,concave,1
2,37,large,convex,2
2,38,large,small,2
2,39,large,concave,2
2,40,concave,convex,0
2,41,slope,slope,2
2,42,convex,convex,2
2,43,medium,medium,3
2,44,convex,large,1
2,45,concave,concave,1
2,46,slope,convex,2
2,47,small,slope,2
2,48,convex,large,2
2,49,medium,slope,2
2,50,medium,concave,2
2,51,slope,convex,2
2,52,large,slope,3
2,53,small,convex,3
2,54,concave,concave,1
2,55,large,large,3
2,56,small,slope,3
2,57,concave,large,1
2,58,large,large,3
2,59,slope,convex,3
2,60,concave,small,1
2,61,slope,convex,2
2,62,medium,small,3
2,63,concave,concave,1
2,64,large,small,3
2,65,slope,medium,3
2,66,large,slope,3
2,67,slope,small,3
2,68,large,convex,2
2,69,concave,small,1
2,70,medium,concave,2
2,71,slope,slope,3
2,72,large,medium,3
2,73,medium,small,3
2,74,convex,medium,2
2,75,convex,convex,2
2,76,convex,large,1
2,77,concave,convex,1
2,78,convex,large,1
2,79,large,medium,3
2,80,large,large,3
2,81,concave,concave,2
2,82,slope,concave,3
2,83,convex,slope,3
2,84,medium,convex,2
2,85,convex,medium,1
2,86,small,small,3
2,87,convex,slope,2
2,88,small,concave,2
2,89,medium,convex,2
2,90,large,concave,2
2,91,large,slope,3
2,92,convex,small,1
2,93,large,small,3
2,94,slope,medium,3
2,95,small,medium,3
2,96,medium,medium,3
2,97,medium,slope,3
2,98,concave,slope,3
2,99,small,concave,2
2,100,medium,small,3
2,101,slope,large,3
2,102,large,convex,2
2,103,slope,slope,3
2,104,convex,convex,3
2,105,medium,slope,3
2,106,slope,concave,2
2,107,small,convex,3
2,108,concave,small,1
2,109,large,slope,3
2,110,convex,small,2
2,111,large,large,3
2,112,convex,concave,2
2,113,medium,medium,3
2,114,slope,medium,3
2,115,slope,small,3
2,116,small,small,3
2,117,convex,convex,3
2,118,small,medium,3
2,119,small,medium,3
2,120,large,convex,1
2,121,slope,small,3
2,122,medium,slope,3
2,123,large,medium,3
2,124,convex,medium,2
2,125,medium,medium,3
2,126,concave,small,1
2,127,concave,large,2
2,128,small,large,2
2,129,medium,small,3
2,130,convex,small,1
2,131,medium,slope,3
2,132,slope,slope,3
2,133,large,medium,3
2,134,small,small,3
2,135,small,concave,1
2,136,concave,large,2
2,137,small,concave,2
2,138,slope,small,3
2,139,concave,medium,2
2,140,medium,convex,2
2,141,medium,large,3
2,142,concave,convex,1
2,143,medium,small,3
2,144,slope,large,3
2,145,concave,slope,3
2,146,small,slope,3
2,147,concave,slope,3
2,148,large,concave,2
2,149,slope,concave,2
2,150,convex,concave,3
2,151,small,convex,3
2,152,small,large,2
2,153,large,concave,2
2,154,concave,convex,1
2,155,medium,large,3
2,156,small,large,2
2,157,slope,medium,3
2,158,large,small,3
2,159,medium,concave,2
2,160,convex,medium,2
2,161,slope,large,3
2,162,concave,large,2
2,163,medium,convex,2
2,164,slope,large,3
2,165,medium,concave,2
2,166,convex,concave,3
2,167,concave,large,2
2,168,medium,concave,2
2,169,concave,medium,2
2,170,concave,small,1
2,171,concave,convex,2
2,172,large,medium,3
2,173,small,small,3
2,174,convex,small,3
2,175,small,medium,3
2,176,medium,large,3
2,177,large,large,3
2,178,slope,large,3
2,179,medium,convex,2
