pid,trial,physical,visual,direction,congruency,binary
7,0,30,100,grow,1,
7,1,30,200,grow,1,
7,2,40,25,grow,1,
7,3,20,50,grow,1,
7,4,30,200,grow,1,
7,5,30,300,grow,1,
7,6,10,25,grow,1,
7,7,20,50,grow,1,
7,8,20,25,grow,1,
7,9,30,75,grow,1,
7,10,20,50,grow,1,
7,11,40,200,grow,1,
7,12,20,200,grow,1,
7,13,10,75,grow,1,
7,14,20,75,grow,1,
7,15,20,75,grow,1,
7,16,10,200,grow,1,
7,17,20,100,grow,1,
7,18,40,100,grow,1,
7,19,20,400,grow,0,
7,20,20,50,grow,1,
7,21,10,75,grow,1,
7,22,40,75,grow,1,
7,23,40,400,grow,0,
7,24,10,400,grow,0,
7,25,20,200,grow,1,
7,26,10,25,grow,1,
7,27,20,200,grow,1,
7,28,40,400,grow,0,
7,29,30,50,grow,1,
7,30,20,100,grow,1,
7,31,30,25,grow,1,
7,32,30,25,grow,1,
7,33,30,75,grow,1,
7,34,20,300,grow,0,
7,35,10,50,grow,1,
7,36,10,300,grow,1,
7,37,40,50,grow,1,
7,38,30,300,grow,1,
7,39,30,400,grow,0,
7,40,10,200,grow,1,
7,41,10,300,grow,1,
7,42,40,25,grow,1,
7,43,40,200,grow,1,
7,44,10,100,grow,1,
7,45,10,75,grow,1,
7,46,40,75,grow,1,
7,47,20,300,grow,1,
7,48,30,75,grow,1,
7,49,10,50,grow,1,
7,50,30,300,grow,1,
7,51,40,75,grow,1,
7,52,40,400,grow,0,
7,53,20,75,grow,1,
7,54,30,200,grow,1,
7,55,10,100,grow,1,
7,56,30,400,grow,0,
7,57,20,75,grow,1,
7,58,10,200,grow,1,
7,59,30,75,grow,1,
7,60,30,100,grow,1,
7,61,30,100,grow,1,
7,62,40,200,grow,1,
7,63,40,100,grow,1,
7,64,40,300,grow,1,
7,65,40,200,grow,1,
7,66,30,50,grow,1,
7,67,40,300,grow,1,
7,68,20,50,grow,1,
7,69,30,25,grow,1,
7,70,30,50,grow,1,
7,71,20,400,grow,0,
7,72,20,200,grow,1,
7,73,40,50,grow,1,
7,74,20,400,grow,0,
7,75,30,100,grow,1,
7,76,40,200,grow,1,
7,77,10,25,grow,1,
7,78,40,400,grow,0,
7,79,30,100,grow,1,
7,80,40,100,grow,1,
7,81,30,400,grow,0,
7,82,30,300,grow,1,
7,83,10,75,grow,1,
7,84,40,25,grow,1,
7,85,20,400,grow,1,
7,86,30,25,grow,1,
7,87,40,400,grow,0,
7,88,40,50,grow,1,
7,89,10,50,grow,1,
7,90,10,400,grow,0,
7,91,20,300,grow,1,
7,92,30,50,grow,1,
7,93,20,400,grow,1,
7,94,20,100,grow,1,
7,95,40,25,grow,1,
7,96,20,100,grow,1,
7,97,40,100,grow,1,
7,98,20,25,grow,1,
7,99,40,50,grow,1,
7,100,20,75,grow,1,
7,101,30,200,grow,1,
7,102,10,300,grow,1,
7,103,30,50,grow,1,
7,104,40,75,grow,1,
7,105,40,300,grow,1,
7,106,20,200,grow,1,
7,107,30,200,grow,1,
7,108,10,400,grow,0,
7,109,10,300,grow,0,
7,110,10,300,grow,1,
7,111,20,100,grow,1,
7,112,10,100,grow,1,
7,113,30,400,grow,0,
7,114,30,75,grow,1,
7,115,10,25,grow,1,
7,116,30,25,grow,1,
7,117,10,400,grow,0,
7,118,10,100,grow,1,
7,119,10,25,grow,1,
7,120,20,300,grow,1,
7,121,10,400,grow,0,
7,122,30,400,grow,0,
7,123,40,300,grow,1,
7,124,20,25,grow,1,
7,125,10,200,grow,1,
7,126,40,50,grow,1,
7,127,40,100,grow,1,
7,128,20,25,grow,1,
7,129,10,100,grow,1,
7,130,20,25,grow,0,
7,131,40,300,grow,1,
7,132,30,300,grow,1,
7,133,40,75,grow,1,
7,134,40,25,grow,1,
7,135,10,75,grow,1,
7,136,10,50,grow,1,
7,137,10,50,grow,1,
7,138,10,200,grow,1,
7,139,20,300,grow,1,
7,56,20,25,shrink,1,
7,57,10,25,shrink,1,
7,58,20,50,shrink,1,
7,59,10,75,shrink,1,
7,60,20,200,shrink,0,
7,61,10,25,shrink,1,
7,62,40,50,shrink,1,
7,63,10,300,shrink,0,
7,64,10,75,shrink,1,
7,65,40,75,shrink,1,
7,66,30,50,shrink,1,
7,67,20,300,shrink,0,
7,68,30,300,shrink,0,
7,69,20,50,shrink,1,
7,70,30,50,shrink,0,
7,71,20,75,shrink,1,
7,72,40,25,shrink,1,
7,73,40,25,shrink,1,
7,74,40,400,shrink,0,
7,75,30,25,shrink,1,
7,76,10,400,shrink,0,
7,77,20,75,shrink,1,
7,78,40,300,shrink,0,
7,79,20,100,shrink,1,
7,80,30,400,shrink,0,
7,81,40,100,shrink,1,
7,82,30,100,shrink,1,
7,83,40,75,shrink,1,
7,84,20,100,shrink,1,
7,85,30,400,shrink,0,
7,86,30,25,shrink,1,
7,87,10,50,shrink,1,
7,88,30,200,shrink,1,
7,89,40,200,shrink,1,
7,90,20,100,shrink,1,
7,91,40,100,shrink,1,
7,92,20,300,shrink,0,
7,93,40,300,shrink,0,
7,94,40,200,shrink,1,
7,95,10,25,shrink,1,
7,96,10,100,shrink,1,
7,97,10,25,shrink,1,
7,98,20,50,shrink,1,
