pid,trial,physical,visual,direction,congruency,binary
2,0,40,400,shrink,,0
2,1,40,25,shrink,,1
2,2,20,25,shrink,,1
2,3,40,75,shrink,,1
2,4,10,300,shrink,,0
2,5,40,400,shrink,,0
2,6,40,100,shrink,,1
2,7,30,400,shrink,,0
2,8,10,50,shrink,,0
2,9,10,75,shrink,,1
2,10,10,200,shrink,,1
2,11,30,400,shrink,,0
2,12,10,100,shrink,,1
2,13,10,100,shrink,,1
2,14,20,400,shrink,,0
2,15,20,200,shrink,,1
2,16,30,25,shrink,,0
2,17,40,400,shrink,,0
2,18,30,200,shrink,,1
2,19,10,100,shrink,,1
2,20,40,25,shrink,,0
2,21,10,25,shrink,,0
2,22,20,200,shrink,,1
2,23,30,25,shrink,,0
2,24,30,25,shrink,,0
2,25,40,300,shrink,,0
2,26,10,200,shrink,,1
2,27,10,400,shrink,,0
2,28,10,25,shrink,,0
2,29,10,50,shrink,,1
2,30,10,75,shrink,,0
2,31,30,75,shrink,,0
2,32,30,75,shrink,,1
2,33,30,50,shrink,,0
2,34,30,300,shrink,,0
2,35,20,25,shrink,,0
2,36,30,200,shrink,,1
2,37,20,400,shrink,,0
2,38,40,100,shrink,,0
2,39,20,50,shrink,,0
2,40,10,50,shrink,,0
2,41,10,200,shrink,,1
2,42,20,300,shrink,,0
2,43,20,75,shrink,,0
2,44,20,300,shrink,,0
2,45,40,400,shrink,,0
2,46,30,400,shrink,,0
2,47,30,100,shrink,,1
2,48,30,75,shrink,,0
2,49,20,25,shrink,,0
2,50,20,200,shrink,,1
2,51,30,75,shrink,,1
2,52,30,400,shrink,,0
2,53,30,400,shrink,,0
2,54,40,100,shrink,,1
2,55,10,75,shrink,,0
2,56,30,100,shrink,,1
2,57,40,50,shrink,,1
2,58,20,25,shrink,,0
2,59,10,400,shrink,,0
2,60,10,400,shrink,,0
2,61,20,100,shrink,,1
2,62,30,200,shrink,,1
2,63,10,300,shrink,,0
2,64,10,75,shrink,,0
2,65,20,75,shrink,,0
2,66,40,75,shrink,,1
2,67,40,50,shrink,,1
2,68,20,75,shrink,,1
2,69,10,400,shrink,,0
2,70,10,100,shrink,,0
2,71,30,75,shrink,,1
2,72,30,25,shrink,,0
2,73,20,300,shrink,,0
2,74,30,50,shrink,,1
2,75,10,200,shrink,,1
2,76,30,50,shrink,,0
2,77,40,75,shrink,,0
2,78,40,400,shrink,,0
2,79,40,25,shrink,,0
2,80,40,300,shrink,,0
2,81,10,200,shrink,,1
2,82,30,300,shrink,,0
2,83,40,300,shrink,,0
2,84,30,100,shrink,,1
2,85,10,25,shrink,,0
2,86,30,200,shrink,,1
2,87,20,75,shrink,,0
2,88,40,50,shrink,,1
2,89,20,50,shrink,,1
2,90,20,25,shrink,,0
2,91,30,300,shrink,,0
2,92,30,50,shrink,,1
2,93,40,200,shrink,,1
2,94,10,300,shrink,,0
2,95,40,100,shrink,,1
2,96,40,200,shrink,,1
2,97,20,100,shrink,,1
2,98,20,100,shrink,,1
2,99,40,300,shrink,,0
2,100,40,25,shrink,,0
2,101,20,300,shrink,,0
2,102,20,400,shrink,,0
2,103,30,200,shrink,,1
2,104,10,300,shrink,,0
2,105,40,100,shrink,,1
2,106,20,75,shrink,,0
2,107,30,300,shrink,,0
2,108,40,75,shrink,,1
2,109,20,100,shrink,,1
2,110,40,50,shrink,,0
2,111,40,200,shrink,,1
2,112,10,25,shrink,,0
2,113,20,200,shrink,,1
2,114,40,75,shrink,,0
2,115,30,100,shrink,,1
2,116,30,50,shrink,,0
2,117,20,50,shrink,,1
2,118,20,300,shrink,,0
2,119,20,200,shrink,,1
2,120,20,400,shrink,,0
2,121,10,75,shrink,,1
2,122,10,400,shrink,,0
2,123,40,300,shrink,,0
2,124,10,50,shrink,,0
2,125,30,25,shrink,,1
2,126,40,200,shrink,,1
2,127,10,50,shrink,,1
2,128,40,25,shrink,,0
2,129,30,100,shrink,,1
2,130,40,50,shrink,,1
2,131,30,300,shrink,,0
2,132,20,50,shrink,,1
2,133,20,100,shrink,,1
2,134,40,200,shrink,,1
2,135,10,100,shrink,,1
2,136,20,50,shrink,,0
2,137,10,300,shrink,,0
2,138,20,400,shrink,,0
2,139,10,25,shrink,,0
2,56,30,75,grow,,1
2,57,30,100,grow,,1
2,58,20,200,grow,,0
2,59,20,300,grow,,0
2,60,40,300,grow,,1
2,61,30,100,grow,,1
2,62,30,25,grow,,1
2,63,20,50,grow,,1
2,64,40,50,grow,,1
2,65,10,50,grow,,1
2,66,30,75,grow,,1
2,67,40,25,grow,,1
2,68,20,100,grow,,1
2,69,20,400,grow,,0
2,70,40,75,grow,,1
2,71,20,300,grow,,1
2,72,10,400,grow,,0
2,73,10,100,grow,,1
2,74,30,300,grow,,1
2,75,10,300,grow,,1
2,76,20,300,grow,,1
2,77,40,25,grow,,0
2,78,40,400,grow,,1
2,79,30,300,grow,,1
2,80,30,75,grow,,1
