pid,trial,physical_speed,visual_end_size,scenario,congruency
6,0,0,120,one-hand,
6,1,20,140,one-hand,
6,2,20,80,one-hand,
6,3,10,80,one-hand,
6,4,20,100,one-hand,
6,5,0,160,one-hand,
6,6,0,100,one-hand,
6,7,0,160,one-hand,
6,8,0,120,one-hand,
6,9,20,80,one-hand,
6,10,20,160,one-hand,
6,11,0,180,one-hand,
6,12,10,100,one-hand,
6,13,40,140,one-hand,
6,14,20,180,one-hand,
6,15,40,80,one-hand,
6,16,10,160,one-hand,
6,17,10,100,one-hand,
6,18,40,100,one-hand,
6,19,10,180,one-hand,
6,20,0,180,one-hand,
6,21,40,160,one-hand,
6,22,10,120,one-hand,
6,23,40,160,one-hand,
6,24,20,80,one-hand,
6,25,0,100,one-hand,
6,26,10,80,one-hand,
6,27,20,180,one-hand,
6,28,10,120,one-hand,
6,29,20,120,one-hand,
6,30,40,120,one-hand,
6,31,10,140,one-hand,
6,32,0,80,one-hand,
6,33,0,140,one-hand,
6,34,20,80,one-hand,
6,35,20,100,one-hand,
6,36,10,80,one-hand,
6,37,10,120,one-hand,
6,38,40,80,one-hand,
6,39,40,180,one-hand,
6,40,20,120,one-hand,
6,41,40,80,one-hand,
6,42,40,100,one-hand,
6,43,10,160,one-hand,
6,44,20,180,one-hand,
6,45,0,160,one-hand,
6,46,0,80,one-hand,
6,47,10,100,one-hand,
6,48,20,120,one-hand,
6,49,40,180,one-hand,
6,50,0,120,one-hand,
6,51,10,180,one-hand,
6,52,10,180,one-hand,
6,53,20,140,one-hand,
6,54,40,140,one-hand,
6,55,40,120,one-hand,
6,56,20,140,one-hand,
6,57,40,80,one-hand,
6,58,0,120,one-hand,
6,59,40,180,one-hand,
6,60,20,100,one-hand,
6,61,40,120,one-hand,
6,62,10,100,one-hand,
6,63,40,160,one-hand,
6,64,0,140,one-hand,
6,65,10,140,one-hand,
6,66,20,180,one-hand,
6,67,20,160,one-hand,
6,68,10,160,one-hand,
6,69,10,140,one-hand,
6,70,0,180,one-hand,
6,71,40,100,one-hand,
6,72,0,160,one-hand,
6,73,0,180,one-hand,
6,74,0,100,one-hand,
6,75,10,180,one-hand,
6,76,10,160,one-hand,
6,77,20,160,one-hand,
6,78,0,100,one-hand,
6,79,0,140,one-hand,
6,80,0,80,one-hand,
6,81,10,80,one-hand,
6,82,20,100,one-hand,
6,83,20,140,one-hand,
6,84,40,140,one-hand,
6,85,40,100,one-hand,
6,86,40,160,one-hand,
6,87,40,180,one-hand,
6,88,0,140,one-hand,
6,89,10,140,one-hand,
6,90,20,160,one-hand,
6,91,20,120,one-hand,
6,92,0,80,one-hand,
6,93,40,120,one-hand,
6,94,10,120,one-hand,
6,95,40,140,one-hand,
6,96,10,80,two-hand,
6,97,20,100,two-hand,
6,98,40,120,two-hand,
6,99,0,140,two-hand,
6,100,10,80,two-hand,
6,101,40,100,two-hand,
6,102,10,140,two-hand,
6,103,0,120,two-hand,
6,104,10,120,two-hand,
6,105,10,180,two-hand,
6,106,40,140,two-hand,
6,107,10,120,two-hand,
6,108,10,160,two-hand,
6,109,0,80,two-hand,
6,110,40,180,two-hand,
6,111,0,100,two-hand,
6,112,0,140,two-hand,
6,113,40,100,two-hand,
6,114,20,140,two-hand,
6,115,10,120,two-hand,
6,116,20,160,two-hand,
6,117,0,180,two-hand,
6,118,0,140,two-hand,
6,119,10,180,two-hand,
6,120,40,100,two-hand,
6,121,10,100,two-hand,
6,122,20,100,two-hand,
6,123,10,180,two-hand,
6,124,20,140,two-hand,
6,125,20,160,two-hand,
6,126,10,120,two-hand,
6,127,10,100,two-hand,
6,128,20,120,two-hand,
6,129,40,140,two-hand,
6,130,20,80,two-hand,
6,131,10,140,two-hand,
6,132,40,100,two-hand,
6,133,40,180,two-hand,
6,134,20,160,two-hand,
6,135,0,80,two-hand,
6,136,40,80,two-hand,
6,137,40,160,two-hand,
6,138,0,80,two-hand,
6,139,0,160,two-hand,
6,140,20,80,two-hand,
6,141,0,140,two-hand,
6,142,0,180,two-hand,
6,143,20,180,two-hand,
6,144,10,80,two-hand,
6,145,0,160,two-hand,
6,146,10,100,two-hand,
6,147,20,120,two-hand,
6,148,40,120,two-hand,
6,149,40,80,two-hand,
6,150,0,100,two-hand,
6,151,0,80,two-hand,
6,152,20,180,two-hand,
6,153,40,120,two-hand,
6,154,0,160,two-hand,
6,155,0,160,two-hand,
6,156,0,180,two-hand,
6,157,20,120,two-hand,
6,158,10,140,two-hand,
6,159,0,100,two-hand,
6,160,20,140,two-hand,
6,161,20,100,two-hand,
6,162,20,80,two-hand,
6,163,40,180,two-hand,
6,164,0,120,two-hand,
6,165,0,120,two-hand,
6,166,10,180,two-hand,
6,167,40,140,two-hand,
6,168,20,100,two-hand,
6,169,10,80,two-hand,
6,170,10,140,two-hand,
6,171,0,100,two-hand,
6,172,40,120,two-hand,
6,173,20,140,two-hand,
6,174,40,160,two-hand,
6,175,40,140,two-hand,
6,176,40,160,two-hand,
6,177,0,180,two-hand,
6,178,20,180,two-hand,
6,179,10,160,two-hand,
6,180,10,160,two-hand,
6,181,20,160,two-hand,
6,182,20,80,two-hand,
6,183,0,120,two-hand,
6,184,40,80,two-hand,
6,185,20,180,two-hand,
6,186,40,80,two-hand,
6,187,40,160,two-hand,
6,188,20,120,two-hand,
6,189,10,160,two-hand,
6,190,10,100,two-hand,
6,191,40,180,two-hand,
