pid,trial,physical,visual,rendering,scenario,congruency
1,0,60,100,dynamic,two-hand,
1,1,80,100,dynamic,two-hand,
1,2,60,75,static,two-hand,
1,3,60,100,dynamic,two-hand,
1,4,60,75,dynamic,two-hand,
1,5,60,50,static,two-hand,
1,6,60,50,static,two-hand,
1,7,60,75,dynamic,two-hand,
1,8,60,100,static,two-hand,
1,9,60,75,static,two-hand,
1,10,60,100,dynamic,two-hand,
1,11,60,50,static,two-hand,
1,12,60,100,static,two-hand,
1,13,80,200,static,two-hand,
1,14,80,50,static,two-hand,
1,15,80,200,static,two-hand,
1,16,80,75,dynamic,two-hand,
1,17,60,100,dynamic,two-hand,
1,18,80,100,static,two-hand,
1,19,80,50,dynamic,two-hand,
1,20,80,100,static,two-hand,
1,21,80,75,dynamic,two-hand,
1,22,60,75,dynamic,two-hand,
1,23,60,50,dynamic,two-hand,
1,24,80,100,static,two-hand,
1,25,80,100,static,two-hand,
1,26,60,200,static,two-hand,
1,27,60,150,static,two-hand,
1,28,80,75,static,two-hand,
1,29,80,200,dynamic,two-hand,
1,30,60,75,dynamic,two-hand,
1,31,80,200,static,two-hand,
1,32,80,100,static,two-hand,
1,33,60,100,static,two-hand,
1,34,60,150,dynamic,two-hand,
1,35,60,50,dynamic,two-hand,
1,36,80,200,dynamic,two-hand,
1,37,60,200,dynamic,two-hand,
1,38,80,200,dynamic,two-hand,
1,39,80,150,dynamic,two-hand,
1,40,80,100,dynamic,two-hand,
1,41,80,150,static,two-hand,
1,42,80,50,static,two-hand,
1,43,60,75,static,two-hand,
1,44,80,150,static,two-hand,
1,45,80,75,static,two-hand,
1,46,60,200,dynamic,two-hand,
1,47,60,150,static,two-hand,
1,48,60,200,static,two-hand,
1,49,60,200,dynamic,two-hand,
1,50,60,75,static,two-hand,
1,51,80,50,static,two-hand,
1,52,80,75,dynamic,two-hand,
1,53,60,100,dynamic,two-hand,
1,54,60,200,dynamic,two-hand,
1,55,80,150,static,two-hand,
1,56,80,50,dynamic,two-hand,
1,57,80,75,static,two-hand,
1,58,80,200,static,two-hand,
1,59,60,50,static,two-hand,
1,60,60,200,dynamic,two-hand,
1,61,80,150,dynamic,two-hand,
1,62,60,200,static,two-hand,
1,63,80,50,dynamic,two-hand,
1,64,80,75,static,two-hand,
1,65,60,100,static,two-hand,
1,66,60,150,static,two-hand,
1,67,60,75,static,two-hand,
1,68,80,100,dynamic,two-hand,
1,69,80,75,dynamic,two-hand,
1,70,80,100,dynamic,two-hand,
1,71,60,150,dynamic,two-hand,
1,72,60,75,dynamic,two-hand,
1,73,60,100,static,two-hand,
1,74,60,150,dynamic,two-hand,
1,75,60,150,dynamic,two-hand,
1,76,60,150,static,two-hand,
1,77,80,150,dynamic,two-hand,
1,78,80,75,static,two-hand,
1,79,80,50,dynamic,two-hand,
1,80,60,50,dynamic,two-hand,
1,81,80,200,static,two-hand,
1,82,80,150,dynamic,two-hand,
1,83,80,75,dynamic,two-hand,
1,84,60,200,static,two-hand,
1,85,80,150,static,two-hand,
1,86,60,150,static,two-hand,
1,87,60,50,static,two-hand,
1,88,80,100,dynamic,two-hand,
1,89,60,200,static,two-hand,
1,90,80,150,static,two-hand,
1,91,60,150,dynamic,two-hand,
1,92,60,50,dynamic,two-hand,
1,93,80,150,dynamic,two-hand,
1,94,80,50,static,two-hand,
1,95,60,50,dynamic,two-hand,
1,96,80,50,dynamic,two-hand,
1,97,80,200,dynamic,two-hand,
1,98,80,200,dynamic,two-hand,
1,99,80,50,static,two-hand,
1,100,60,200,static,one-hand,
1,101,80,75,static,one-hand,
1,102,80,50,static,one-hand,
1,103,60,75,static,one-hand,
1,104,80,200,dynamic,one-hand,
1,105,80,150,static,one-hand,
1,106,80,200,static,one-hand,
1,107,60,75,static,one-hand,
1,108,60,50,static,one-hand,
1,109,60,75,static,one-hand,
1,110,80,100,static,one-hand,
1,111,80,100,dynamic,one-hand,
1,112,60,50,static,one-hand,
1,113,60,150,static,one-hand,
1,114,80,50,static,one-hand,
1,115,80,200,dynamic,one-hand,
1,116,80,100,static,one-hand,
1,117,80,75,static,one-hand,
1,118,60,150,dynamic,one-hand,
1,119,80,50,dynamic,one-hand,
1,120,60,50,dynamic,one-hand,
1,121,80,100,dynamic,one-hand,
1,122,60,75,dynamic,one-hand,
1,123,80,50,static,one-hand,
1,124,60,75,dynamic,one-hand,
1,125,60,100,static,one-hand,
1,126,60,150,dynamic,one-hand,
1,127,60,100,dynamic,one-hand,
1,128,60,50,dynamic,one-hand,
1,129,60,50,dynamic,one-hand,
1,130,80,100,static,one-hand,
1,131,80,200,dynamic,one-hand,
1,132,80,75,static,one-hand,
1,133,80,100,static,one-hand,
1,134,80,200,static,one-hand,
1,135,80,75,dynamic,one-hand,
1,136,60,100,dynamic,one-hand,
1,137,80,75,static,one-hand,
1,138,60,50,dynamic,one-hand,
1,139,60,50,static,one-hand,
1,140,80,150,dynamic,one-hand,
1,141,60,200,dynamic,one-hand,
1,142,60,200,dynamic,one-hand,
1,143,60,200,static,one-hand,
1,144,80,75,dynamic,one-hand,
1,145,80,50,dynamic,one-hand,
1,146,80,150,dynamic,one-hand,
1,147,80,150,dynamic,one-hand,
1,148,60,100,static,one-hand,
1,149,80,150,dynamic,one-hand,
1,150,80,100,dynamic,one-hand,
1,151,60,75,dynamic,one-hand,
1,152,80,100,static,one-hand,
1,153,60,50,dynamic,one-hand,
1,154,60,100,static,one-hand,
1,155,80,150,dynamic,one-hand,
1,156,80,200,static,one-hand,
1,157,60,75,dynamic,one-hand,
1,158,80,150,static,one-hand,
1,159,60,100,dynamic,one-hand,
1,160,60,100,static,one-hand,
1,161,80,200,static,one-hand,
1,162,60,75,static,one-hand,
1,163,60,150,static,one-hand,
1,164,60,100,static,one-hand,
1,165,60,100,dynamic,one-hand,
1,166,80,200,dynamic,one-hand,
1,167,80,50,static,one-hand,
1,168,80,200,static,one-hand,
1,169,80,75,dynamic,one-hand,
1,170,60,200,dynamic,one-hand,
1,171,80,100,dynamic,one-hand,
1,172,80,50,static,one-hand,
1,173,60,150,static,one-hand,
1,174,60,50,static,one-hand,
1,175,80,75,static,one-hand,
1,176,60,150,dynamic,one-hand,
1,177,80,50,dynamic,one-hand,
1,178,80,150,static,one-hand,
1,179,80,200,dynamic,one-hand,
1,180,60,200,dynamic,one-hand,
1,181,60,150,static,one-hand,
1,182,60,150,static,one-hand,
1,183,80,100,dynamic,one-hand,
1,184,80,50,dynamic,one-hand,
1,185,60,200,static,one-hand,
1,186,60,200,dynamic,one-hand,
1,187,60,75,dynamic,one-hand,
1,188,60,75,static,one-hand,
1,189,80,75,dynamic,one-hand,
1,190,60,200,static,one-hand,
1,191,60,150,dynamic,one-hand,
1,192,80,150,static,one-hand,
1,193,60,200,static,one-hand,
1,194,80,75,dynamic,one-hand,
1,195,60,100,dynamic,one-hand,
1,196,80,50,dynamic,one-hand,
1,197,60,150,dynamic,one-hand,
1,198,60,50,static,one-hand,
1,199,80,150,static,one-hand,
