pid,trial,visualSize,scenario,direction,congruency,time,distance
10,0,40,two-hand,shrink,,,
10,1,40,two-hand,shrink,,,
10,2,54,two-hand,shrink,,,
10,3,46,two-hand,shrink,,,
10,4,48,two-hand,shrink,,,
10,5,44,two-hand,shrink,,,
10,6,42,two-hand,shrink,,,
10,7,50,two-hand,shrink,,,
10,8,50,two-hand,shrink,,,
10,9,42,two-hand,shrink,,,
10,10,56,two-hand,shrink,,,
10,11,52,two-hand,shrink,,,
10,12,60,two-hand,shrink,,,
10,13,44,two-hand,shrink,,,
10,14,54,two-hand,shrink,,,
10,15,58,two-hand,shrink,,,
10,16,58,two-hand,shrink,,,
10,17,50,two-hand,shrink,,,
10,18,48,two-hand,shrink,,,
10,19,40,two-hand,shrink,,,
10,20,42,two-hand,shrink,,,
10,21,56,two-hand,shrink,,,
10,22,48,two-hand,shrink,,,
10,23,42,two-hand,shrink,,,
10,24,48,two-hand,shrink,,,
10,25,40,two-hand,shrink,,,
10,26,46,two-hand,shrink,,,
10,27,60,two-hand,shrink,,,
10,28,44,two-hand,shrink,,,
10,29,60,two-hand,shrink,,,
10,30,46,two-hand,shrink,,,
10,31,56,two-hand,shrink,,,
10,32,56,two-hand,shrink,,,
10,33,60,two-hand,shrink,,,
10,34,56,two-hand,shrink,,,
10,35,52,two-hand,shrink,,,
10,36,46,two-hand,shrink,,,
10,37,54,two-hand,shrink,,,
10,38,58,two-hand,shrink,,,
10,39,40,two-hand,shrink,,,
10,40,50,two-hand,shrink,,,
10,41,54,two-hand,shrink,,,
10,42,44,two-hand,shrink,,,
10,43,58,two-hand,shrink,,,
10,44,46,two-hand,shrink,,,
10,45,52,two-hand,shrink,,,
10,46,54,two-hand,shrink,,,
10,47,52,two-hand,shrink,,,
10,48,44,two-hand,shrink,,,
10,49,52,two-hand,shrink,,,
10,50,48,two-hand,shrink,,,
10,51,60,two-hand,shrink,,,
10,52,42,two-hand,shrink,,,
10,53,50,two-hand,shrink,,,
10,54,58,two-hand,shrink,,,
10,55,60,one-hand,shrink,,,
10,56,60,one-hand,shrink,,,
10,57,52,one-hand,shrink,,,
10,58,42,one-hand,shrink,,,
10,59,52,one-hand,shrink,,,
10,60,46,one-hand,shrink,,,
10,61,50,one-hand,shrink,,,
10,62,56,one-hand,shrink,,,
10,63,56,one-hand,shrink,,,
10,64,56,one-hand,shrink,,,
10,65,42,one-hand,shrink,,,
10,66,48,one-hand,shrink,,,
10,67,50,one-hand,shrink,,,
10,68,58,one-hand,shrink,,,
10,69,54,one-hand,shrink,,,
10,70,54,one-hand,shrink,,,
10,71,42,one-hand,shrink,,,
10,72,50,one-hand,shrink,,,
10,73,40,one-hand,shrink,,,
10,74,44,one-hand,shrink,,,
10,75,54,one-hand,shrink,,,
10,76,48,one-hand,shrink,,,
10,77,40,one-hand,shrink,,,
10,78,56,one-hand,shrink,,,
10,79,44,one-hand,shrink,,,
10,80,58,one-hand,shrink,,,
10,81,50,one-hand,shrink,,,
10,82,46,one-hand,shrink,,,
10,83,40,one-hand,shrink,,,
10,84,44,one-hand,shrink,,,
10,85,60,one-hand,shrink,,,
10,86,48,one-hand,shrink,,,
10,87,48,one-hand,shrink,,,
10,88,46,one-hand,shrink,,,
10,89,58,one-hand,shrink,,,
10,90,40,one-hand,shrink,,,
10,91,58,one-hand,shrink,,,
10,92,58,one-hand,shrink,,,
10,93,46,one-hand,shrink,,,
10,94,42,one-hand,shrink,,,
10,95,48,one-hand,shrink,,,
10,96,54,one-hand,shrink,,,
10,97,44,one-hand,shrink,,,
10,98,50,one-hand,shrink,,,
10,99,44,one-hand,shrink,,,
10,100,46,one-hand,shrink,,,
10,101,52,one-hand,shrink,,,
10,102,60,one-hand,shrink,,,
10,103,40,one-hand,shrink,,,
10,104,52,one-hand,shrink,,,
10,105,60,one-hand,shrink,,,
10,106,56,one-hand,shrink,,,
10,107,52,one-hand,shrink,,,
10,108,54,one-hand,shrink,,,
10,109,42,one-hand,shrink,,,
