pid,trial,visualSize,scenario,direction,congruency,time,distance
9,0,80,two-hand,expand,0,5.975154,0.2294624
9,1,180,two-hand,expand,1,2.073788,0.3518341
9,2,100,two-hand,expand,1,3.215784,0.260014
9,3,170,two-hand,expand,1,2.059673,0.3495901
9,4,140,two-hand,expand,1,3.13175,0.3020428
9,5,180,two-hand,expand,1,2.49035,0.3488249
9,6,80,two-hand,expand,0,3.32738,0.2324255
9,7,180,two-hand,expand,1,2.031427,0.3686656
9,8,150,two-hand,expand,1,2.6717,0.3225312
9,9,160,two-hand,expand,1,2.073275,0.3202629
9,10,140,two-hand,expand,1,4.092566,0.3000725
9,11,80,two-hand,expand,1,2.742688,0.2190686
9,12,170,two-hand,expand,1,3.262369,0.3091879
9,13,130,two-hand,expand,1,2.659443,0.2897735
9,14,90,two-hand,expand,1,2.319617,0.2599401
9,15,120,two-hand,expand,1,1.907076,0.2913293
9,16,130,two-hand,expand,0,2.479014,0.2053345
9,17,130,two-hand,expand,1,2.14384,0.2845177
9,18,170,two-hand,expand,1,2.559618,0.3443944
9,19,120,two-hand,expand,0,3.230307,0.3152269
9,20,160,two-hand,expand,1,2.547739,0.2339464
9,21,80,two-hand,expand,1,2.394515,0.2400142
9,22,110,two-hand,expand,1,2.659612,0.2709859
9,23,120,two-hand,expand,1,2.366368,0.2904337
9,24,130,two-hand,expand,0,3.592088,0.2186292
9,25,110,two-hand,expand,1,2.366326,0.2729473
9,26,130,two-hand,expand,1,2.156698,0.3066775
9,27,120,two-hand,expand,1,1.69734,0.2873217
9,28,110,two-hand,expand,1,1.823865,0.2917103
9,29,140,two-hand,expand,1,2.05955,0.3270754
9,30,90,two-hand,expand,1,2.102203,0.2718416
9,31,180,two-hand,expand,1,1.962068,0.3664231
9,32,90,two-hand,expand,1,1.656618,0.2639013
9,33,150,two-hand,expand,1,1.66971,0.3060378
9,34,180,two-hand,expand,1,1.614251,0.3489122
9,35,80,two-hand,expand,1,1.804108,0.2522172
9,36,140,two-hand,expand,1,1.892968,0.3013681
9,37,90,two-hand,expand,1,1.962737,0.2513844
9,38,100,two-hand,expand,1,1.920468,0.2652172
9,39,100,two-hand,expand,1,1.517482,0.265911
9,40,90,two-hand,expand,1,1.663996,0.2416285
9,41,110,two-hand,expand,1,1.419359,0.2637925
9,42,100,two-hand,expand,1,1.308216,0.2497067
9,43,100,two-hand,expand,1,1.488599,0.2633502
9,44,150,two-hand,expand,1,1.405059,0.2983873
9,45,110,two-hand,expand,1,1.516719,0.2788253
9,46,150,two-hand,expand,1,1.433964,0.3235514
9,47,140,two-hand,expand,1,1.439481,0.2812473
9,48,160,two-hand,expand,1,1.502742,0.3241223
9,49,150,two-hand,expand,1,1.392112,0.3190824
9,50,160,two-hand,expand,1,1.433313,0.3112137
9,51,170,two-hand,expand,1,1.641705,0.2964027
9,52,170,two-hand,expand,1,1.557822,0.3102269
9,53,120,two-hand,expand,1,1.168772,0.273875
9,54,160,two-hand,expand,1,1.724915,0.3168146
9,55,180,one-hand,expand,1,7.741063,
9,56,110,one-hand,expand,1,12.82246,
9,57,100,one-hand,expand,1,3.034653,
9,58,120,one-hand,expand,1,1.670395,
9,59,100,one-hand,expand,1,1.183604,
9,60,150,one-hand,expand,1,1.335327,
9,61,140,one-hand,expand,1,1.099122,
9,62,110,one-hand,expand,1,0.973745,
9,63,130,one-hand,expand,1,1.001738,
9,64,80,one-hand,expand,1,0.9603938,
9,65,170,one-hand,expand,1,1.266484,
9,66,110,one-hand,expand,1,2.088969,
9,67,110,one-hand,expand,1,0.9746556,
9,68,170,one-hand,expand,1,2.22722,
9,69,80,one-hand,expand,1,0.9874378,
9,70,90,one-hand,expand,1,0.9318188,
9,71,180,one-hand,expand,1,1.35092,
9,72,100,one-hand,expand,1,1.057857,
9,73,80,one-hand,expand,1,0.9884416,
9,74,90,one-hand,expand,1,0.9880486,
9,75,160,one-hand,expand,1,1.016653,
9,76,140,one-hand,expand,1,2.547056,
9,77,180,one-hand,expand,1,1.907043,
9,78,90,one-hand,expand,1,1.030541,
9,79,100,one-hand,expand,1,2.019489,
9,80,140,one-hand,expand,1,1.683452,
9,81,170,one-hand,expand,1,1.94801,
9,82,120,one-hand,expand,1,1.809801,
9,83,120,one-hand,expand,1,1.071836,
9,84,130,one-hand,expand,1,1.071032,
9,85,140,one-hand,expand,1,1.308419,
9,86,130,one-hand,expand,1,0.9324821,
9,87,150,one-hand,expand,1,2.226838,
9,88,160,one-hand,expand,1,2.93698,
9,89,150,one-hand,expand,1,1.544735,
9,90,80,one-hand,expand,1,0.9607773,
9,91,180,one-hand,expand,1,2.351637,
9,92,180,one-hand,expand,1,2.282962,
9,93,160,one-hand,expand,1,1.392033,
9,94,160,one-hand,expand,1,1.280165,
9,95,150,one-hand,expand,1,1.057393,
9,96,80,one-hand,expand,1,1.128086,
9,97,110,one-hand,expand,1,1.168849,
9,98,90,one-hand,expand,1,1.058547,
9,99,150,one-hand,expand,1,4.426523,
9,100,140,one-hand,expand,1,2.074152,
9,101,170,one-hand,expand,1,3.577187,
9,102,90,one-hand,expand,1,3.299136,
9,103,120,one-hand,expand,1,1.155801,
9,104,130,one-hand,expand,1,1.586769,
9,105,120,one-hand,expand,1,1.0301,
9,106,130,one-hand,expand,1,1.238499,
9,107,160,one-hand,expand,1,1.99025,
9,108,170,one-hand,expand,1,2.89447,
9,109,100,one-hand,expand,1,1.15506,
