pid,trial,visualSize,scenario,direction,congruency,time,distance
3,0,50,one-hand,shrink,0,31.62389,
3,1,42,one-hand,shrink,0,2.085121,
3,2,52,one-hand,shrink,1,2.529915,
3,3,50,one-hand,shrink,0,2.252064,
3,4,44,one-hand,shrink,0,2.085569,
3,5,40,one-hand,shrink,0,1.890973,
3,6,54,one-hand,shrink,1,1.613441,
3,7,50,one-hand,shrink,0,2.083991,
3,8,44,one-hand,shrink,0,1.988901,
3,9,48,one-hand,shrink,0,2.570093,
3,10,48,one-hand,shrink,0,2.544094,
3,11,46,one-hand,shrink,0,2.447191,
3,12,60,one-hand,shrink,1,2.36334,
3,13,44,one-hand,shrink,0,1.779372,
3,14,44,one-hand,shrink,0,1.821043,
3,15,46,one-hand,shrink,0,2.376321,
3,16,42,one-hand,shrink,0,1.612845,
3,17,56,one-hand,shrink,1,1.599432,
3,18,54,one-hand,shrink,0,2.960631,
3,19,52,one-hand,shrink,0,2.04454,
3,20,42,one-hand,shrink,0,1.738175,
3,21,46,one-hand,shrink,0,1.776418,
3,22,56,one-hand,shrink,1,1.822343,
3,23,40,one-hand,shrink,0,1.488045,
3,24,54,one-hand,shrink,0,2.405324,
3,25,40,one-hand,shrink,0,1.613645,
3,26,48,one-hand,shrink,0,1.766231,
3,27,60,one-hand,shrink,1,1.766914,
3,28,48,one-hand,shrink,0,1.404762,
3,29,40,one-hand,shrink,0,1.571902,
3,30,60,one-hand,shrink,1,1.711138,
3,31,42,one-hand,shrink,0,1.64098,
3,32,58,one-hand,shrink,1,2.348907,
3,33,52,one-hand,shrink,0,2.071508,
3,34,52,one-hand,shrink,0,2.182436,
3,35,58,one-hand,shrink,1,1.666798,
3,36,46,one-hand,shrink,0,1.862777,
3,37,56,one-hand,shrink,1,2.627542,
3,38,58,one-hand,shrink,1,2.390881,
3,39,52,one-hand,shrink,0,1.655277,
3,40,54,one-hand,shrink,0,1.65694,
3,41,58,one-hand,shrink,0,4.071451,
3,42,60,one-hand,shrink,1,1.52992,
3,43,56,one-hand,shrink,1,2.252537,
3,44,60,one-hand,shrink,1,2.19685,
3,45,48,one-hand,shrink,0,1.349284,
3,46,58,one-hand,shrink,1,1.569335,
3,47,56,one-hand,shrink,0,3.572479,
3,48,50,one-hand,shrink,0,1.738556,
3,49,46,one-hand,shrink,0,1.543805,
3,50,40,one-hand,shrink,0,1.627388,
3,51,44,one-hand,shrink,0,1.419822,
3,52,50,one-hand,shrink,0,1.571206,
3,53,54,one-hand,shrink,0,3.07151,
3,54,42,one-hand,shrink,0,6.751476,
3,55,60,two-hand,shrink,1,2.016197,0.1902208
3,56,52,two-hand,shrink,0,4.279814,0.2014351
3,57,60,two-hand,shrink,1,2.612961,0.1861379
3,58,50,two-hand,shrink,0,2.238279,0.1907796
3,59,58,two-hand,shrink,0,1.988675,0.186693
3,60,42,two-hand,shrink,0,2.016091,0.1874166
3,61,48,two-hand,shrink,0,3.252743,0.1833494
3,62,50,two-hand,shrink,1,2.238121,0.1878757
3,63,44,two-hand,shrink,0,2.072099,0.1895733
3,64,48,two-hand,shrink,0,2.613614,0.1807012
3,65,40,two-hand,shrink,0,1.835506,0.183723
3,66,44,two-hand,shrink,0,1.849591,0.1867071
3,67,46,two-hand,shrink,0,1.641944,0.1843192
3,68,56,two-hand,shrink,0,1.808,0.1844571
3,69,52,two-hand,shrink,0,1.780632,0.1853358
3,70,58,two-hand,shrink,0,3.113816,0.187457
3,71,58,two-hand,shrink,0,2.322577,0.1878348
3,72,54,two-hand,shrink,0,3.044502,0.1839549
3,73,52,two-hand,shrink,0,2.308074,0.1815645
3,74,54,two-hand,shrink,0,1.946938,0.1861253
3,75,40,two-hand,shrink,0,1.946773,0.1831539
3,76,50,two-hand,shrink,0,2.046112,0.179689
3,77,46,two-hand,shrink,0,1.905056,0.1790944
3,78,44,two-hand,shrink,0,1.96132,0.1884179
3,79,56,two-hand,shrink,0,2.29475,0.1839325
3,80,56,two-hand,shrink,0,2.460657,0.1812949
3,81,56,two-hand,shrink,0,2.225454,0.1830023
3,82,40,two-hand,shrink,0,1.835906,0.1843976
3,83,58,two-hand,shrink,0,2.780127,0.1820225
3,84,60,two-hand,shrink,0,2.363767,0.1843671
3,85,60,two-hand,shrink,0,2.335961,0.1841195
3,86,44,two-hand,shrink,0,2.198574,0.1847412
3,87,46,two-hand,shrink,0,2.113582,0.1830254
3,88,54,two-hand,shrink,0,1.835225,0.1818972
3,89,42,two-hand,shrink,0,1.724885,0.1857885
3,90,50,two-hand,shrink,0,1.849402,0.1843571
3,91,42,two-hand,shrink,0,1.795277,0.1867581
3,92,48,two-hand,shrink,0,2.015694,0.1841882
3,93,44,two-hand,shrink,0,1.918931,0.1872394
3,94,52,two-hand,shrink,0,1.835798,0.1834926
3,95,58,two-hand,shrink,0,2.323775,0.1852395
3,96,54,two-hand,shrink,1,3.100378,0.1883401
3,97,40,two-hand,shrink,0,1.55821,0.1882532
3,98,46,two-hand,shrink,0,1.724795,0.1850394
3,99,46,two-hand,shrink,0,1.641473,0.1875216
3,100,60,two-hand,shrink,0,1.96044,0.1833018
3,101,56,two-hand,shrink,0,1.891099,0.1811601
3,102,42,two-hand,shrink,0,1.667721,0.1856403
3,103,54,two-hand,shrink,0,1.79509,0.1820602
3,104,52,two-hand,shrink,0,1.613101,0.1825221
3,105,48,two-hand,shrink,0,1.558789,0.1844319
3,106,50,two-hand,shrink,0,1.572428,0.1862993
3,107,42,two-hand,shrink,0,1.585831,0.1858345
3,108,40,two-hand,shrink,0,1.558116,0.1850042
3,109,48,two-hand,shrink,0,1.572206,0.1845406
