pid,trial,visualSize,scenario,direction,congruency,time,distance
4,0,160,one-hand,expand,0,4.431603,
4,1,180,one-hand,expand,0,5.111967,
4,2,80,one-hand,expand,1,2.197418,
4,3,150,one-hand,expand,0,2.780331,
4,4,130,one-hand,expand,0,1.947324,
4,5,180,one-hand,expand,0,1.29357,
4,6,130,one-hand,expand,1,4.586048,
4,7,100,one-hand,expand,1,2.058033,
4,8,110,one-hand,expand,1,2.918995,
4,9,120,one-hand,expand,1,3.877284,
4,10,90,one-hand,expand,1,2.197025,
4,11,160,one-hand,expand,0,1.836144,
4,12,140,one-hand,expand,0,5.377219,
4,13,130,one-hand,expand,0,2.822658,
4,14,170,one-hand,expand,0,1.474393,
4,15,160,one-hand,expand,0,3.128221,
4,16,90,one-hand,expand,1,2.948116,
4,17,150,one-hand,expand,0,2.864697,
4,18,140,one-hand,expand,0,2.280781,
4,19,80,one-hand,expand,1,1.474103,
4,20,150,one-hand,expand,0,2.058488,
4,21,180,one-hand,expand,0,1.655176,
4,22,120,one-hand,expand,0,3.14127,
4,23,90,one-hand,expand,1,1.431583,
4,24,90,one-hand,expand,1,1.44602,
4,25,170,one-hand,expand,0,1.475688,
4,26,180,one-hand,expand,0,0.6688682,
4,27,100,one-hand,expand,1,2.349044,
4,28,170,one-hand,expand,0,3.197905,
4,29,140,one-hand,expand,0,3.805593,
4,30,110,one-hand,expand,0,2.476191,
4,31,120,one-hand,expand,0,2.098927,
4,32,90,one-hand,expand,1,1.571527,
4,33,120,one-hand,expand,0,1.876711,
4,34,140,one-hand,expand,0,1.446678,
4,35,110,one-hand,expand,0,1.627281,
4,36,110,one-hand,expand,0,1.931918,
4,37,100,one-hand,expand,0,4.516522,
4,38,80,one-hand,expand,1,2.684867,
4,39,150,one-hand,expand,0,2.208339,
4,40,170,one-hand,expand,0,1.05656,
4,41,80,one-hand,expand,1,1.461057,
4,42,180,one-hand,expand,0,1.14297,
4,43,120,one-hand,expand,0,1.543196,
4,44,160,one-hand,expand,0,1.294072,
4,45,110,one-hand,expand,0,1.516331,
4,46,140,one-hand,expand,0,1.224853,
4,47,130,one-hand,expand,0,1.085832,
4,48,100,one-hand,expand,0,2.586357,
4,49,150,one-hand,expand,0,1.7533,
4,50,160,one-hand,expand,0,1.821865,
4,51,80,one-hand,expand,1,1.807269,
4,52,170,one-hand,expand,0,1.807803,
4,53,100,one-hand,expand,0,1.420464,
4,54,130,one-hand,expand,0,1.613887,
4,55,80,two-hand,expand,0,4.807913,0.1880075
4,56,90,two-hand,expand,1,4.447739,0.2182342
4,57,160,two-hand,expand,0,5.793818,0.335287
4,58,170,two-hand,expand,0,4.378052,0.3442858
4,59,170,two-hand,expand,0,5.004808,0.3311024
4,60,130,two-hand,expand,1,2.600152,0.2864391
4,61,170,two-hand,expand,0,3.544509,0.3308306
4,62,140,two-hand,expand,0,3.182884,0.302809
4,63,120,two-hand,expand,0,3.238896,0.2337588
4,64,150,two-hand,expand,0,3.835876,0.2977945
4,65,110,two-hand,expand,0,2.837007,0.2538146
4,66,100,two-hand,expand,0,2.071987,0.2360082
4,67,180,two-hand,expand,0,3.040389,0.328109
4,68,180,two-hand,expand,0,3.435211,0.3411585
4,69,150,two-hand,expand,0,2.321325,0.3052815
4,70,80,two-hand,expand,1,4.238983,0.2018861
4,71,130,two-hand,expand,0,2.016149,0.259292
4,72,80,two-hand,expand,1,2.501923,0.1936544
4,73,100,two-hand,expand,1,2.66914,0.1965837
4,74,110,two-hand,expand,0,2.654319,0.2093095
4,75,110,two-hand,expand,0,3.738221,0.2106341
4,76,120,two-hand,expand,0,2.252539,0.2064704
4,77,160,two-hand,expand,0,0.8629295,0.2083287
4,78,160,two-hand,expand,0,1.891661,0.3043471
4,79,140,two-hand,expand,0,1.710133,0.2710798
4,80,150,two-hand,expand,0,1.849345,0.2406489
4,81,130,two-hand,expand,0,1.877381,0.2359635
4,82,170,two-hand,expand,0,1.892835,0.278767
4,83,180,two-hand,expand,0,2.128502,0.3483896
4,84,80,two-hand,expand,1,2.905922,0.1864029
4,85,160,two-hand,expand,0,1.37793,0.2498445
4,86,130,two-hand,expand,0,1.391444,0.2032121
4,87,120,two-hand,expand,0,1.835831,0.2678668
4,88,90,two-hand,expand,1,2.418659,0.1963996
4,89,80,two-hand,expand,1,2.336331,0.1930246
4,90,130,two-hand,expand,0,1.91872,0.2465216
4,91,110,two-hand,expand,0,2.682568,0.2575245
4,92,140,two-hand,expand,0,1.738259,0.2634782
4,93,120,two-hand,expand,0,1.628001,0.2629692
4,94,120,two-hand,expand,0,2.198064,0.2753217
4,95,140,two-hand,expand,0,1.832771,0.3055256
4,96,100,two-hand,expand,1,2.963355,0.222432
4,97,180,two-hand,expand,0,1.374602,0.2405374
4,98,150,two-hand,expand,0,1.599913,0.2609838
4,99,140,two-hand,expand,0,4.072196,0.2785246
4,100,170,two-hand,expand,0,2.59984,0.2668161
4,101,90,two-hand,expand,1,1.961781,0.2069571
4,102,160,two-hand,expand,0,1.934234,0.2559543
4,103,110,two-hand,expand,0,1.905535,0.2404554
4,104,90,two-hand,expand,1,1.946099,0.2124586
4,105,180,two-hand,expand,0,1.252553,0.245367
4,106,100,two-hand,expand,1,3.044019,0.2333196
4,107,150,two-hand,expand,0,2.335804,0.2913806
4,108,90,two-hand,expand,1,1.933801,0.2165176
4,109,100,two-hand,expand,1,1.848714,0.2250574
