pid,trial,physical_speed,visual_end_size,scenario,congruency
3,0,-40,35,two-hand,1
3,1,-20,55,two-hand,1
3,2,-40,50,two-hand,1
3,3,-10,55,two-hand,1
3,4,0,55,two-hand,1
3,5,-10,40,two-hand,0
3,6,-10,40,two-hand,0
3,7,-20,40,two-hand,1
3,8,-40,35,two-hand,0
3,9,0,45,two-hand,1
3,10,-40,40,two-hand,0
3,11,-40,60,two-hand,1
3,12,0,40,two-hand,1
3,13,0,50,two-hand,1
3,14,-40,50,two-hand,1
3,15,-10,40,two-hand,0
3,16,-20,35,two-hand,0
3,17,-20,45,two-hand,1
3,18,0,60,two-hand,0
3,19,-40,45,two-hand,1
3,20,-40,35,two-hand,0
3,21,-40,40,two-hand,0
3,22,0,45,two-hand,1
3,23,-40,55,two-hand,1
3,24,-40,55,two-hand,1
3,25,0,60,two-hand,1
3,26,-10,50,two-hand,1
3,27,-10,40,two-hand,0
3,28,-20,55,two-hand,1
3,29,-10,35,two-hand,0
3,30,-10,55,two-hand,1
3,31,-20,45,two-hand,0
3,32,-40,40,two-hand,1
3,33,-20,60,two-hand,1
3,34,-40,60,two-hand,1
3,35,0,50,two-hand,1
3,36,-40,50,two-hand,1
3,37,-10,35,two-hand,0
3,38,-40,45,two-hand,1
3,39,-40,50,two-hand,1
3,40,-10,55,two-hand,1
3,41,-40,60,two-hand,1
3,42,-10,45,two-hand,1
3,43,0,40,two-hand,0
3,44,0,35,two-hand,0
3,45,0,40,two-hand,1
3,46,-10,45,two-hand,1
3,47,-10,50,two-hand,1
3,48,-20,50,two-hand,1
3,49,0,45,two-hand,1
3,50,-20,55,two-hand,1
3,51,-40,60,two-hand,1
3,52,-10,60,two-hand,1
3,53,0,50,two-hand,1
3,54,-10,50,two-hand,1
3,55,-20,60,two-hand,1
3,56,-20,35,two-hand,0
3,57,-20,45,two-hand,1
3,58,-10,60,two-hand,1
3,59,0,40,two-hand,0
3,60,0,50,two-hand,1
3,61,-40,45,two-hand,0
3,62,-10,45,two-hand,1
3,63,0,35,two-hand,0
3,64,-10,50,two-hand,1
3,65,0,35,two-hand,0
3,66,0,35,two-hand,0
3,67,-20,40,two-hand,0
3,68,-10,60,two-hand,1
3,69,0,55,two-hand,1
3,70,-10,35,two-hand,0
3,71,-20,50,two-hand,1
3,72,-20,40,two-hand,0
3,73,0,55,two-hand,1
3,74,-20,35,two-hand,0
3,75,-20,50,two-hand,1
3,76,-20,45,two-hand,0
3,77,0,55,two-hand,1
3,78,-40,55,two-hand,1
3,79,-20,35,two-hand,0
3,80,0,45,two-hand,0
3,81,-20,60,two-hand,1
3,82,0,60,two-hand,1
3,83,-10,35,two-hand,0
3,84,-10,55,two-hand,1
3,85,-40,40,two-hand,0
3,86,-10,45,two-hand,1
3,87,-20,50,two-hand,1
3,88,0,60,two-hand,1
3,89,-40,45,two-hand,0
3,90,-10,60,two-hand,1
3,91,-20,40,two-hand,0
3,92,-40,55,two-hand,1
3,93,-20,55,two-hand,1
3,94,-40,35,two-hand,0
3,95,-20,60,two-hand,1
3,96,-20,50,one-hand,1
3,97,-10,35,one-hand,0
3,98,0,55,one-hand,1
3,99,0,50,one-hand,1
3,100,-20,40,one-hand,1
3,101,-10,60,one-hand,1
3,102,0,35,one-hand,0
3,103,0,45,one-hand,1
3,104,-40,45,one-hand,1
3,105,0,35,one-hand,0
3,106,-10,40,one-hand,1
3,107,0,55,one-hand,1
3,108,-40,35,one-hand,0
3,109,-10,50,one-hand,1
3,110,0,40,one-hand,0
3,111,-20,60,one-hand,1
3,112,-10,35,one-hand,0
3,113,-20,45,one-hand,1
3,114,-20,60,one-hand,1
3,115,-20,55,one-hand,1
3,116,-10,55,one-hand,1
3,117,0,40,one-hand,1
3,118,-20,35,one-hand,0
3,119,-10,45,one-hand,1
3,120,-10,35,one-hand,0
3,121,-40,50,one-hand,1
3,122,0,50,one-hand,1
3,123,0,35,one-hand,0
3,124,-20,60,one-hand,1
3,125,-20,50,one-hand,1
3,126,-20,40,one-hand,0
3,127,-40,50,one-hand,1
3,128,-40,35,one-hand,0
3,129,-10,40,one-hand,1
3,130,0,60,one-hand,1
3,131,-40,45,one-hand,1
3,132,-40,40,one-hand,0
3,133,-10,45,one-hand,1
3,134,-10,45,one-hand,1
3,135,-20,40,one-hand,0
3,136,0,40,one-hand,1
3,137,-40,45,one-hand,1
3,138,-40,55,one-hand,1
3,139,-40,45,one-hand,0
3,140,0,55,one-hand,1
3,141,-40,55,one-hand,1
3,142,-40,60,one-hand,1
3,143,-20,45,one-hand,1
3,144,-40,35,one-hand,0
3,145,-40,60,one-hand,1
3,146,0,35,one-hand,0
3,147,0,50,one-hand,1
3,148,0,45,one-hand,1
3,149,-20,40,one-hand,0
3,150,0,45,one-hand,1
3,151,-10,50,one-hand,1
3,152,-20,55,one-hand,1
3,153,-40,40,one-hand,1
3,154,0,60,one-hand,1
3,155,-40,40,one-hand,1
3,156,-20,55,one-hand,1
3,157,-20,45,one-hand,1
3,158,-10,55,one-hand,1
3,159,-20,35,one-hand,0
3,160,-40,35,one-hand,0
3,161,0,55,one-hand,1
3,162,-40,60,one-hand,1
3,163,-40,50,one-hand,1
3,164,-20,50,one-hand,1
3,165,-40,55,one-hand,1
3,166,-20,55,one-hand,1
3,167,-20,45,one-hand,1
3,168,-10,40,one-hand,0
3,169,-40,55,one-hand,1
3,170,-10,60,one-hand,1
3,171,-10,45,one-hand,1
3,172,-40,50,one-hand,1
3,173,-10,50,one-hand,1
3,174,-20,60,one-hand,0
3,175,0,50,one-hand,1
3,176,-20,35,one-hand,0
3,177,0,45,one-hand,1
3,178,-10,55,one-hand,1
3,179,-20,35,one-hand,0
3,180,-10,60,one-hand,1
3,181,-20,50,one-hand,0
3,182,-10,50,one-hand,1
3,183,-40,60,one-hand,1
3,184,-40,40,one-hand,0
3,185,0,40,one-hand,0
3,186,0,60,one-hand,1
3,187,-10,40,one-hand,0
3,188,0,60,one-hand,1
3,189,-10,55,one-hand,1
3,190,-10,35,one-hand,0
3,191,-10,60,one-hand,1
