pid,trial,physical,visual,rendering,scenario,congruency
7,0,80,200,dynamic,two-hand,
7,1,60,200,static,two-hand,
7,2,60,75,static,two-hand,
7,3,60,150,dynamic,two-hand,
7,4,80,100,dynamic,two-hand,
7,5,60,75,static,two-hand,
7,6,80,50,dynamic,two-hand,
7,7,80,50,dynamic,two-hand,
7,8,60,150,static,two-hand,
7,9,60,200,dynamic,two-hand,
7,10,80,200,static,two-hand,
7,11,60,50,dynamic,two-hand,
7,12,60,100,static,two-hand,
7,13,80,100,static,two-hand,
7,14,80,75,static,two-hand,
7,15,60,150,static,two-hand,
7,16,80,75,dynamic,two-hand,
7,17,60,100,dynamic,two-hand,
7,18,60,50,dynamic,two-hand,
7,19,60,200,dynamic,two-hand,
7,20,60,50,dynamic,two-hand,
7,21,60,150,dynamic,two-hand,
7,22,60,50,dynamic,two-hand,
7,23,60,75,static,two-hand,
7,24,60,200,static,two-hand,
7,25,60,200,static,two-hand,
7,26,60,75,static,two-hand,
7,27,80,75,dynamic,two-hand,
7,28,80,50,dynamic,two-hand,
7,29,60,200,dynamic,two-hand,
7,30,80,200,static,two-hand,
7,31,60,50,static,two-hand,
7,32,60,75,static,two-hand,
7,33,80,200,dynamic,two-hand,
7,34,80,150,dynamic,two-hand,
7,35,60,50,static,two-hand,
7,36,60,200,static,two-hand,
7,37,80,100,dynamic,two-hand,
7,38,60,100,static,two-hand,
7,39,80,200,dynamic,two-hand,
7,40,80,150,static,two-hand,
7,41,80,150,dynamic,two-hand,
7,42,60,100,static,two-hand,
7,43,60,75,dynamic,two-hand,
7,44,80,75,static,two-hand,
7,45,80,200,static,two-hand,
7,46,60,100,dynamic,two-hand,
7,47,80,100,dynamic,two-hand,
7,48,80,75,dynamic,two-hand,
7,49,80,100,dynamic,two-hand,
7,50,60,100,dynamic,two-hand,
7,51,60,100,dynamic,two-hand,
7,52,80,150,static,two-hand,
7,53,80,100,static,two-hand,
7,54,80,75,dynamic,two-hand,
7,55,80,150,static,two-hand,
7,56,80,50,dynamic,two-hand,
7,57,80,200,dynamic,two-hand,
7,58,80,100,static,two-hand,
7,59,60,150,dynamic,two-hand,
7,60,60,75,dynamic,two-hand,
7,61,80,200,dynamic,two-hand,
7,62,80,75,static,two-hand,
7,63,80,50,static,two-hand,
7,64,60,150,dynamic,two-hand,
7,65,80,200,static,two-hand,
7,66,80,50,static,two-hand,
7,67,60,50,static,two-hand,
7,68,80,50,static,two-hand,
7,69,60,150,static,two-hand,
7,70,80,150,dynamic,two-hand,
7,71,80,100,static,two-hand,
7,72,80,200,static,two-hand,
7,73,80,100,static,two-hand,
7,74,60,100,dynamic,two-hand,
7,75,60,100,static,two-hand,
7,76,80,75,dynamic,two-hand,
7,77,60,100,static,two-hand,
7,78,80,75,static,two-hand,
7,79,60,200,dynamic,two-hand,
7,80,80,100,dynamic,two-hand,
7,81,60,150,static,two-hand,
7,82,80,150,dynamic,two-hand,
7,83,60,150,static,two-hand,
7,84,60,50,dynamic,two-hand,
7,85,80,50,dynamic,two-hand,
7,86,60,75,dynamic,two-hand,
7,87,80,150,static,two-hand,
7,88,80,75,static,two-hand,
7,89,60,200,dynamic,two-hand,
7,90,80,150,dynamic,two-hand,
7,91,60,50,static,two-hand,
7,92,80,50,static,two-hand,
7,93,60,200,static,two-hand,
7,94,60,75,dynamic,two-hand,
7,95,60,50,static,two-hand,
7,96,80,150,static,two-hand,
7,97,60,75,dynamic,two-hand,
7,98,80,50,static,two-hand,
7,99,60,150,dynamic,two-hand,
7,100,60,75,dynamic,one-hand,
7,101,60,75,dynamic,one-hand,
7,102,80,50,static,one-hand,
7,103,80,200,static,one-hand,
7,104,60,100,static,one-hand,
7,105,60,75,static,one-hand,
7,106,60,200,static,one-hand,
