pid,trial,visualSize,scenario,direction,congruency,time,distance
3,0,50,one-hand,shrink,,,
3,1,42,one-hand,shrink,,,
3,2,52,one-hand,shrink,,,
3,3,50,one-hand,shrink,,,
3,4,44,one-hand,shrink,,,
3,5,40,one-hand,shrink,,,
3,6,54,one-hand,shrink,,,
3,7,50,one-hand,shrink,,,
3,8,44,one-hand,shrink,,,
3,9,48,one-hand,shrink,,,
3,10,48,one-hand,shrink,,,
3,11,46,one-hand,shrink,,,
3,12,60,one-hand,shrink,,,
3,13,44,one-hand,shrink,,,
3,14,44,one-hand,shrink,,,
3,15,46,one-hand,shrink,,,
3,16,42,one-hand,shrink,,,
3,17,56,one-hand,shrink,,,
3,18,54,one-hand,shrink,,,
3,19,52,one-hand,shrink,,,
3,20,42,one-hand,shrink,,,
3,21,46,one-hand,shrink,,,
3,22,56,one-hand,shrink,,,
3,23,40,one-hand,shrink,,,
3,24,54,one-hand,shrink,,,
3,25,40,one-hand,shrink,,,
3,26,48,one-hand,shrink,,,
3,27,60,one-hand,shrink,,,
3,28,48,one-hand,shrink,,,
3,29,40,one-hand,shrink,,,
3,30,60,one-hand,shrink,,,
3,31,42,one-hand,shrink,,,
3,32,58,one-hand,shrink,,,
3,33,52,one-hand,shrink,,,
3,34,52,one-hand,shrink,,,
3,35,58,one-hand,shrink,,,
3,36,46,one-hand,shrink,,,
3,37,56,one-hand,shrink,,,
3,38,58,one-hand,shrink,,,
3,39,52,one-hand,shrink,,,
3,40,54,one-hand,shrink,,,
3,41,58,one-hand,shrink,,,
3,42,60,one-hand,shrink,,,
3,43,56,one-hand,shrink,,,
3,44,60,one-hand,shrink,,,
3,45,48,one-hand,shrink,,,
3,46,58,one-hand,shrink,,,
3,47,56,one-hand,shrink,,,
3,48,50,one-hand,shrink,,,
3,49,46,one-hand,shrink,,,
3,50,40,one-hand,shrink,,,
3,51,44,one-hand,shrink,,,
3,52,50,one-hand,shrink,,,
3,53,54,one-hand,shrink,,,
3,54,42,one-hand,shrink,,,
3,55,60,two-hand,shrink,,,
3,56,52,two-hand,shrink,,,
3,57,60,two-hand,shrink,,,
3,58,50,two-hand,shrink,,,
3,59,58,two-hand,shrink,,,
3,60,42,two-hand,shrink,,,
3,61,48,two-hand,shrink,,,
3,62,50,two-hand,shrink,,,
3,63,44,two-hand,shrink,,,
3,64,48,two-hand,shrink,,,
3,65,40,two-hand,shrink,,,
3,66,44,two-hand,shrink,,,
3,67,46,two-hand,shrink,,,
3,68,56,two-hand,shrink,,,
3,69,52,two-hand,shrink,,,
3,70,58,two-hand,shrink,,,
3,71,58,two-hand,shrink,,,
3,72,54,two-hand,shrink,,,
3,73,52,two-hand,shrink,,,
3,74,54,two-hand,shrink,,,
3,75,40,two-hand,shrink,,,
3,76,50,two-hand,shrink,,,
3,77,46,two-hand,shrink,,,
3,78,44,two-hand,shrink,,,
3,79,56,two-hand,shrink,,,
3,80,56,two-hand,shrink,,,
3,81,56,two-hand,shrink,,,
3,82,40,two-hand,shrink,,,
3,83,58,two-hand,shrink,,,
3,84,60,two-hand,shrink,,,
3,85,60,two-hand,shrink,,,
3,86,44,two-hand,shrink,,,
3,87,46,two-hand,shrink,,,
3,88,54,two-hand,shrink,,,
3,89,42,two-hand,shrink,,,
3,90,50,two-hand,shrink,,,
3,91,42,two-hand,shrink,,,
3,92,48,two-hand,shrink,,,
3,93,44,two-hand,shrink,,,
3,94,52,two-hand,shrink,,,
3,95,58,two-hand,shrink,,,
3,96,54,two-hand,shrink,,,
3,97,40,two-hand,shrink,,,
3,98,46,two-hand,shrink,,,
3,99,46,two-hand,shrink,,,
3,100,60,two-hand,shrink,,,
3,101,56,two-hand,shrink,,,
3,102,42,two-hand,shrink,,,
3,103,54,two-hand,shrink,,,
3,104,52,two-hand,shrink,,,
3,105,48,two-hand,shrink,,,
3,106,50,two-hand,shrink,,,
3,107,42,two-hand,shrink,,,
3,108,40,two-hand,shrink,,,
3,109,48,two-hand,shrink,,,
