pid,trial,physical,visual,direction,congruency,binary
4,0,40,400,shrink,0,
4,1,30,300,shrink,0,
4,2,30,200,shrink,0,
4,3,30,300,shrink,0,
4,4,20,400,shrink,0,
4,5,40,50,shrink,1,
4,6,10,50,shrink,1,
4,7,20,25,shrink,1,
4,8,30,400,shrink,0,
4,9,40,200,shrink,0,
4,10,20,75,shrink,1,
4,11,20,50,shrink,1,
4,12,10,300,shrink,0,
4,13,10,75,shrink,1,
4,14,10,100,shrink,1,
4,15,10,200,shrink,1,
4,16,40,25,shrink,1,
4,17,30,75,shrink,1,
4,18,10,400,shrink,0,
4,19,40,50,shrink,1,
4,20,30,25,shrink,0,
4,21,20,100,shrink,1,
4,22,10,75,shrink,1,
4,23,30,100,shrink,1,
4,24,10,75,shrink,1,
4,25,40,200,shrink,0,
4,26,10,100,shrink,1,
4,27,10,100,shrink,1,
4,28,30,50,shrink,1,
4,29,10,100,shrink,1,
4,30,20,200,shrink,0,
4,31,40,300,shrink,0,
4,32,40,200,shrink,0,
4,33,30,75,shrink,1,
4,34,20,200,shrink,1,
4,35,40,25,shrink,0,
4,36,40,300,shrink,0,
4,37,40,50,shrink,1,
4,38,30,50,shrink,1,
4,39,40,400,shrink,0,
4,40,20,50,shrink,1,
4,41,10,25,shrink,0,
4,42,10,200,shrink,0,
4,43,10,400,shrink,0,
4,44,40,100,shrink,1,
4,45,20,50,shrink,1,
4,46,30,75,shrink,1,
4,47,40,25,shrink,1,
4,48,30,400,shrink,0,
4,49,30,50,shrink,1,
4,50,10,100,shrink,1,
4,51,20,400,shrink,0,
4,52,20,400,shrink,0,
4,53,40,75,shrink,1,
4,54,10,400,shrink,0,
4,55,30,200,shrink,1,
4,56,30,300,shrink,0,
4,57,20,400,shrink,0,
4,58,20,400,shrink,0,
4,59,10,25,shrink,1,
4,60,40,75,shrink,1,
4,61,40,25,shrink,1,
4,62,10,300,shrink,0,
4,63,20,300,shrink,0,
4,64,20,300,shrink,0,
4,65,40,300,shrink,0,
4,66,30,75,shrink,1,
4,67,10,200,shrink,1,
4,68,30,50,shrink,1,
4,69,40,50,shrink,1,
4,70,10,75,shrink,1,
4,71,30,50,shrink,1,
4,72,10,75,shrink,1,
4,73,20,75,shrink,1,
4,74,20,50,shrink,1,
4,75,40,400,shrink,0,
4,76,20,100,shrink,1,
4,77,20,25,shrink,1,
4,78,10,50,shrink,1,
4,79,30,300,shrink,0,
4,80,30,100,shrink,1,
4,81,20,300,shrink,0,
4,82,10,50,shrink,1,
4,83,40,100,shrink,1,
4,84,10,300,shrink,0,
4,85,40,100,shrink,1,
4,86,30,200,shrink,1,
4,87,30,200,shrink,1,
4,88,40,75,shrink,1,
4,89,20,25,shrink,1,
4,90,20,75,shrink,1,
4,91,30,400,shrink,0,
4,92,20,100,shrink,1,
4,93,10,400,shrink,0,
4,94,20,75,shrink,1,
4,95,40,50,shrink,1,
4,96,40,100,shrink,1,
4,97,20,200,shrink,1,
4,98,10,25,shrink,1,
4,99,10,300,shrink,0,
4,100,10,50,shrink,0,
4,101,20,75,shrink,1,
4,102,30,100,shrink,1,
4,103,30,25,shrink,1,
4,104,40,100,shrink,1,
4,105,30,75,shrink,1,
4,106,20,25,shrink,1,
4,107,10,200,shrink,0,
4,108,40,400,shrink,0,
4,109,40,300,shrink,0,
4,110,20,300,shrink,0,
4,111,10,300,shrink,0,
4,112,40,400,shrink,0,
4,113,40,75,shrink,1,
4,114,10,25,shrink,1,
4,115,10,400,shrink,0,
4,116,20,200,shrink,0,
4,117,10,25,shrink,1,
4,118,30,400,shrink,0,
4,119,30,25,shrink,1,
4,120,30,300,shrink,0,
4,121,20,50,shrink,1,
4,122,40,300,shrink,0,
4,123,20,100,shrink,1,
4,124,30,400,shrink,0,
4,125,10,200,shrink,0,
4,126,30,100,shrink,1,
4,127,30,100,shrink,1,
4,128,20,100,shrink,1,
4,129,40,200,shrink,0,
4,130,30,25,shrink,1,
4,131,40,25,shrink,1,
4,132,40,200,shrink,0,
4,133,20,300,shrink,0,
4,134,10,50,shrink,1,
4,135,30,200,shrink,0,
4,136,30,25,shrink,1,
4,137,20,25,shrink,1,
4,138,40,75,shrink,1,
4,139,20,200,shrink,0,
4,56,20,200,grow,1,
4,57,40,300,grow,1,
4,58,30,50,grow,1,
4,59,30,300,grow,1,
4,60,10,75,grow,1,
4,61,40,200,grow,1,
4,62,30,100,grow,1,
4,63,20,25,grow,1,
4,64,20,200,grow,1,
4,65,20,50,grow,1,
4,66,40,400,grow,0,
4,67,10,25,grow,1,
4,68,40,75,grow,1,
4,69,30,75,grow,1,
