pid,trial,visualSize,scenario,delayTime,direction,congruency,time,distance
5,0,55,one-hand,0.5,shrink,,,
5,1,45,one-hand,0.5,shrink,,,
5,2,25,one-hand,0.5,shrink,,,
5,3,50,one-hand,0.5,shrink,,,
5,4,60,one-hand,0.5,shrink,,,
5,5,40,one-hand,0.5,shrink,,,
5,6,50,one-hand,0.5,shrink,,,
5,7,20,one-hand,0.5,shrink,,,
5,8,55,one-hand,0.5,shrink,,,
5,9,30,one-hand,0.5,shrink,,,
5,10,35,one-hand,0.5,shrink,,,
5,11,35,one-hand,0.5,shrink,,,
5,12,20,one-hand,0.5,shrink,,,
5,13,55,one-hand,0.5,shrink,,,
5,14,25,one-hand,0.5,shrink,,,
5,15,35,one-hand,0.5,shrink,,,
5,16,25,one-hand,0.5,shrink,,,
5,17,25,one-hand,0.5,shrink,,,
5,18,20,one-hand,0.5,shrink,,,
5,19,30,one-hand,0.5,shrink,,,
5,20,35,one-hand,0.5,shrink,,,
5,21,50,one-hand,0.5,shrink,,,
5,22,40,one-hand,0.5,shrink,,,
5,23,60,one-hand,0.5,shrink,,,
5,24,45,one-hand,0.5,shrink,,,
5,25,55,one-hand,0.5,shrink,,,
5,26,30,one-hand,0.5,shrink,,,
5,27,30,one-hand,0.5,shrink,,,
5,28,35,one-hand,0.5,shrink,,,
5,29,50,one-hand,0.5,shrink,,,
5,30,40,one-hand,0.5,shrink,,,
5,31,25,one-hand,0.5,shrink,,,
5,32,40,one-hand,0.5,shrink,,,
5,33,45,one-hand,0.5,shrink,,,
5,34,30,one-hand,0.5,shrink,,,
5,35,20,one-hand,0.5,shrink,,,
5,36,60,one-hand,0.5,shrink,,,
5,37,45,one-hand,0.5,shrink,,,
5,38,20,one-hand,0.5,shrink,,,
5,39,40,one-hand,0.5,shrink,,,
5,40,55,one-hand,0.5,shrink,,,
5,41,45,one-hand,0.5,shrink,,,
5,42,60,one-hand,0.5,shrink,,,
5,43,50,one-hand,0.5,shrink,,,
5,44,60,one-hand,0.5,shrink,,,
5,45,25,two-hand,0.5,shrink,,,
5,46,55,two-hand,0.5,shrink,,,
5,47,45,two-hand,0.5,shrink,,,
5,48,55,two-hand,0.5,shrink,,,
5,49,45,two-hand,0.5,shrink,,,
5,50,40,two-hand,0.5,shrink,,,
5,51,20,two-hand,0.5,shrink,,,
5,52,45,two-hand,0.5,shrink,,,
5,53,35,two-hand,0.5,shrink,,,
5,54,40,two-hand,0.5,shrink,,,
5,55,40,two-hand,0.5,shrink,,,
5,56,55,two-hand,0.5,shrink,,,
5,57,30,two-hand,0.5,shrink,,,
5,58,35,two-hand,0.5,shrink,,,
5,59,25,two-hand,0.5,shrink,,,
5,60,35,two-hand,0.5,shrink,,,
5,61,50,two-hand,0.5,shrink,,,
5,62,50,two-hand,0.5,shrink,,,
5,63,20,two-hand,0.5,shrink,,,
5,64,25,two-hand,0.5,shrink,,,
5,65,45,two-hand,0.5,shrink,,,
5,66,55,two-hand,0.5,shrink,,,
5,67,60,two-hand,0.5,shrink,,,
5,68,40,two-hand,0.5,shrink,,,
5,69,60,two-hand,0.5,shrink,,,
5,70,35,two-hand,0.5,shrink,,,
5,71,30,two-hand,0.5,shrink,,,
5,72,20,two-hand,0.5,shrink,,,
5,73,25,two-hand,0.5,shrink,,,
5,74,55,two-hand,0.5,shrink,,,
5,75,50,two-hand,0.5,shrink,,,
5,76,35,two-hand,0.5,shrink,,,
5,77,30,two-hand,0.5,shrink,,,
5,78,30,two-hand,0.5,shrink,,,
5,79,45,two-hand,0.5,shrink,,,
5,80,25,two-hand,0.5,shrink,,,
5,81,60,two-hand,0.5,shrink,,,
5,82,50,two-hand,0.5,shrink,,,
5,83,30,two-hand,0.5,shrink,,,
5,84,40,two-hand,0.5,shrink,,,
5,85,60,two-hand,0.5,shrink,,,
5,86,60,two-hand,0.5,shrink,,,
5,87,20,two-hand,0.5,shrink,,,
5,88,50,two-hand,0.5,shrink,,,
5,89,20,two-hand,0.5,shrink,,,
