pid,trial,physical_speed,visual_end_size,scenario,congruency
11,0,40,140,two-hand,
11,1,10,80,two-hand,
11,2,10,180,two-hand,
11,3,0,80,two-hand,
11,4,40,180,two-hand,
11,5,40,100,two-hand,
11,6,0,180,two-hand,
11,7,40,140,two-hand,
11,8,20,140,two-hand,
11,9,20,120,two-hand,
11,10,0,140,two-hand,
11,11,20,180,two-hand,
11,12,10,160,two-hand,
11,13,10,80,two-hand,
11,14,20,160,two-hand,
11,15,20,140,two-hand,
11,16,40,100,two-hand,
11,17,40,80,two-hand,
11,18,0,80,two-hand,
11,19,40,160,two-hand,
11,20,0,180,two-hand,
11,21,20,100,two-hand,
11,22,20,180,two-hand,
11,23,20,160,two-hand,
11,24,20,100,two-hand,
11,25,40,100,two-hand,
11,26,40,180,two-hand,
11,27,10,160,two-hand,
11,28,10,160,two-hand,
11,29,20,120,two-hand,
11,30,0,120,two-hand,
11,31,20,160,two-hand,
11,32,0,160,two-hand,
11,33,20,100,two-hand,
11,34,10,140,two-hand,
11,35,10,80,two-hand,
11,36,10,120,two-hand,
11,37,10,180,two-hand,
11,38,40,100,two-hand,
11,39,40,80,two-hand,
11,40,10,140,two-hand,
11,41,40,120,two-hand,
11,42,10,80,two-hand,
11,43,20,80,two-hand,
11,44,40,80,two-hand,
11,45,0,100,two-hand,
11,46,40,160,two-hand,
11,47,20,140,two-hand,
11,48,0,80,two-hand,
11,49,0,140,two-hand,
11,50,10,100,two-hand,
11,51,20,160,two-hand,
11,52,0,100,two-hand,
11,53,10,160,two-hand,
11,54,40,120,two-hand,
11,55,20,80,two-hand,
11,56,20,120,two-hand,
11,57,0,100,two-hand,
11,58,10,120,two-hand,
11,59,40,180,two-hand,
11,60,20,100,two-hand,
11,61,20,80,two-hand,
11,62,20,180,two-hand,
11,63,10,100,two-hand,
11,64,10,100,two-hand,
11,65,40,160,two-hand,
11,66,0,120,two-hand,
11,67,0,160,two-hand,
11,68,10,180,two-hand,
11,69,0,100,two-hand,
11,70,10,120,two-hand,
11,71,0,140,two-hand,
11,72,0,160,two-hand,
11,73,20,80,two-hand,
11,74,0,180,two-hand,
11,75,20,140,two-hand,
11,76,0,120,two-hand,
11,77,10,180,two-hand,
11,78,40,140,two-hand,
11,79,40,160,two-hand,
11,80,40,180,two-hand,
11,81,10,140,two-hand,
11,82,20,120,two-hand,
11,83,40,80,two-hand,
11,84,0,160,two-hand,
11,85,10,140,two-hand,
11,86,0,140,two-hand,
11,87,40,120,two-hand,
11,88,10,100,two-hand,
11,89,40,140,two-hand,
11,90,10,120,two-hand,
11,91,0,120,two-hand,
11,92,0,80,two-hand,
11,93,40,120,two-hand,
11,94,0,180,two-hand,
11,95,20,180,two-hand,
11,96,20,140,one-hand,
11,97,10,80,one-hand,
11,98,20,160,one-hand,
11,99,10,100,one-hand,
11,100,20,80,one-hand,
11,101,10,80,one-hand,
11,102,10,100,one-hand,
11,103,40,180,one-hand,
11,104,40,180,one-hand,
11,105,20,80,one-hand,
11,106,10,120,one-hand,
11,107,20,100,one-hand,
11,108,20,120,one-hand,
11,109,20,160,one-hand,
11,110,20,160,one-hand,
11,111,40,140,one-hand,
11,112,10,160,one-hand,
11,113,0,100,one-hand,
11,114,40,100,one-hand,
11,115,0,100,one-hand,
11,116,10,180,one-hand,
11,117,0,160,one-hand,
11,118,20,100,one-hand,
11,119,10,140,one-hand,
11,120,40,80,one-hand,
11,121,40,100,one-hand,
11,122,0,160,one-hand,
11,123,40,120,one-hand,
11,124,0,80,one-hand,
11,125,0,140,one-hand,
11,126,40,100,one-hand,
11,127,0,140,one-hand,
11,128,40,80,one-hand,
11,129,10,100,one-hand,
11,130,20,180,one-hand,
11,131,20,180,one-hand,
11,132,10,140,one-hand,
11,133,40,140,one-hand,
11,134,40,160,one-hand,
11,135,20,140,one-hand,
11,136,0,120,one-hand,
11,137,0,100,one-hand,
11,138,20,120,one-hand,
11,139,20,100,one-hand,
11,140,0,140,one-hand,
11,141,10,80,one-hand,
11,142,40,180,one-hand,
11,143,40,160,one-hand,
11,144,20,140,one-hand,
11,145,0,180,one-hand,
11,146,40,160,one-hand,
11,147,0,100,one-hand,
11,148,0,140,one-hand,
11,149,0,120,one-hand,
11,150,10,140,one-hand,
11,151,40,140,one-hand,
11,152,10,160,one-hand,
11,153,0,160,one-hand,
11,154,20,80,one-hand,
11,155,0,120,one-hand,
11,156,40,120,one-hand,
11,157,0,80,one-hand,
11,158,0,120,one-hand,
11,159,10,80,one-hand,
11,160,10,120,one-hand,
11,161,20,180,one-hand,
11,162,20,120,one-hand,
11,163,20,160,one-hand,
11,164,10,160,one-hand,
11,165,10,120,one-hand,
11,166,40,160,one-hand,
11,167,10,180,one-hand,
11,168,40,180,one-hand,
11,169,20,120,one-hand,
11,170,10,120,one-hand,
11,171,40,140,one-hand,
11,172,40,80,one-hand,
11,173,0,160,one-hand,
11,174,0,180,one-hand,
11,175,40,100,one-hand,
11,176,10,180,one-hand,
11,177,20,140,one-hand,
11,178,10,160,one-hand,
11,179,0,180,one-hand,
11,180,10,180,one-hand,
11,181,0,80,one-hand,
11,182,10,140,one-hand,
11,183,10,100,one-hand,
11,184,0,80,one-hand,
11,185,20,100,one-hand,
11,186,20,180,one-hand,
11,187,40,120,one-hand,
11,188,20,80,one-hand,
11,189,0,180,one-hand,
11,190,40,120,one-hand,
11,191,40,80,one-hand,
