pid,trial,visualSize,scenario,direction,congruency,time,distance
6,0,100,one-hand,expand,1,4.335779,
6,1,130,one-hand,expand,1,7.786982,
6,2,180,one-hand,expand,1,6.560013,
6,3,150,one-hand,expand,0,7.128517,
6,4,170,one-hand,expand,0,7.853533,
6,5,140,one-hand,expand,1,3.884434,
6,6,90,one-hand,expand,0,5.430189,
6,7,100,one-hand,expand,0,6.38926,
6,8,90,one-hand,expand,1,3.721328,
6,9,170,one-hand,expand,1,3.19142,
6,10,120,one-hand,expand,1,3.525691,
6,11,100,one-hand,expand,1,4.054812,
6,12,90,one-hand,expand,0,5.084764,
6,13,160,one-hand,expand,0,6.083604,
6,14,150,one-hand,expand,1,4.427532,
6,15,140,one-hand,expand,0,5.179102,
6,16,180,one-hand,expand,0,7.796489,
6,17,80,one-hand,expand,1,3.939645,
6,18,110,one-hand,expand,1,5.165563,
6,19,110,one-hand,expand,1,3.285608,
6,20,150,one-hand,expand,1,3.842284,
6,21,150,one-hand,expand,1,4.52485,
6,22,130,one-hand,expand,1,4.093122,
6,23,90,one-hand,expand,0,5.081493,
6,24,180,one-hand,expand,1,3.215884,
6,25,120,one-hand,expand,1,3.021433,
6,26,170,one-hand,expand,0,3.062582,
6,27,160,one-hand,expand,0,4.567302,
6,28,150,one-hand,expand,0,3.076803,
6,29,140,one-hand,expand,0,4.454859,
6,30,180,one-hand,expand,0,6.822917,
6,31,180,one-hand,expand,0,5.973197,
6,32,80,one-hand,expand,1,2.839774,
6,33,120,one-hand,expand,1,2.993447,
6,34,80,one-hand,expand,1,2.910007,
6,35,100,one-hand,expand,1,3.717217,
6,36,100,one-hand,expand,1,5.722204,
6,37,80,one-hand,expand,1,2.561351,
6,38,160,one-hand,expand,1,7.533083,
6,39,120,one-hand,expand,1,2.743107,
6,40,140,one-hand,expand,0,5.985888,
6,41,130,one-hand,expand,1,2.561633,
6,42,80,one-hand,expand,1,1.768157,
6,43,130,one-hand,expand,1,2.227422,
6,44,120,one-hand,expand,1,3.619677,
6,45,110,one-hand,expand,1,2.672968,
6,46,110,one-hand,expand,1,5.931299,
6,47,170,one-hand,expand,1,3.815604,
6,48,160,one-hand,expand,1,5.290746,
6,49,140,one-hand,expand,1,1.740407,
6,50,110,one-hand,expand,1,2.227615,
6,51,130,one-hand,expand,1,2.338613,
6,52,170,one-hand,expand,1,2.366836,
6,53,160,one-hand,expand,1,2.743095,
6,54,90,one-hand,expand,1,2.102304,
6,55,100,two-hand,expand,0,4.594415,0.2309522
6,56,80,two-hand,expand,1,2.923673,0.2140297
6,57,110,two-hand,expand,1,5.764997,0.2403302
6,58,180,two-hand,expand,1,1.89595,0.3050724
6,59,130,two-hand,expand,1,1.881789,0.2914681
6,60,140,two-hand,expand,1,2.577736,0.3177064
6,61,110,two-hand,expand,1,3.371121,0.2499847
6,62,160,two-hand,expand,1,4.930525,0.3243179
6,63,150,two-hand,expand,1,3.159585,0.2970645
6,64,130,two-hand,expand,0,4.789474,0.3095923
6,65,180,two-hand,expand,1,2.360446,0.3621345
6,66,180,two-hand,expand,1,1.684247,0.2585296
6,67,100,two-hand,expand,1,2.227761,0.2102121
6,68,140,two-hand,expand,1,1.921027,0.2488768
6,69,150,two-hand,expand,1,2.088077,0.2690071
6,70,100,two-hand,expand,1,2.088745,0.2257285
6,71,180,two-hand,expand,1,2.185228,0.2869079
6,72,120,two-hand,expand,1,1.726288,0.255089
6,73,100,two-hand,expand,1,2.568954,0.2409339
6,74,100,two-hand,expand,1,2.617404,0.2514837
6,75,110,two-hand,expand,1,2.700138,0.2217436
6,76,130,two-hand,expand,1,2.686419,0.241769
6,77,160,two-hand,expand,1,2.908914,0.2813125
6,78,160,two-hand,expand,1,1.656333,0.3086927
6,79,150,two-hand,expand,1,1.920962,0.2763553
6,80,180,two-hand,expand,1,1.559195,0.3100664
6,81,120,two-hand,expand,1,2.157783,0.269813
6,82,90,two-hand,expand,0,2.993676,0.2174799
6,83,110,two-hand,expand,0,3.913136,0.2420309
6,84,160,two-hand,expand,0,2.965567,0.3021021
6,85,150,two-hand,expand,1,3.925561,0.2665217
6,86,80,two-hand,expand,1,2.895458,0.2189535
6,87,80,two-hand,expand,1,1.448092,0.2024191
6,88,120,two-hand,expand,0,3.243984,0.2643843
6,89,140,two-hand,expand,1,1.935686,0.2838011
6,90,130,two-hand,expand,1,2.08805,0.2682792
6,91,170,two-hand,expand,1,2.269233,0.2783453
6,92,80,two-hand,expand,0,3.585048,0.2363896
6,93,90,two-hand,expand,1,1.879346,0.2272336
6,94,170,two-hand,expand,0,2.659221,0.2289235
6,95,140,two-hand,expand,0,2.96556,0.2644939
6,96,150,two-hand,expand,1,1.907041,0.2749692
6,97,160,two-hand,expand,1,1.642475,0.315061
6,98,130,two-hand,expand,1,2.645651,0.2120655
6,99,120,two-hand,expand,1,2.353034,0.2719266
6,100,170,two-hand,expand,0,2.42205,0.3382026
6,101,140,two-hand,expand,0,2.645336,0.2275463
6,102,170,two-hand,expand,1,1.698544,0.2651156
6,103,120,two-hand,expand,0,2.019139,0.2736578
6,104,80,two-hand,expand,1,1.851749,0.2437741
6,105,90,two-hand,expand,0,2.478314,0.2510048
6,106,90,two-hand,expand,1,1.085535,0.2028224
6,107,90,two-hand,expand,0,2.423153,0.2540133
6,108,170,two-hand,expand,1,1.364071,0.2512773
6,109,110,two-hand,expand,1,1.420073,0.2377296
