pid,trial,physical_speed,visual_end_size,scenario,congruency
7,0,10,80,two-hand,
7,1,10,120,two-hand,
7,2,40,120,two-hand,
7,3,40,100,two-hand,
7,4,10,140,two-hand,
7,5,10,120,two-hand,
7,6,10,100,two-hand,
7,7,10,100,two-hand,
7,8,10,180,two-hand,
7,9,20,80,two-hand,
7,10,40,160,two-hand,
7,11,40,160,two-hand,
7,12,20,100,two-hand,
7,13,0,100,two-hand,
7,14,10,160,two-hand,
7,15,10,100,two-hand,
7,16,10,140,two-hand,
7,17,10,80,two-hand,
7,18,0,160,two-hand,
7,19,0,180,two-hand,
7,20,10,80,two-hand,
7,21,40,140,two-hand,
7,22,40,120,two-hand,
7,23,0,100,two-hand,
7,24,20,180,two-hand,
7,25,0,100,two-hand,
7,26,40,140,two-hand,
7,27,0,140,two-hand,
7,28,40,80,two-hand,
7,29,20,160,two-hand,
7,30,20,80,two-hand,
7,31,0,80,two-hand,
7,32,40,180,two-hand,
7,33,40,140,two-hand,
7,34,20,80,two-hand,
7,35,0,80,two-hand,
7,36,20,100,two-hand,
7,37,20,160,two-hand,
7,38,20,180,two-hand,
7,39,10,100,two-hand,
7,40,20,160,two-hand,
7,41,40,160,two-hand,
7,42,40,160,two-hand,
7,43,10,180,two-hand,
7,44,10,140,two-hand,
7,45,0,180,two-hand,
7,46,40,100,two-hand,
7,47,10,80,two-hand,
7,48,40,180,two-hand,
7,49,20,140,two-hand,
7,50,10,140,two-hand,
7,51,40,120,two-hand,
7,52,20,180,two-hand,
7,53,10,160,two-hand,
7,54,20,120,two-hand,
7,55,40,140,two-hand,
7,56,20,100,two-hand,
7,57,20,80,two-hand,
7,58,0,160,two-hand,
7,59,20,100,two-hand,
7,60,20,120,two-hand,
7,61,40,120,two-hand,
7,62,10,160,two-hand,
7,63,10,180,two-hand,
7,64,40,80,two-hand,
7,65,0,100,two-hand,
7,66,0,80,two-hand,
7,67,0,160,two-hand,
7,68,20,140,two-hand,
7,69,0,120,two-hand,
7,70,0,120,two-hand,
7,71,10,120,two-hand,
7,72,20,120,two-hand,
7,73,20,140,two-hand,
7,74,0,140,two-hand,
7,75,10,180,two-hand,
7,76,40,180,two-hand,
7,77,0,120,two-hand,
7,78,0,80,two-hand,
7,79,0,160,two-hand,
7,80,0,120,two-hand,
7,81,20,120,two-hand,
7,82,0,180,two-hand,
7,83,20,140,two-hand,
7,84,40,100,two-hand,
7,85,40,180,two-hand,
7,86,10,120,two-hand,
7,87,0,140,two-hand,
7,88,20,180,two-hand,
7,89,40,80,two-hand,
7,90,0,140,two-hand,
7,91,10,160,two-hand,
7,92,40,100,two-hand,
7,93,0,180,two-hand,
7,94,40,80,two-hand,
7,95,20,160,two-hand,
7,96,40,180,one-hand,
7,97,10,180,one-hand,
7,98,0,100,one-hand,
7,99,0,180,one-hand,
7,100,10,140,one-hand,
7,101,10,160,one-hand,
7,102,0,140,one-hand,
7,103,20,120,one-hand,
7,104,10,80,one-hand,
7,105,0,180,one-hand,
7,106,0,160,one-hand,
7,107,40,180,one-hand,
7,108,20,160,one-hand,
7,109,20,140,one-hand,
7,110,40,100,one-hand,
7,111,40,160,one-hand,
7,112,10,120,one-hand,
7,113,40,160,one-hand,
7,114,10,140,one-hand,
7,115,20,140,one-hand,
7,116,40,80,one-hand,
7,117,0,140,one-hand,
7,118,40,140,one-hand,
7,119,20,180,one-hand,
7,120,20,100,one-hand,
7,121,10,80,one-hand,
7,122,10,180,one-hand,
7,123,10,120,one-hand,
7,124,20,100,one-hand,
7,125,0,140,one-hand,
7,126,20,160,one-hand,
7,127,20,180,one-hand,
7,128,40,80,one-hand,
7,129,20,140,one-hand,
7,130,40,100,one-hand,
7,131,40,120,one-hand,
7,132,20,180,one-hand,
7,133,40,160,one-hand,
7,134,40,140,one-hand,
7,135,10,100,one-hand,
7,136,40,140,one-hand,
7,137,0,100,one-hand,
7,138,10,100,one-hand,
7,139,20,120,one-hand,
7,140,10,160,one-hand,
7,141,40,80,one-hand,
7,142,0,100,one-hand,
7,143,20,160,one-hand,
7,144,0,120,one-hand,
7,145,40,160,one-hand,
7,146,40,80,one-hand,
7,147,10,160,one-hand,
7,148,20,100,one-hand,
7,149,10,180,one-hand,
7,150,10,120,one-hand,
7,151,0,120,one-hand,
7,152,20,80,one-hand,
7,153,40,180,one-hand,
7,154,0,100,one-hand,
7,155,40,120,one-hand,
7,156,0,80,one-hand,
7,157,0,180,one-hand,
7,158,10,180,one-hand,
7,159,10,100,one-hand,
7,160,40,100,one-hand,
7,161,0,120,one-hand,
7,162,0,80,one-hand,
7,163,40,120,one-hand,
7,164,40,140,one-hand,
7,165,10,80,one-hand,
7,166,10,140,one-hand,
7,167,0,160,one-hand,
7,168,10,100,one-hand,
7,169,0,140,one-hand,
7,170,0,160,one-hand,
7,171,20,180,one-hand,
7,172,20,140,one-hand,
7,173,10,160,one-hand,
7,174,0,120,one-hand,
7,175,0,80,one-hand,
7,176,20,120,one-hand,
7,177,0,160,one-hand,
7,178,40,100,one-hand,
7,179,20,100,one-hand,
7,180,40,120,one-hand,
7,181,20,80,one-hand,
7,182,10,120,one-hand,
7,183,20,80,one-hand,
7,184,10,80,one-hand,
7,185,20,120,one-hand,
7,186,40,180,one-hand,
7,187,0,180,one-hand,
7,188,0,80,one-hand,
7,189,10,140,one-hand,
7,190,20,160,one-hand,
7,191,20,80,one-hand,
