pid,trial,physicalSize,visualSize,congruent
1,0,20,50.0,0
1,1,100,125.0,1
1,2,80,75.0,0
1,3,40,87.5,1
1,4,120,100.0,1
1,5,80,50.0,0
1,6,100,67.5,1
1,7,80,100.0,1
1,8,20,87.5,1
1,9,20,125.0,1
1,10,120,100.0,1
1,11,80,100.0,0
1,12,120,200.0,0
1,13,80,200.0,0
1,14,20,200.0,0
1,15,40,125.0,1
1,16,100,175.0,1
1,17,40,67.5,0
1,18,80,175.0,0
1,19,60,50.0,0
1,20,20,50.0,0
1,21,40,150.0,1
1,22,80,200.0,0
1,23,60,100.0,1
1,24,120,125.0,1
1,25,120,50.0,0
1,26,60,200.0,0
1,27,100,87.5,0
1,28,80,87.5,1
1,29,40,125.0,1
1,30,100,125.0,0
1,31,40,75.0,0
1,32,60,87.5,1
1,33,80,100.0,1
1,34,20,67.5,1
1,35,120,75.0,1
1,36,120,125.0,0
1,37,40,100.0,1
1,38,40,175.0,0
1,39,120,50.0,0
1,40,120,87.5,1
1,41,120,150.0,0
1,42,40,175.0,0
1,43,80,67.5,0
1,44,80,75.0,1
1,45,60,87.5,1
1,46,120,87.5,1
1,47,80,125.0,0
1,48,20,87.5,1
1,49,120,150.0,1
1,50,40,200.0,0
1,51,100,87.5,1
1,52,80,200.0,0
1,53,120,87.5,1
1,54,20,150.0,0
1,55,60,200.0,0
1,56,120,75.0,1
1,57,20,200.0,0
1,58,60,150.0,0
1,59,100,75.0,1
1,60,40,175.0,0
1,61,100,125.0,0
1,62,100,100.0,1
1,63,80,125.0,0
1,64,120,175.0,1
1,65,120,67.5,1
1,66,80,75.0,1
1,67,120,200.0,0
1,68,80,150.0,0
1,69,40,175.0,0
1,70,100,67.5,0
1,71,40,125.0,1
1,72,100,50.0,0
1,73,120,150.0,1
1,74,100,150.0,0
1,75,40,67.5,0
1,76,40,150.0,1
1,77,80,150.0,0
1,78,60,200.0,0
1,79,60,50.0,0
1,80,40,50.0,0
1,81,40,87.5,1
1,82,80,150.0,0
1,83,60,100.0,1
1,84,60,200.0,0
1,85,60,175.0,0
1,86,40,200.0,1
1,87,120,67.5,1
1,88,40,75.0,1
1,89,120,75.0,1
1,90,80,200.0,1
1,91,40,200.0,0
1,92,20,175.0,0
1,93,20,125.0,1
1,94,120,200.0,0
1,95,100,67.5,0
1,96,20,125.0,1
1,97,20,67.5,1
1,98,100,75.0,1
1,99,60,100.0,1
1,100,100,87.5,0
1,101,100,50.0,0
1,102,40,67.5,0
1,103,60,50.0,0
1,104,60,125.0,1
1,105,100,150.0,0
1,106,20,150.0,0
1,107,40,87.5,1
1,108,100,50.0,0
1,109,40,100.0,1
1,110,100,75.0,1
1,111,100,200.0,0
1,112,80,50.0,0
1,113,120,125.0,1
1,114,40,150.0,1
1,115,120,67.5,1
1,116,120,100.0,1
1,117,20,150.0,1
1,118,20,125.0,1
1,119,60,175.0,0
1,120,100,175.0,1
1,121,20,100.0,1
1,122,80,150.0,1
1,123,20,87.5,1
1,124,40,50.0,0
1,125,80,50.0,0
1,126,100,200.0,1
1,127,120,50.0,0
1,128,20,75.0,1
1,129,60,125.0,1
1,130,120,175.0,1
1,131,120,175.0,1
1,132,80,50.0,0
1,133,80,67.5,1
1,134,120,100.0,1
1,135,60,75.0,1
1,136,100,67.5,1
1,137,20,175.0,0
1,138,100,100.0,1
1,139,60,75.0,1
1,140,60,75.0,1
1,141,40,67.5,0
1,142,40,50.0,0
1,143,60,67.5,1
1,144,80,50.0,0
1,145,20,50.0,1
1,146,60,75.0,0
1,147,40,200.0,0
1,148,100,150.0,1
1,149,100,50.0,1
1,150,100,200.0,0
1,151,20,75.0,1
1,152,60,50.0,0
1,153,20,150.0,0
1,154,40,100.0,1
1,155,20,175.0,0
1,156,100,100.0,1
1,157,100,100.0,1
1,158,120,50.0,0
1,159,80,175.0,0
1,160,100,125.0,1
1,161,60,50.0,0
1,162,120,200.0,1
1,163,120,150.0,1
1,164,20,87.5,1
1,165,100,75.0,1
1,166,20,100.0,1
1,167,120,100.0,1
1,168,60,150.0,1
1,169,20,100.0,1
1,170,80,175.0,0
1,171,60,175.0,0
1,172,20,175.0,0
1,173,120,175.0,1
1,174,60,67.5,1
1,175,120,87.5,1
1,176,120,67.5,0
1,177,60,87.5,1
1,178,120,125.0,1
1,179,20,200.0,0
1,180,20,75.0,1
1,181,120,50.0,0
1,182,40,87.5,1
1,183,120,125.0,1
1,184,120,75.0,0
1,185,40,150.0,0
1,186,40,100.0,1
