pid,trial,physicalSize,visualSize,congruent
3,0,60,67.5,
3,1,100,200.0,
3,2,60,50.0,
3,3,100,125.0,
3,4,40,175.0,
3,5,40,175.0,
3,6,60,75.0,
3,7,80,175.0,
3,8,20,175.0,
3,9,100,175.0,
3,10,40,67.5,
3,11,60,150.0,
3,12,100,75.0,
3,13,80,125.0,
3,14,120,175.0,
3,15,20,75.0,
3,16,120,125.0,
3,17,120,87.5,
3,18,80,67.5,
3,19,80,125.0,
3,20,100,100.0,
3,21,40,150.0,
3,22,60,100.0,
3,23,20,87.5,
3,24,120,75.0,
3,25,120,87.5,
3,26,20,87.5,
3,27,60,175.0,
3,28,100,175.0,
3,29,40,87.5,
3,30,100,150.0,
3,31,120,75.0,
3,32,120,200.0,
3,33,120,175.0,
3,34,20,125.0,
3,35,120,175.0,
3,36,60,150.0,
3,37,80,200.0,
3,38,120,125.0,
3,39,120,75.0,
3,40,20,50.0,
3,41,20,75.0,
3,42,80,75.0,
3,43,20,87.5,
3,44,80,67.5,
3,45,120,75.0,
3,46,120,100.0,
3,47,100,125.0,
3,48,100,87.5,
3,49,80,175.0,
3,50,20,125.0,
3,51,40,50.0,
3,52,20,50.0,
3,53,100,67.5,
3,54,100,75.0,
3,55,120,200.0,
3,56,80,125.0,
3,57,40,200.0,
3,58,60,75.0,
3,59,100,87.5,
3,60,120,87.5,
3,61,20,100.0,
3,62,60,75.0,
3,63,120,125.0,
3,64,40,150.0,
3,65,20,150.0,
3,66,100,175.0,
3,67,80,67.5,
3,68,100,67.5,
3,69,20,50.0,
3,70,100,75.0,
3,71,120,67.5,
3,72,20,125.0,
3,73,80,125.0,
3,74,60,87.5,
3,75,120,67.5,
3,76,120,175.0,
3,77,80,150.0,
3,78,100,200.0,
3,79,20,100.0,
3,80,80,200.0,
3,81,40,125.0,
3,82,40,100.0,
3,83,40,87.5,
3,84,120,87.5,
3,85,40,125.0,
3,86,80,87.5,
3,87,80,150.0,
3,88,20,175.0,
3,89,40,87.5,
3,90,40,50.0,
3,91,120,100.0,
3,92,40,200.0,
3,93,20,200.0,
3,94,80,50.0,
3,95,120,175.0,
3,96,80,50.0,
3,97,60,100.0,
3,98,120,200.0,
3,99,120,75.0,
3,100,60,67.5,
3,101,100,67.5,
3,102,60,150.0,
3,103,20,200.0,
3,104,60,50.0,
3,105,60,100.0,
