pid,trial,physical_speed,visual_end_size,scenario,congruency
6,0,0,60,one-hand,
6,1,-40,55,one-hand,
6,2,-10,50,one-hand,
6,3,-20,55,one-hand,
6,4,-10,50,one-hand,
6,5,-10,60,one-hand,
6,6,-10,45,one-hand,
6,7,-10,55,one-hand,
6,8,-40,50,one-hand,
6,9,0,55,one-hand,
6,10,-20,60,one-hand,
6,11,0,40,one-hand,
6,12,-20,50,one-hand,
6,13,-40,40,one-hand,
6,14,-10,45,one-hand,
6,15,-40,50,one-hand,
6,16,0,35,one-hand,
6,17,-10,45,one-hand,
6,18,-10,55,one-hand,
6,19,0,50,one-hand,
6,20,-40,55,one-hand,
6,21,-40,40,one-hand,
6,22,-40,50,one-hand,
6,23,0,55,one-hand,
6,24,-20,60,one-hand,
6,25,-20,35,one-hand,
6,26,-10,60,one-hand,
6,27,-40,35,one-hand,
6,28,0,40,one-hand,
6,29,-40,35,one-hand,
6,30,-40,50,one-hand,
6,31,-20,55,one-hand,
6,32,-10,40,one-hand,
6,33,-40,45,one-hand,
6,34,0,45,one-hand,
6,35,-10,35,one-hand,
6,36,-20,35,one-hand,
6,37,-20,50,one-hand,
6,38,0,35,one-hand,
6,39,-10,35,one-hand,
6,40,-40,55,one-hand,
6,41,-20,60,one-hand,
6,42,-40,45,one-hand,
6,43,-40,40,one-hand,
6,44,0,55,one-hand,
6,45,0,40,one-hand,
6,46,0,50,one-hand,
6,47,-10,40,one-hand,
6,48,-10,35,one-hand,
6,49,0,60,one-hand,
6,50,0,45,one-hand,
6,51,-10,55,one-hand,
6,52,-20,50,one-hand,
6,53,0,40,one-hand,
6,54,0,50,one-hand,
6,55,0,35,one-hand,
6,56,-10,45,one-hand,
6,57,-40,45,one-hand,
6,58,-20,60,one-hand,
6,59,-10,40,one-hand,
6,60,-10,35,one-hand,
6,61,0,55,one-hand,
6,62,-10,55,one-hand,
6,63,-40,60,one-hand,
6,64,-10,50,one-hand,
6,65,-40,35,one-hand,
6,66,0,45,one-hand,
6,67,-10,60,one-hand,
6,68,-10,50,one-hand,
6,69,-10,40,one-hand,
6,70,0,60,one-hand,
6,71,-20,45,one-hand,
6,72,-20,40,one-hand,
6,73,-20,45,one-hand,
6,74,0,35,one-hand,
6,75,-20,35,one-hand,
6,76,-20,45,one-hand,
6,77,-40,40,one-hand,
6,78,-40,35,one-hand,
6,79,-20,55,one-hand,
6,80,-40,60,one-hand,
6,81,-20,40,one-hand,
6,82,0,60,one-hand,
6,83,-40,45,one-hand,
6,84,-40,60,one-hand,
6,85,-20,35,one-hand,
6,86,-40,60,one-hand,
6,87,0,50,one-hand,
6,88,-20,50,one-hand,
6,89,0,45,one-hand,
6,90,-20,40,one-hand,
6,91,-20,55,one-hand,
6,92,-20,45,one-hand,
6,93,-10,60,one-hand,
6,94,-20,40,one-hand,
6,95,-40,55,one-hand,
6,96,0,40,two-hand,
6,97,0,35,two-hand,
6,98,0,60,two-hand,
6,99,-40,60,two-hand,
6,100,0,45,two-hand,
6,101,-40,60,two-hand,
6,102,-20,55,two-hand,
6,103,-40,40,two-hand,
6,104,-10,40,two-hand,
6,105,0,45,two-hand,
6,106,0,35,two-hand,
6,107,-20,35,two-hand,
6,108,-20,50,two-hand,
6,109,-40,45,two-hand,
6,110,-40,40,two-hand,
6,111,-40,55,two-hand,
6,112,-40,40,two-hand,
6,113,-10,55,two-hand,
6,114,-20,55,two-hand,
6,115,-20,60,two-hand,
6,116,0,60,two-hand,
6,117,-10,35,two-hand,
6,118,0,35,two-hand,
6,119,-10,60,two-hand,
6,120,0,55,two-hand,
6,121,-20,35,two-hand,
6,122,-10,50,two-hand,
6,123,-10,40,two-hand,
6,124,-20,55,two-hand,
6,125,0,55,two-hand,
6,126,-20,50,two-hand,
6,127,-20,50,two-hand,
6,128,-10,35,two-hand,
6,129,-20,60,two-hand,
6,130,-40,35,two-hand,
6,131,-10,50,two-hand,
6,132,-20,55,two-hand,
6,133,0,45,two-hand,
6,134,-40,55,two-hand,
6,135,-10,55,two-hand,
6,136,-10,45,two-hand,
6,137,0,40,two-hand,
6,138,0,50,two-hand,
6,139,-40,35,two-hand,
6,140,0,45,two-hand,
6,141,-40,60,two-hand,
6,142,-40,50,two-hand,
6,143,0,50,two-hand,
6,144,-10,60,two-hand,
6,145,-10,50,two-hand,
6,146,-20,60,two-hand,
6,147,-40,45,two-hand,
6,148,0,50,two-hand,
6,149,-10,45,two-hand,
6,150,-20,35,two-hand,
6,151,-40,55,two-hand,
6,152,-10,45,two-hand,
6,153,0,50,two-hand,
6,154,0,55,two-hand,
6,155,-40,55,two-hand,
6,156,-10,60,two-hand,
6,157,-10,55,two-hand,
6,158,-20,40,two-hand,
6,159,-20,50,two-hand,
6,160,-10,60,two-hand,
6,161,0,60,two-hand,
6,162,-20,40,two-hand,
6,163,-20,45,two-hand,
6,164,0,35,two-hand,
6,165,-10,55,two-hand,
6,166,-20,40,two-hand,
6,167,-20,45,two-hand,
6,168,-40,50,two-hand,
6,169,0,60,two-hand,
6,170,-40,50,two-hand,
6,171,-10,45,two-hand,
6,172,-10,50,two-hand,
6,173,-20,45,two-hand,
6,174,-40,35,two-hand,
6,175,0,40,two-hand,
6,176,-10,40,two-hand,
6,177,-40,40,two-hand,
6,178,-40,50,two-hand,
6,179,-20,40,two-hand,
6,180,-40,45,two-hand,
6,181,-40,45,two-hand,
6,182,-20,60,two-hand,
6,183,-40,60,two-hand,
6,184,0,40,two-hand,
6,185,-10,40,two-hand,
6,186,-10,35,two-hand,
6,187,-10,35,two-hand,
6,188,-20,45,two-hand,
6,189,-20,35,two-hand,
6,190,-40,35,two-hand,
6,191,0,55,two-hand,
