pid,trial,physical_speed,visual_end_size,scenario,congruency
10,0,0,35,one-hand,
10,1,-20,50,one-hand,
10,2,-40,35,one-hand,
10,3,-10,35,one-hand,
10,4,-20,50,one-hand,
10,5,-10,40,one-hand,
10,6,-20,45,one-hand,
10,7,0,55,one-hand,
10,8,0,35,one-hand,
10,9,-20,40,one-hand,
10,10,0,35,one-hand,
10,11,0,40,one-hand,
10,12,-10,50,one-hand,
10,13,-40,40,one-hand,
10,14,-20,45,one-hand,
10,15,-40,60,one-hand,
10,16,-20,35,one-hand,
10,17,-40,40,one-hand,
10,18,0,50,one-hand,
10,19,-40,50,one-hand,
10,20,-20,60,one-hand,
10,21,-40,45,one-hand,
10,22,-20,35,one-hand,
10,23,-10,45,one-hand,
10,24,0,60,one-hand,
10,25,-10,40,one-hand,
10,26,-20,40,one-hand,
10,27,0,55,one-hand,
10,28,-10,45,one-hand,
10,29,-10,35,one-hand,
10,30,-20,35,one-hand,
10,31,0,60,one-hand,
10,32,-20,40,one-hand,
10,33,-40,60,one-hand,
10,34,-10,55,one-hand,
10,35,-10,60,one-hand,
10,36,-40,55,one-hand,
10,37,0,35,one-hand,
10,38,-20,50,one-hand,
10,39,-20,60,one-hand,
10,40,-10,55,one-hand,
10,41,0,60,one-hand,
10,42,-40,40,one-hand,
10,43,-40,50,one-hand,
10,44,-10,40,one-hand,
10,45,-40,55,one-hand,
10,46,-20,45,one-hand,
10,47,-10,45,one-hand,
10,48,-10,35,one-hand,
10,49,-40,55,one-hand,
10,50,-40,60,one-hand,
10,51,-20,50,one-hand,
10,52,0,40,one-hand,
10,53,-20,55,one-hand,
10,54,0,50,one-hand,
10,55,-10,60,one-hand,
10,56,-10,60,one-hand,
10,57,-20,60,one-hand,
10,58,-20,45,one-hand,
10,59,-10,50,one-hand,
10,60,0,50,one-hand,
10,61,0,50,one-hand,
10,62,-40,45,one-hand,
10,63,0,40,one-hand,
10,64,-40,35,one-hand,
10,65,0,55,one-hand,
10,66,-20,55,one-hand,
10,67,-20,60,one-hand,
10,68,-10,55,one-hand,
10,69,-40,55,one-hand,
10,70,-40,60,one-hand,
10,71,-40,35,one-hand,
10,72,-10,55,one-hand,
10,73,-40,45,one-hand,
10,74,-40,50,one-hand,
10,75,0,45,one-hand,
10,76,0,55,one-hand,
10,77,0,45,one-hand,
10,78,-10,40,one-hand,
10,79,0,60,one-hand,
10,80,-20,55,one-hand,
10,81,0,45,one-hand,
10,82,0,45,one-hand,
10,83,-40,50,one-hand,
10,84,-10,50,one-hand,
10,85,0,40,one-hand,
10,86,-20,55,one-hand,
10,87,-40,45,one-hand,
10,88,-10,35,one-hand,
10,89,-20,40,one-hand,
10,90,-20,35,one-hand,
10,91,-40,40,one-hand,
10,92,-40,35,one-hand,
10,93,-10,45,one-hand,
10,94,-10,50,one-hand,
10,95,-10,60,one-hand,
10,96,-10,35,two-hand,
10,97,-20,55,two-hand,
10,98,-40,60,two-hand,
10,99,0,35,two-hand,
10,100,-20,60,two-hand,
10,101,-40,55,two-hand,
10,102,-20,40,two-hand,
10,103,0,40,two-hand,
10,104,0,55,two-hand,
10,105,-10,60,two-hand,
10,106,-20,45,two-hand,
10,107,-10,40,two-hand,
10,108,-20,50,two-hand,
10,109,-40,40,two-hand,
10,110,0,55,two-hand,
10,111,-40,40,two-hand,
10,112,-40,45,two-hand,
10,113,-20,55,two-hand,
10,114,-10,50,two-hand,
10,115,-10,60,two-hand,
10,116,-40,40,two-hand,
10,117,-40,50,two-hand,
10,118,-10,50,two-hand,
10,119,-10,55,two-hand,
10,120,-40,35,two-hand,
10,121,-40,35,two-hand,
10,122,-10,45,two-hand,
10,123,0,45,two-hand,
10,124,0,60,two-hand,
10,125,-10,45,two-hand,
10,126,-40,45,two-hand,
10,127,0,45,two-hand,
10,128,-40,45,two-hand,
10,129,-20,40,two-hand,
10,130,-10,55,two-hand,
10,131,-10,35,two-hand,
10,132,-20,55,two-hand,
10,133,0,45,two-hand,
10,134,0,35,two-hand,
10,135,0,60,two-hand,
10,136,-20,35,two-hand,
10,137,-40,35,two-hand,
10,138,-10,40,two-hand,
10,139,-20,45,two-hand,
10,140,-10,55,two-hand,
10,141,0,60,two-hand,
10,142,-20,60,two-hand,
10,143,0,35,two-hand,
10,144,-10,40,two-hand,
10,145,-40,50,two-hand,
10,146,-40,45,two-hand,
10,147,-40,60,two-hand,
10,148,-20,60,two-hand,
10,149,0,35,two-hand,
10,150,-20,45,two-hand,
10,151,-40,50,two-hand,
10,152,-20,50,two-hand,
10,153,-10,35,two-hand,
10,154,0,50,two-hand,
10,155,-20,35,two-hand,
10,156,-20,35,two-hand,
10,157,-40,40,two-hand,
10,158,-40,60,two-hand,
10,159,-10,60,two-hand,
10,160,0,50,two-hand,
10,161,-10,50,two-hand,
10,162,0,55,two-hand,
10,163,-10,50,two-hand,
10,164,0,50,two-hand,
10,165,-40,55,two-hand,
10,166,-20,55,two-hand,
10,167,-10,40,two-hand,
10,168,-20,50,two-hand,
10,169,-10,45,two-hand,
10,170,-40,55,two-hand,
10,171,-10,55,two-hand,
10,172,-40,50,two-hand,
10,173,-40,55,two-hand,
10,174,-10,60,two-hand,
10,175,-20,40,two-hand,
10,176,0,55,two-hand,
10,177,-20,45,two-hand,
10,178,-10,35,two-hand,
10,179,0,50,two-hand,
10,180,0,40,two-hand,
10,181,-20,50,two-hand,
10,182,-10,45,two-hand,
10,183,0,40,two-hand,
10,184,-40,60,two-hand,
10,185,0,40,two-hand,
10,186,-40,35,two-hand,
10,187,0,60,two-hand,
10,188,0,45,two-hand,
10,189,-20,60,two-hand,
10,190,-20,35,two-hand,
10,191,-20,40,two-hand,
