pid,trial,physicalSpeed,visualSpeed,congruent
2,0,1.5,1.5,
2,1,0.0,1.0,
2,2,1.0,0.75,
2,3,1.5,1.25,
2,4,-0.5,0.5,
2,5,-0.5,1.5,
2,6,-1.5,1.0,
2,7,0.5,0.5,
2,8,0.0,1.5,
2,9,0.0,0.5,
2,10,0.0,0.75,
2,11,-0.5,1.5,
2,12,-1.5,1.25,
2,13,-0.5,1.0,
2,14,-1.5,1.25,
2,15,1.5,1.25,
2,16,-1.0,1.5,
2,17,-0.5,1.0,
2,18,-0.5,1.25,
2,19,-1.0,1.25,
2,20,0.5,0.5,
2,21,1.5,1.0,
2,22,-0.5,1.0,
2,23,-0.5,1.5,
2,24,0.5,1.0,
2,25,1.5,0.75,
2,26,0.5,0.75,
2,27,-0.5,0.5,
2,28,1.0,1.0,
2,29,-1.0,0.5,
2,30,1.0,1.5,
2,31,1.5,1.25,
2,32,1.5,0.5,
2,33,1.5,1.0,
2,34,0.0,1.25,
2,35,-1.5,0.75,
2,36,1.0,0.75,
2,37,1.5,0.75,
2,38,-1.5,0.75,
2,39,0.5,0.75,
2,40,1.5,1.25,
2,41,1.0,1.5,
2,42,-1.5,0.5,
2,43,-1.0,1.25,
2,44,0.0,1.25,
2,45,1.0,1.0,
2,46,0.0,1.5,
2,47,1.0,0.5,
2,48,1.0,0.75,
2,49,-1.5,1.0,
2,50,-1.5,1.25,
2,51,-1.5,0.5,
2,52,-1.0,1.5,
2,53,-1.0,1.0,
2,54,0.0,0.5,
2,55,0.0,0.75,
2,56,-1.0,0.75,
2,57,-1.0,0.75,
2,58,1.5,0.75,
2,59,1.0,1.0,
2,60,-1.0,1.5,
2,61,-1.0,0.75,
2,62,0.5,0.75,
2,63,-1.5,0.75,
2,64,0.0,1.25,
2,65,1.5,0.5,
2,66,0.5,1.25,
2,67,1.0,0.75,
2,68,-0.5,1.25,
2,69,1.0,1.0,
2,70,0.5,1.0,
2,71,-0.5,0.75,
2,72,-1.0,1.0,
2,73,0.5,1.5,
2,74,-0.5,1.25,
2,75,-1.5,1.0,
2,76,-1.0,0.5,
2,77,1.5,1.0,
2,78,-1.5,0.5,
2,79,0.5,1.25,
2,80,0.5,0.5,
2,81,0.0,0.75,
2,82,1.0,1.0,
2,83,1.5,1.5,
2,84,0.5,1.25,
2,85,1.5,1.5,
2,86,-1.0,1.0,
2,87,0.5,0.75,
2,88,-0.5,0.5,
2,89,-1.5,1.0,
2,90,1.0,1.25,
2,91,0.5,1.25,
2,92,-0.5,0.5,
2,93,0.5,0.5,
2,94,-0.5,1.0,
2,95,-0.5,1.25,
2,96,-1.0,0.5,
2,97,1.5,1.0,
2,98,0.0,1.0,
2,99,1.5,1.5,
2,100,-1.0,1.5,
2,101,0.5,1.5,
2,102,1.0,1.25,
2,103,-1.0,1.25,
2,104,1.0,1.5,
2,105,1.0,1.25,
2,106,0.5,0.75,
2,107,1.5,0.75,
2,108,-1.0,1.0,
2,109,0.0,1.25,
2,110,0.5,1.5,
2,111,-1.5,1.5,
2,112,1.5,1.0,
2,113,1.0,0.5,
2,114,-1.5,1.5,
2,115,-1.0,1.5,
2,116,-1.0,0.5,
2,117,1.5,0.5,
2,118,1.5,1.25,
2,119,1.0,0.5,
2,120,1.0,0.75,
2,121,-1.5,0.75,
2,122,0.5,1.5,
2,123,-1.0,0.5,
2,124,-0.5,1.5,
2,125,-1.0,0.75,
2,126,1.0,0.5,
2,127,-1.5,1.0,
2,128,-0.5,0.75,
2,129,0.5,0.5,
2,130,1.5,1.5,
2,131,-1.5,1.5,
2,132,-0.5,0.75,
2,133,0.0,1.25,
2,134,-1.5,1.5,
2,135,0.0,1.5,
2,136,0.0,1.5,
2,137,0.0,1.0,
2,138,1.0,1.25,
2,139,1.0,0.5,
2,140,1.0,1.25,
2,141,0.0,1.0,
2,142,0.0,1.0,
2,143,-0.5,1.25,
2,144,0.0,0.5,
2,145,-0.5,1.0,
2,146,0.5,1.5,
2,147,-1.5,1.25,
2,148,0.5,1.25,
2,149,0.5,1.0,
2,150,1.0,1.5,
2,151,-1.5,0.5,
2,152,1.5,0.5,
2,153,1.5,0.5,
2,154,-1.5,0.75,
2,155,0.5,1.0,
2,156,-1.5,1.25,
2,157,-0.5,0.75,
2,158,0.0,0.5,
2,159,-0.5,0.75,
2,160,-1.5,1.5,
2,161,-0.5,0.5,
2,162,0.5,1.0,
2,163,0.0,0.75,
2,164,-0.5,1.5,
2,165,-1.0,1.25,
2,166,0.0,1.5,
2,167,0.0,0.75,
2,168,-1.0,1.25,
2,169,1.5,0.75,
2,170,-1.5,0.5,
2,171,-1.0,0.75,
2,172,1.0,1.5,
2,173,-1.0,1.0,
2,174,0.0,0.5,
