pid,trial,visualSize,scenario,direction,congruency,time,distance
2,0,100,one-hand,expand,1,5.155264,
2,1,110,one-hand,expand,1,0.7380138,
2,2,100,one-hand,expand,1,1.638541,
2,3,80,one-hand,expand,1,1.835674,
2,4,110,one-hand,expand,1,2.306906,
2,5,130,one-hand,expand,1,1.585491,
2,6,140,one-hand,expand,0,4.155383,
2,7,170,one-hand,expand,0,2.445968,
2,8,100,one-hand,expand,1,1.210384,
2,9,110,one-hand,expand,1,1.75222,
2,10,140,one-hand,expand,0,2.572053,
2,11,180,one-hand,expand,0,4.126997,
2,12,160,one-hand,expand,1,3.183519,
2,13,80,one-hand,expand,1,1.308363,
2,14,110,one-hand,expand,1,1.502692,
2,15,180,one-hand,expand,0,4.530921,
2,16,120,one-hand,expand,1,1.307531,
2,17,90,one-hand,expand,1,1.238327,
2,18,160,one-hand,expand,0,2.127382,
2,19,90,one-hand,expand,1,1.167208,
2,20,170,one-hand,expand,0,2.279372,
2,21,150,one-hand,expand,1,3.294447,
2,22,90,one-hand,expand,1,1.265951,
2,23,90,one-hand,expand,1,1.254425,
2,24,170,one-hand,expand,0,7.696639,
2,25,130,one-hand,expand,1,1.417904,
2,26,80,one-hand,expand,1,1.321976,
2,27,120,one-hand,expand,1,1.585846,
2,28,170,one-hand,expand,0,1.918622,
2,29,130,one-hand,expand,1,1.639313,
2,30,180,one-hand,expand,1,2.017816,
2,31,160,one-hand,expand,1,3.225492,
2,32,130,one-hand,expand,1,1.905627,
2,33,120,one-hand,expand,1,1.391737,
2,34,90,one-hand,expand,1,3.335416,
2,35,160,one-hand,expand,1,93.55441,
2,36,80,one-hand,expand,1,74.2223,
2,37,140,one-hand,expand,1,2.214716,
2,38,160,one-hand,expand,1,2.849878,
2,39,150,one-hand,expand,1,2.183373,
2,40,100,one-hand,expand,1,1.683488,
2,41,180,one-hand,expand,0,2.530504,
2,42,120,one-hand,expand,1,1.599384,
2,43,170,one-hand,expand,1,4.377155,
2,44,100,one-hand,expand,1,1.391425,
2,45,150,one-hand,expand,1,2.474885,
2,46,130,one-hand,expand,1,1.766688,
2,47,140,one-hand,expand,1,2.09937,
2,48,80,one-hand,expand,1,0.8215283,
2,49,140,one-hand,expand,1,2.016197,
2,50,180,one-hand,expand,0,3.433038,
2,51,110,one-hand,expand,1,1.2663,
2,52,120,one-hand,expand,1,2.335823,
2,53,150,one-hand,expand,1,2.849286,
2,54,150,one-hand,expand,1,2.864956,
2,55,150,two-hand,expand,0,3.863819,0.265793
2,56,180,two-hand,expand,1,3.765805,0.4011078
2,57,170,two-hand,expand,1,2.085362,0.3700431
2,58,90,two-hand,expand,1,3.835405,0.211164
2,59,110,two-hand,expand,1,2.18263,0.2707279
2,60,130,two-hand,expand,1,3.210215,0.3195263
2,61,120,two-hand,expand,1,2.780379,0.3154857
2,62,180,two-hand,expand,1,4.515597,0.4097806
2,63,100,two-hand,expand,1,2.418866,0.2372524
2,64,100,two-hand,expand,1,3.252017,0.2765411
2,65,80,two-hand,expand,1,1.113646,0.1841715
2,66,110,two-hand,expand,1,3.071383,0.1986079
2,67,130,two-hand,expand,1,2.279746,0.2759639
2,68,90,two-hand,expand,1,2.057687,0.2035321
2,69,160,two-hand,expand,1,2.862848,0.3733608
2,70,140,two-hand,expand,1,3.764906,0.347246
2,71,180,two-hand,expand,1,2.693231,0.3711638
2,72,110,two-hand,expand,1,2.40543,0.2651107
2,73,90,two-hand,expand,1,3.83587,0.2108437
2,74,120,two-hand,expand,1,2.657724,0.252636
2,75,120,two-hand,expand,1,2.682755,0.2766965
2,76,110,two-hand,expand,1,2.418003,0.2502277
2,77,140,two-hand,expand,1,1.695958,0.3092517
2,78,170,two-hand,expand,1,1.752854,0.3774715
2,79,120,two-hand,expand,1,1.682641,0.3257462
2,80,180,two-hand,expand,1,1.988706,0.3538693
2,81,160,two-hand,expand,1,2.460026,0.3420775
2,82,80,two-hand,expand,1,1.766348,0.2059284
2,83,90,two-hand,expand,1,2.27824,0.250032
2,84,170,two-hand,expand,1,2.085331,0.3621562
2,85,90,two-hand,expand,1,2.655432,0.2670855
2,86,150,two-hand,expand,1,1.918971,0.3164529
2,87,140,two-hand,expand,1,2.404013,0.3197905
2,88,170,two-hand,expand,1,2.237928,0.3427789
2,89,80,two-hand,expand,1,1.918881,0.1809356
2,90,100,two-hand,expand,1,2.515923,0.2482372
2,91,150,two-hand,expand,1,2.224246,0.3218993
2,92,80,two-hand,expand,1,1.696344,0.1794923
2,93,100,two-hand,expand,1,2.015868,0.1899665
2,94,100,two-hand,expand,1,2.696067,0.2426819
2,95,180,two-hand,expand,1,2.098619,0.3865444
2,96,150,two-hand,expand,1,1.975202,0.3235408
2,97,160,two-hand,expand,0,3.099616,0.3042974
2,98,150,two-hand,expand,1,1.985749,0.3314968
2,99,110,two-hand,expand,1,2.363518,0.2778403
2,100,160,two-hand,expand,1,2.265696,0.3609719
2,101,130,two-hand,expand,1,1.918713,0.2729117
2,102,140,two-hand,expand,1,1.90549,0.3209738
2,103,170,two-hand,expand,1,3.27953,0.3423691
2,104,80,two-hand,expand,1,1.391287,0.182662
2,105,140,two-hand,expand,1,1.724304,0.3303519
2,106,130,two-hand,expand,1,2.099339,0.3102764
2,107,120,two-hand,expand,1,1.710701,0.2607114
2,108,160,two-hand,expand,1,2.223264,0.341691
2,109,130,two-hand,expand,1,1.961343,0.3016892
