Participant,Technique,FixedFactor,Threshold,Trial,RadiusChange,StepSize,Response,Reversal
3,twohand,visual,lower,1,,,,
3,twohand,visual,lower,2,,,,
3,twohand,visual,lower,3,,,,
3,twohand,visual,lower,4,,,,
3,twohand,visual,lower,5,,,,
3,twohand,visual,lower,6,,,,
3,twohand,visual,lower,7,,,,
3,twohand,visual,lower,8,,,,
3,twohand,visual,lower,9,,,,
3,twohand,visual,lower,10,,,,
3,twohand,visual,lower,11,,,,
3,twohand,visual,lower,12,,,,
3,twohand,visual,lower,13,,,,
3,twohand,visual,lower,14,,,,
3,twohand,visual,lower,15,,,,
3,twohand,visual,lower,16,,,,
3,twohand,visual,lower,17,,,,
3,twohand,visual,lower,18,,,,
3,twohand,visual,lower,19,,,,
3,twohand,visual,lower,20,,,,
3,twohand,visual,lower,21,,,,
3,twohand,visual,lower,22,,,,
3,twohand,visual,lower,23,,,,
3,twohand,visual,lower,24,,,,
3,twohand,visual,lower,25,,,,
3,twohand,visual,lower,26,,,,
3,twohand,visual,lower,27,,,,
3,twohand,visual,lower,28,,,,
3,twohand,visual,lower,29,,,,
3,twohand,visual,lower,30,,,,
3,twohand,visual,lower,31,,,,
3,twohand,visual,lower,32,,,,
3,twohand,visual,lower,33,,,,
3,twohand,visual,lower,34,,,,
3,twohand,visual,lower,35,,,,
3,twohand,visual,lower,36,,,,
3,twohand,visual,lower,37,,,,
3,twohand,visual,lower,38,,,,
3,twohand,visual,lower,39,,,,
3,twohand,visual,lower,40,,,,
3,twohand,visual,lower,41,,,,
3,twohand,visual,lower,42,,,,
3,twohand,visual,lower,43,,,,
3,twohand,visual,lower,44,,,,
3,twohand,visual,lower,45,,,,
3,twohand,visual,lower,46,,,,
3,twohand,visual,lower,47,,,,
3,twohand,visual,lower,48,,,,
3,twohand,visual,lower,49,,,,
3,twohand,visual,lower,50,,,,
3,twohand,physical,lower,1,,,,
3,twohand,physical,lower,2,,,,
3,twohand,physical,lower,3,,,,
3,twohand,physical,lower,4,,,,
3,twohand,physical,lower,5,,,,
3,twohand,physical,lower,6,,,,
3,twohand,physical,lower,7,,,,
3,twohand,physical,lower,8,,,,
3,twohand,physical,lower,9,,,,
3,twohand,physical,lower,10,,,,
3,twohand,physical,lower,11,,,,
3,twohand,physical,lower,12,,,,
3,twohand,physical,lower,13,,,,
3,twohand,physical,lower,14,,,,
3,twohand,physical,lower,15,,,,
3,twohand,physical,lower,16,,,,
3,twohand,physical,lower,17,,,,
3,twohand,physical,lower,18,,,,
3,twohand,physical,lower,19,,,,
3,twohand,physical,lower,20,,,,
3,twohand,physical,lower,21,,,,
3,twohand,physical,lower,22,,,,
3,twohand,physical,lower,23,,,,
3,twohand,physical,lower,24,,,,
3,twohand,physical,lower,25,,,,
3,twohand,physical,lower,26,,,,
3,twohand,physical,lower,27,,,,
3,twohand,physical,lower,28,,,,
3,twohand,physical,lower,29,,,,
3,twohand,physical,lower,30,,,,
3,twohand,physical,lower,31,,,,
3,twohand,physical,lower,32,,,,
3,twohand,physical,lower,33,,,,
3,twohand,physical,lower,34,,,,
3,twohand,physical,lower,35,,,,
3,twohand,physical,lower,36,,,,
3,twohand,physical,lower,37,,,,
3,twohand,physical,lower,38,,,,
3,twohand,physical,lower,39,,,,
3,twohand,physical,lower,40,,,,
3,twohand,physical,lower,41,,,,
3,twohand,physical,lower,42,,,,
3,twohand,physical,lower,43,,,,
3,twohand,physical,lower,44,,,,
3,twohand,physical,lower,45,,,,
3,twohand,physical,lower,46,,,,
3,twohand,physical,lower,47,,,,
3,twohand,physical,lower,48,,,,
3,twohand,physical,lower,49,,,,
3,twohand,physical,lower,50,,,,
3,onehand,physical,lower,1,,,,
3,onehand,physical,lower,2,,,,
3,onehand,physical,lower,3,,,,
3,onehand,physical,lower,4,,,,
3,onehand,physical,lower,5,,,,
3,onehand,physical,lower,6,,,,
3,onehand,physical,lower,7,,,,
3,onehand,physical,lower,8,,,,
3,onehand,physical,lower,9,,,,
3,onehand,physical,lower,10,,,,
3,onehand,physical,lower,11,,,,
3,onehand,physical,lower,12,,,,
3,onehand,physical,lower,13,,,,
3,onehand,physical,lower,14,,,,
3,onehand,physical,lower,15,,,,
3,onehand,physical,lower,16,,,,
3,onehand,physical,lower,17,,,,
3,onehand,physical,lower,18,,,,
3,onehand,physical,lower,19,,,,
3,onehand,physical,lower,20,,,,
3,onehand,physical,lower,21,,,,
3,onehand,physical,lower,22,,,,
3,onehand,physical,lower,23,,,,
3,onehand,physical,lower,24,,,,
3,onehand,physical,lower,25,,,,
3,onehand,physical,lower,26,,,,
3,onehand,physical,lower,27,,,,
3,onehand,physical,lower,28,,,,
3,onehand,physical,lower,29,,,,
3,onehand,physical,lower,30,,,,
3,onehand,physical,lower,31,,,,
3,onehand,physical,lower,32,,,,
3,onehand,physical,lower,33,,,,
3,onehand,physical,lower,34,,,,
3,onehand,physical,lower,35,,,,
3,onehand,physical,lower,36,,,,
3,onehand,physical,lower,37,,,,
3,onehand,physical,lower,38,,,,
3,onehand,physical,lower,39,,,,
3,onehand,physical,lower,40,,,,
3,onehand,physical,lower,41,,,,
3,onehand,physical,lower,42,,,,
3,onehand,physical,lower,43,,,,
3,onehand,physical,lower,44,,,,
3,onehand,physical,lower,45,,,,
3,onehand,physical,lower,46,,,,
3,onehand,physical,lower,47,,,,
3,onehand,physical,lower,48,,,,
3,onehand,physical,lower,49,,,,
3,onehand,physical,lower,50,,,,
3,twohand,visual,upper,1,,,,
3,twohand,visual,upper,2,,,,
3,twohand,visual,upper,3,,,,
3,twohand,visual,upper,4,,,,
3,twohand,visual,upper,5,,,,
3,twohand,visual,upper,6,,,,
3,twohand,visual,upper,7,,,,
3,twohand,visual,upper,8,,,,
3,twohand,visual,upper,9,,,,
3,twohand,visual,upper,10,,,,
3,twohand,visual,upper,11,,,,
3,twohand,visual,upper,12,,,,
3,twohand,visual,upper,13,,,,
3,twohand,visual,upper,14,,,,
3,twohand,visual,upper,15,,,,
3,twohand,visual,upper,16,,,,
3,twohand,visual,upper,17,,,,
3,twohand,visual,upper,18,,,,
3,twohand,visual,upper,19,,,,
3,twohand,visual,upper,20,,,,
3,twohand,visual,upper,21,,,,
3,twohand,visual,upper,22,,,,
3,twohand,visual,upper,23,,,,
3,twohand,visual,upper,24,,,,
3,twohand,visual,upper,25,,,,
3,twohand,visual,upper,26,,,,
3,twohand,visual,upper,27,,,,
3,twohand,visual,upper,28,,,,
3,twohand,visual,upper,29,,,,
3,twohand,visual,upper,30,,,,
3,twohand,visual,upper,31,,,,
3,twohand,visual,upper,32,,,,
3,twohand,visual,upper,33,,,,
3,twohand,visual,upper,34,,,,
3,twohand,visual,upper,35,,,,
3,twohand,visual,upper,36,,,,
3,twohand,visual,upper,37,,,,
3,twohand,visual,upper,38,,,,
3,twohand,visual,upper,39,,,,
3,twohand,visual,upper,40,,,,
3,twohand,visual,upper,41,,,,
3,twohand,visual,upper,42,,,,
3,twohand,visual,upper,43,,,,
3,twohand,visual,upper,44,,,,
3,twohand,visual,upper,45,,,,
3,twohand,visual,upper,46,,,,
3,twohand,visual,upper,47,,,,
3,twohand,visual,upper,48,,,,
3,twohand,visual,upper,49,,,,
3,twohand,visual,upper,50,,,,
3,twohand,physical,upper,1,,,,
3,twohand,physical,upper,2,,,,
3,twohand,physical,upper,3,,,,
3,twohand,physical,upper,4,,,,
3,twohand,physical,upper,5,,,,
3,twohand,physical,upper,6,,,,
3,twohand,physical,upper,7,,,,
3,twohand,physical,upper,8,,,,
3,twohand,physical,upper,9,,,,
3,twohand,physical,upper,10,,,,
3,twohand,physical,upper,11,,,,
3,twohand,physical,upper,12,,,,
3,twohand,physical,upper,13,,,,
3,twohand,physical,upper,14,,,,
3,twohand,physical,upper,15,,,,
3,twohand,physical,upper,16,,,,
3,twohand,physical,upper,17,,,,
3,twohand,physical,upper,18,,,,
3,twohand,physical,upper,19,,,,
3,twohand,physical,upper,20,,,,
3,twohand,physical,upper,21,,,,
3,twohand,physical,upper,22,,,,
3,twohand,physical,upper,23,,,,
3,twohand,physical,upper,24,,,,
3,twohand,physical,upper,25,,,,
3,twohand,physical,upper,26,,,,
3,twohand,physical,upper,27,,,,
3,twohand,physical,upper,28,,,,
3,twohand,physical,upper,29,,,,
3,twohand,physical,upper,30,,,,
3,twohand,physical,upper,31,,,,
3,twohand,physical,upper,32,,,,
3,twohand,physical,upper,33,,,,
3,twohand,physical,upper,34,,,,
3,twohand,physical,upper,35,,,,
3,twohand,physical,upper,36,,,,
3,twohand,physical,upper,37,,,,
3,twohand,physical,upper,38,,,,
3,twohand,physical,upper,39,,,,
3,twohand,physical,upper,40,,,,
3,twohand,physical,upper,41,,,,
3,twohand,physical,upper,42,,,,
3,twohand,physical,upper,43,,,,
3,twohand,physical,upper,44,,,,
3,twohand,physical,upper,45,,,,
3,twohand,physical,upper,46,,,,
3,twohand,physical,upper,47,,,,
3,twohand,physical,upper,48,,,,
3,twohand,physical,upper,49,,,,
3,twohand,physical,upper,50,,,,
3,onehand,visual,upper,1,,,,
3,onehand,visual,upper,2,,,,
3,onehand,visual,upper,3,,,,
3,onehand,visual,upper,4,,,,
3,onehand,visual,upper,5,,,,
3,onehand,visual,upper,6,,,,
3,onehand,visual,upper,7,,,,
3,onehand,visual,upper,8,,,,
3,onehand,visual,upper,9,,,,
3,onehand,visual,upper,10,,,,
3,onehand,visual,upper,11,,,,
3,onehand,visual,upper,12,,,,
3,onehand,visual,upper,13,,,,
3,onehand,visual,upper,14,,,,
3,onehand,visual,upper,15,,,,
3,onehand,visual,upper,16,,,,
3,onehand,visual,upper,17,,,,
3,onehand,visual,upper,18,,,,
3,onehand,visual,upper,19,,,,
3,onehand,visual,upper,20,,,,
3,onehand,visual,upper,21,,,,
3,onehand,visual,upper,22,,,,
3,onehand,visual,upper,23,,,,
3,onehand,visual,upper,24,,,,
3,onehand,visual,upper,25,,,,
3,onehand,visual,upper,26,,,,
3,onehand,visual,upper,27,,,,
3,onehand,visual,upper,28,,,,
3,onehand,visual,upper,29,,,,
3,onehand,visual,upper,30,,,,
3,onehand,visual,upper,31,,,,
3,onehand,visual,upper,32,,,,
3,onehand,visual,upper,33,,,,
3,onehand,visual,upper,34,,,,
3,onehand,visual,upper,35,,,,
3,onehand,visual,upper,36,,,,
3,onehand,visual,upper,37,,,,
3,onehand,visual,upper,38,,,,
3,onehand,visual,upper,39,,,,
3,onehand,visual,upper,40,,,,
3,onehand,visual,upper,41,,,,
3,onehand,visual,upper,42,,,,
3,onehand,visual,upper,43,,,,
3,onehand,visual,upper,44,,,,
3,onehand,visual,upper,45,,,,
3,onehand,visual,upper,46,,,,
3,onehand,visual,upper,47,,,,
3,onehand,visual,upper,48,,,,
3,onehand,visual,upper,49,,,,
3,onehand,visual,upper,50,,,,
3,onehand,visual,lower,1,,,,
3,onehand,visual,lower,2,,,,
3,onehand,visual,lower,3,,,,
3,onehand,visual,lower,4,,,,
3,onehand,visual,lower,5,,,,
3,onehand,visual,lower,6,,,,
3,onehand,visual,lower,7,,,,
3,onehand,visual,lower,8,,,,
3,onehand,visual,lower,9,,,,
3,onehand,visual,lower,10,,,,
3,onehand,visual,lower,11,,,,
3,onehand,visual,lower,12,,,,
3,onehand,visual,lower,13,,,,
3,onehand,visual,lower,14,,,,
3,onehand,visual,lower,15,,,,
3,onehand,visual,lower,16,,,,
3,onehand,visual,lower,17,,,,
3,onehand,visual,lower,18,,,,
3,onehand,visual,lower,19,,,,
3,onehand,visual,lower,20,,,,
3,onehand,visual,lower,21,,,,
3,onehand,visual,lower,22,,,,
3,onehand,visual,lower,23,,,,
3,onehand,visual,lower,24,,,,
3,onehand,visual,lower,25,,,,
3,onehand,visual,lower,26,,,,
