Participant,Technique,FixedFactor,Threshold,Trial,RadiusChange,StepSize,Response,Reversal
11,onehand,physical,lower,1,,,,
11,onehand,physical,lower,2,,,,
11,onehand,physical,lower,3,,,,
11,onehand,physical,lower,4,,,,
11,onehand,physical,lower,5,,,,
11,onehand,physical,lower,6,,,,
11,onehand,physical,lower,7,,,,
11,onehand,physical,lower,8,,,,
11,onehand,physical,lower,9,,,,
11,onehand,physical,lower,10,,,,
11,onehand,physical,lower,11,,,,
11,onehand,physical,lower,12,,,,
11,onehand,physical,lower,13,,,,
11,onehand,physical,lower,14,,,,
11,onehand,physical,lower,15,,,,
11,onehand,physical,lower,16,,,,
11,onehand,physical,lower,17,,,,
11,onehand,physical,lower,18,,,,
11,onehand,physical,lower,19,,,,
11,onehand,physical,lower,20,,,,
11,onehand,physical,lower,21,,,,
11,onehand,physical,lower,22,,,,
11,onehand,physical,lower,23,,,,
11,onehand,physical,lower,24,,,,
11,onehand,physical,lower,25,,,,
11,onehand,physical,lower,26,,,,
11,onehand,physical,lower,27,,,,
11,onehand,physical,lower,28,,,,
11,onehand,physical,lower,29,,,,
11,onehand,physical,lower,30,,,,
11,onehand,physical,lower,31,,,,
11,onehand,physical,lower,32,,,,
11,onehand,physical,lower,33,,,,
11,onehand,physical,lower,34,,,,
11,onehand,physical,lower,35,,,,
11,onehand,physical,lower,36,,,,
11,onehand,physical,lower,37,,,,
11,onehand,physical,lower,38,,,,
11,onehand,physical,lower,39,,,,
11,onehand,physical,lower,40,,,,
11,onehand,physical,lower,41,,,,
11,onehand,physical,lower,42,,,,
11,onehand,physical,lower,43,,,,
11,onehand,physical,lower,44,,,,
11,onehand,physical,lower,45,,,,
11,onehand,physical,lower,46,,,,
11,onehand,physical,lower,47,,,,
11,onehand,physical,lower,48,,,,
11,onehand,physical,lower,49,,,,
11,onehand,physical,lower,50,,,,
11,onehand,visual,upper,1,,,,
11,onehand,visual,upper,2,,,,
11,onehand,visual,upper,3,,,,
11,onehand,visual,upper,4,,,,
11,onehand,visual,upper,5,,,,
11,onehand,visual,upper,6,,,,
11,onehand,visual,upper,7,,,,
11,onehand,visual,upper,8,,,,
11,onehand,visual,upper,9,,,,
11,onehand,visual,upper,10,,,,
11,onehand,visual,upper,11,,,,
11,onehand,visual,upper,12,,,,
11,onehand,visual,upper,13,,,,
11,onehand,visual,upper,14,,,,
11,onehand,visual,upper,15,,,,
11,onehand,visual,upper,16,,,,
11,onehand,visual,upper,17,,,,
11,onehand,visual,upper,18,,,,
11,onehand,visual,upper,19,,,,
11,onehand,visual,upper,20,,,,
11,onehand,visual,upper,21,,,,
11,onehand,visual,upper,22,,,,
11,onehand,visual,upper,23,,,,
11,onehand,visual,upper,24,,,,
11,onehand,visual,upper,25,,,,
11,onehand,visual,upper,26,,,,
11,onehand,visual,upper,27,,,,
11,onehand,visual,upper,28,,,,
11,onehand,visual,upper,29,,,,
11,onehand,visual,upper,30,,,,
11,onehand,visual,upper,31,,,,
11,onehand,visual,upper,32,,,,
11,onehand,visual,upper,33,,,,
11,onehand,visual,upper,34,,,,
11,onehand,visual,upper,35,,,,
11,onehand,visual,upper,36,,,,
11,onehand,visual,upper,37,,,,
11,onehand,visual,upper,38,,,,
11,onehand,visual,upper,39,,,,
11,onehand,visual,upper,40,,,,
11,onehand,visual,upper,41,,,,
11,onehand,visual,upper,42,,,,
11,onehand,visual,upper,43,,,,
11,onehand,visual,upper,44,,,,
11,onehand,visual,upper,45,,,,
11,onehand,visual,upper,46,,,,
11,onehand,visual,upper,47,,,,
11,onehand,visual,upper,48,,,,
11,onehand,visual,upper,49,,,,
11,onehand,visual,upper,50,,,,
11,onehand,physical,upper,1,,,,
11,onehand,physical,upper,2,,,,
11,onehand,physical,upper,3,,,,
11,onehand,physical,upper,4,,,,
11,onehand,physical,upper,5,,,,
11,onehand,physical,upper,6,,,,
11,onehand,physical,upper,7,,,,
11,onehand,physical,upper,8,,,,
11,onehand,physical,upper,9,,,,
11,onehand,physical,upper,10,,,,
11,onehand,physical,upper,11,,,,
11,onehand,physical,upper,12,,,,
11,onehand,physical,upper,13,,,,
11,onehand,physical,upper,14,,,,
11,onehand,physical,upper,15,,,,
11,onehand,physical,upper,16,,,,
11,onehand,physical,upper,17,,,,
11,onehand,physical,upper,18,,,,
11,onehand,physical,upper,19,,,,
11,onehand,physical,upper,20,,,,
11,onehand,physical,upper,21,,,,
11,onehand,physical,upper,22,,,,
11,onehand,physical,upper,23,,,,
11,onehand,physical,upper,24,,,,
11,onehand,physical,upper,25,,,,
11,onehand,physical,upper,26,,,,
