Participant,Technique,FixedFactor,Threshold,Trial,RadiusChange,StepSize,Response,Reversal
6,onehand,physical,upper,1,,,,
6,onehand,physical,upper,2,,,,
6,onehand,physical,upper,3,,,,
6,onehand,physical,upper,4,,,,
6,onehand,physical,upper,5,,,,
6,onehand,physical,upper,6,,,,
6,onehand,physical,upper,7,,,,
6,onehand,physical,upper,8,,,,
6,onehand,physical,upper,9,,,,
6,onehand,physical,upper,10,,,,
6,onehand,physical,upper,11,,,,
6,onehand,physical,upper,12,,,,
6,onehand,physical,upper,13,,,,
6,onehand,physical,upper,14,,,,
6,onehand,physical,upper,15,,,,
6,onehand,physical,upper,16,,,,
6,onehand,physical,upper,17,,,,
6,onehand,physical,upper,18,,,,
6,onehand,physical,upper,19,,,,
6,onehand,physical,upper,20,,,,
6,onehand,physical,upper,21,,,,
6,onehand,physical,upper,22,,,,
6,onehand,physical,upper,23,,,,
6,onehand,physical,upper,24,,,,
6,onehand,physical,upper,25,,,,
6,onehand,physical,upper,26,,,,
6,onehand,physical,upper,27,,,,
6,onehand,physical,upper,28,,,,
6,onehand,physical,upper,29,,,,
6,onehand,physical,upper,30,,,,
6,onehand,physical,upper,31,,,,
6,onehand,physical,upper,32,,,,
6,onehand,physical,upper,33,,,,
6,onehand,physical,upper,34,,,,
6,onehand,physical,upper,35,,,,
6,onehand,physical,upper,36,,,,
6,onehand,physical,upper,37,,,,
6,onehand,physical,upper,38,,,,
6,onehand,physical,upper,39,,,,
6,onehand,physical,upper,40,,,,
6,onehand,physical,upper,41,,,,
6,onehand,physical,upper,42,,,,
6,onehand,physical,upper,43,,,,
6,onehand,physical,upper,44,,,,
6,onehand,physical,upper,45,,,,
6,onehand,physical,upper,46,,,,
6,onehand,physical,upper,47,,,,
6,onehand,physical,upper,48,,,,
6,onehand,physical,upper,49,,,,
6,onehand,physical,upper,50,,,,
6,twohand,visual,upper,1,,,,
6,twohand,visual,upper,2,,,,
6,twohand,visual,upper,3,,,,
6,twohand,visual,upper,4,,,,
6,twohand,visual,upper,5,,,,
6,twohand,visual,upper,6,,,,
6,twohand,visual,upper,7,,,,
6,twohand,visual,upper,8,,,,
6,twohand,visual,upper,9,,,,
6,twohand,visual,upper,10,,,,
6,twohand,visual,upper,11,,,,
6,twohand,visual,upper,12,,,,
6,twohand,visual,upper,13,,,,
6,twohand,visual,upper,14,,,,
6,twohand,visual,upper,15,,,,
6,twohand,visual,upper,16,,,,
6,twohand,visual,upper,17,,,,
6,twohand,visual,upper,18,,,,
6,twohand,visual,upper,19,,,,
6,twohand,visual,upper,20,,,,
6,twohand,visual,upper,21,,,,
6,twohand,visual,upper,22,,,,
6,twohand,visual,upper,23,,,,
6,twohand,visual,upper,24,,,,
6,twohand,visual,upper,25,,,,
6,twohand,visual,upper,26,,,,
6,twohand,visual,upper,27,,,,
6,twohand,visual,upper,28,,,,
6,twohand,visual,upper,29,,,,
6,twohand,visual,upper,30,,,,
6,twohand,visual,upper,31,,,,
6,twohand,visual,upper,32,,,,
6,twohand,visual,upper,33,,,,
6,twohand,visual,upper,34,,,,
6,twohand,visual,upper,35,,,,
6,twohand,visual,upper,36,,,,
6,twohand,visual,upper,37,,,,
6,twohand,visual,upper,38,,,,
6,twohand,visual,upper,39,,,,
6,twohand,visual,upper,40,,,,
6,twohand,visual,upper,41,,,,
6,twohand,visual,upper,42,,,,
6,twohand,visual,upper,43,,,,
6,twohand,visual,upper,44,,,,
6,twohand,visual,upper,45,,,,
6,twohand,visual,upper,46,,,,
6,twohand,visual,upper,47,,,,
6,twohand,visual,upper,48,,,,
6,twohand,visual,upper,49,,,,
6,twohand,visual,upper,50,,,,
6,onehand,visual,lower,1,,,,
6,onehand,visual,lower,2,,,,
6,onehand,visual,lower,3,,,,
6,onehand,visual,lower,4,,,,
6,onehand,visual,lower,5,,,,
6,onehand,visual,lower,6,,,,
6,onehand,visual,lower,7,,,,
6,onehand,visual,lower,8,,,,
6,onehand,visual,lower,9,,,,
6,onehand,visual,lower,10,,,,
6,onehand,visual,lower,11,,,,
6,onehand,visual,lower,12,,,,
6,onehand,visual,lower,13,,,,
6,onehand,visual,lower,14,,,,
6,onehand,visual,lower,15,,,,
6,onehand,visual,lower,16,,,,
6,onehand,visual,lower,17,,,,
6,onehand,visual,lower,18,,,,
6,onehand,visual,lower,19,,,,
6,onehand,visual,lower,20,,,,
6,onehand,visual,lower,21,,,,
6,onehand,visual,lower,22,,,,
6,onehand,visual,lower,23,,,,
6,onehand,visual,lower,24,,,,
6,onehand,visual,lower,25,,,,
6,onehand,visual,lower,26,,,,
6,onehand,visual,lower,27,,,,
6,onehand,visual,lower,28,,,,
6,onehand,visual,lower,29,,,,
6,onehand,visual,lower,30,,,,
6,onehand,visual,lower,31,,,,
6,onehand,visual,lower,32,,,,
6,onehand,visual,lower,33,,,,
6,onehand,visual,lower,34,,,,
6,onehand,visual,lower,35,,,,
6,onehand,visual,lower,36,,,,
6,onehand,visual,lower,37,,,,
6,onehand,visual,lower,38,,,,
6,onehand,visual,lower,39,,,,
6,onehand,visual,lower,40,,,,
6,onehand,visual,lower,41,,,,
6,onehand,visual,lower,42,,,,
6,onehand,visual,lower,43,,,,
6,onehand,visual,lower,44,,,,
6,onehand,visual,lower,45,,,,
6,onehand,visual,lower,46,,,,
6,onehand,visual,lower,47,,,,
6,onehand,visual,lower,48,,,,
6,onehand,visual,lower,49,,,,
6,onehand,visual,lower,50,,,,
6,twohand,visual,lower,1,,,,
6,twohand,visual,lower,2,,,,
6,twohand,visual,lower,3,,,,
6,twohand,visual,lower,4,,,,
6,twohand,visual,lower,5,,,,
6,twohand,visual,lower,6,,,,
6,twohand,visual,lower,7,,,,
6,twohand,visual,lower,8,,,,
6,twohand,visual,lower,9,,,,
6,twohand,visual,lower,10,,,,
6,twohand,visual,lower,11,,,,
6,twohand,visual,lower,12,,,,
6,twohand,visual,lower,13,,,,
6,twohand,visual,lower,14,,,,
6,twohand,visual,lower,15,,,,
6,twohand,visual,lower,16,,,,
6,twohand,visual,lower,17,,,,
6,twohand,visual,lower,18,,,,
6,twohand,visual,lower,19,,,,
6,twohand,visual,lower,20,,,,
6,twohand,visual,lower,21,,,,
6,twohand,visual,lower,22,,,,
6,twohand,visual,lower,23,,,,
6,twohand,visual,lower,24,,,,
6,twohand,visual,lower,25,,,,
6,twohand,visual,lower,26,,,,
6,twohand,visual,lower,27,,,,
6,twohand,visual,lower,28,,,,
6,twohand,visual,lower,29,,,,
6,twohand,visual,lower,30,,,,
6,twohand,visual,lower,31,,,,
6,twohand,visual,lower,32,,,,
6,twohand,visual,lower,33,,,,
6,twohand,visual,lower,34,,,,
6,twohand,visual,lower,35,,,,
6,twohand,visual,lower,36,,,,
6,twohand,visual,lower,37,,,,
6,twohand,visual,lower,38,,,,
6,twohand,visual,lower,39,,,,
6,twohand,visual,lower,40,,,,
6,twohand,visual,lower,41,,,,
6,twohand,visual,lower,42,,,,
6,twohand,visual,lower,43,,,,
6,twohand,visual,lower,44,,,,
6,twohand,visual,lower,45,,,,
6,twohand,visual,lower,46,,,,
6,twohand,visual,lower,47,,,,
6,twohand,visual,lower,48,,,,
6,twohand,visual,lower,49,,,,
6,twohand,visual,lower,50,,,,
6,onehand,visual,upper,1,,,,
6,onehand,visual,upper,2,,,,
6,onehand,visual,upper,3,,,,
6,onehand,visual,upper,4,,,,
6,onehand,visual,upper,5,,,,
6,onehand,visual,upper,6,,,,
6,onehand,visual,upper,7,,,,
6,onehand,visual,upper,8,,,,
6,onehand,visual,upper,9,,,,
6,onehand,visual,upper,10,,,,
6,onehand,visual,upper,11,,,,
6,onehand,visual,upper,12,,,,
6,onehand,visual,upper,13,,,,
6,onehand,visual,upper,14,,,,
6,onehand,visual,upper,15,,,,
6,onehand,visual,upper,16,,,,
6,onehand,visual,upper,17,,,,
6,onehand,visual,upper,18,,,,
6,onehand,visual,upper,19,,,,
6,onehand,visual,upper,20,,,,
6,onehand,visual,upper,21,,,,
6,onehand,visual,upper,22,,,,
6,onehand,visual,upper,23,,,,
6,onehand,visual,upper,24,,,,
6,onehand,visual,upper,25,,,,
6,onehand,visual,upper,26,,,,
6,onehand,visual,upper,27,,,,
6,onehand,visual,upper,28,,,,
6,onehand,visual,upper,29,,,,
6,onehand,visual,upper,30,,,,
6,onehand,visual,upper,31,,,,
6,onehand,visual,upper,32,,,,
6,onehand,visual,upper,33,,,,
6,onehand,visual,upper,34,,,,
6,onehand,visual,upper,35,,,,
6,onehand,visual,upper,36,,,,
6,onehand,visual,upper,37,,,,
6,onehand,visual,upper,38,,,,
6,onehand,visual,upper,39,,,,
6,onehand,visual,upper,40,,,,
6,onehand,visual,upper,41,,,,
6,onehand,visual,upper,42,,,,
6,onehand,visual,upper,43,,,,
6,onehand,visual,upper,44,,,,
6,onehand,visual,upper,45,,,,
6,onehand,visual,upper,46,,,,
6,onehand,visual,upper,47,,,,
6,onehand,visual,upper,48,,,,
6,onehand,visual,upper,49,,,,
6,onehand,visual,upper,50,,,,
6,onehand,physical,lower,1,,,,
6,onehand,physical,lower,2,,,,
6,onehand,physical,lower,3,,,,
6,onehand,physical,lower,4,,,,
6,onehand,physical,lower,5,,,,
6,onehand,physical,lower,6,,,,
6,onehand,physical,lower,7,,,,
6,onehand,physical,lower,8,,,,
6,onehand,physical,lower,9,,,,
6,onehand,physical,lower,10,,,,
6,onehand,physical,lower,11,,,,
6,onehand,physical,lower,12,,,,
6,onehand,physical,lower,13,,,,
6,onehand,physical,lower,14,,,,
6,onehand,physical,lower,15,,,,
6,onehand,physical,lower,16,,,,
6,onehand,physical,lower,17,,,,
6,onehand,physical,lower,18,,,,
6,onehand,physical,lower,19,,,,
6,onehand,physical,lower,20,,,,
6,onehand,physical,lower,21,,,,
6,onehand,physical,lower,22,,,,
6,onehand,physical,lower,23,,,,
6,onehand,physical,lower,24,,,,
6,onehand,physical,lower,25,,,,
6,onehand,physical,lower,26,,,,
6,onehand,physical,lower,27,,,,
6,onehand,physical,lower,28,,,,
6,onehand,physical,lower,29,,,,
6,onehand,physical,lower,30,,,,
6,onehand,physical,lower,31,,,,
6,onehand,physical,lower,32,,,,
6,onehand,physical,lower,33,,,,
6,onehand,physical,lower,34,,,,
6,onehand,physical,lower,35,,,,
6,onehand,physical,lower,36,,,,
6,onehand,physical,lower,37,,,,
6,onehand,physical,lower,38,,,,
6,onehand,physical,lower,39,,,,
6,onehand,physical,lower,40,,,,
6,onehand,physical,lower,41,,,,
6,onehand,physical,lower,42,,,,
6,onehand,physical,lower,43,,,,
6,onehand,physical,lower,44,,,,
6,onehand,physical,lower,45,,,,
6,onehand,physical,lower,46,,,,
6,onehand,physical,lower,47,,,,
6,onehand,physical,lower,48,,,,
6,onehand,physical,lower,49,,,,
6,onehand,physical,lower,50,,,,
6,twohand,physical,lower,1,,,,
6,twohand,physical,lower,2,,,,
6,twohand,physical,lower,3,,,,
6,twohand,physical,lower,4,,,,
6,twohand,physical,lower,5,,,,
6,twohand,physical,lower,6,,,,
6,twohand,physical,lower,7,,,,
6,twohand,physical,lower,8,,,,
6,twohand,physical,lower,9,,,,
6,twohand,physical,lower,10,,,,
6,twohand,physical,lower,11,,,,
6,twohand,physical,lower,12,,,,
6,twohand,physical,lower,13,,,,
6,twohand,physical,lower,14,,,,
6,twohand,physical,lower,15,,,,
6,twohand,physical,lower,16,,,,
6,twohand,physical,lower,17,,,,
6,twohand,physical,lower,18,,,,
6,twohand,physical,lower,19,,,,
6,twohand,physical,lower,20,,,,
6,twohand,physical,lower,21,,,,
6,twohand,physical,lower,22,,,,
6,twohand,physical,lower,23,,,,
6,twohand,physical,lower,24,,,,
6,twohand,physical,lower,25,,,,
6,twohand,physical,lower,26,,,,
6,twohand,physical,lower,27,,,,
6,twohand,physical,lower,28,,,,
6,twohand,physical,lower,29,,,,
6,twohand,physical,lower,30,,,,
6,twohand,physical,lower,31,,,,
6,twohand,physical,lower,32,,,,
6,twohand,physical,lower,33,,,,
6,twohand,physical,lower,34,,,,
6,twohand,physical,lower,35,,,,
6,twohand,physical,lower,36,,,,
6,twohand,physical,lower,37,,,,
6,twohand,physical,lower,38,,,,
6,twohand,physical,lower,39,,,,
6,twohand,physical,lower,40,,,,
6,twohand,physical,lower,41,,,,
6,twohand,physical,lower,42,,,,
6,twohand,physical,lower,43,,,,
6,twohand,physical,lower,44,,,,
6,twohand,physical,lower,45,,,,
6,twohand,physical,lower,46,,,,
6,twohand,physical,lower,47,,,,
6,twohand,physical,lower,48,,,,
6,twohand,physical,lower,49,,,,
6,twohand,physical,lower,50,,,,
6,twohand,physical,upper,1,,,,
6,twohand,physical,upper,2,,,,
6,twohand,physical,upper,3,,,,
6,twohand,physical,upper,4,,,,
6,twohand,physical,upper,5,,,,
6,twohand,physical,upper,6,,,,
6,twohand,physical,upper,7,,,,
6,twohand,physical,upper,8,,,,
6,twohand,physical,upper,9,,,,
6,twohand,physical,upper,10,,,,
6,twohand,physical,upper,11,,,,
6,twohand,physical,upper,12,,,,
6,twohand,physical,upper,13,,,,
6,twohand,physical,upper,14,,,,
6,twohand,physical,upper,15,,,,
6,twohand,physical,upper,16,,,,
6,twohand,physical,upper,17,,,,
6,twohand,physical,upper,18,,,,
6,twohand,physical,upper,19,,,,
6,twohand,physical,upper,20,,,,
6,twohand,physical,upper,21,,,,
6,twohand,physical,upper,22,,,,
6,twohand,physical,upper,23,,,,
6,twohand,physical,upper,24,,,,
6,twohand,physical,upper,25,,,,
6,twohand,physical,upper,26,,,,
6,twohand,physical,upper,27,,,,
6,twohand,physical,upper,28,,,,
6,twohand,physical,upper,29,,,,
6,twohand,physical,upper,30,,,,
6,twohand,physical,upper,31,,,,
6,twohand,physical,upper,32,,,,
6,twohand,physical,upper,33,,,,
6,twohand,physical,upper,34,,,,
6,twohand,physical,upper,35,,,,
6,twohand,physical,upper,36,,,,
6,twohand,physical,upper,37,,,,
6,twohand,physical,upper,38,,,,
6,twohand,physical,upper,39,,,,
6,twohand,physical,upper,40,,,,
6,twohand,physical,upper,41,,,,
6,twohand,physical,upper,42,,,,
6,twohand,physical,upper,43,,,,
6,twohand,physical,upper,44,,,,
6,twohand,physical,upper,45,,,,
6,twohand,physical,upper,46,,,,
6,twohand,physical,upper,47,,,,
6,twohand,physical,upper,48,,,,
6,twohand,physical,upper,49,,,,
6,twohand,physical,upper,50,,,,
